"message_id","F09F918D","F09F9881","F09FA4AE","E29DA4","F09FA4AC","F09F918E","F09F92A9","F09FA4A1","F09F94A5","F09F98A2","F09F98B1","F09FA4AF"
63782,540,0,0,0,0,0,0,0,2,0,0,7
58764,539,0,0,52,0,1,0,0,0,0,0,0
61972,539,3,0,46,0,0,0,0,0,0,0,0
52517,537,7,0,13,0,0,0,0,0,0,0,0
62462,537,0,0,63,0,0,0,0,12,0,0,0
51815,536,2,0,85,0,0,0,0,0,0,0,0
56446,536,8,0,70,0,0,0,0,0,0,0,0
59345,536,15,0,34,0,0,0,0,0,0,0,0
59281,535,23,0,20,0,0,0,0,0,0,0,0
63669,535,0,0,92,0,0,0,8,0,0,0,0
60055,534,0,0,42,7,0,0,0,0,0,0,0
60892,534,4,0,84,0,0,0,0,0,0,0,0
59876,533,0,0,36,0,0,0,0,0,0,2,0
61187,533,0,0,0,9,0,0,0,0,40,0,0
61846,533,0,0,0,92,0,0,0,0,0,39,0
63778,533,0,0,0,0,0,0,20,13,0,0,0
63901,533,0,0,44,0,0,0,0,0,0,0,0
56837,532,0,0,58,0,0,0,0,17,0,0,0
57096,531,0,0,67,0,0,0,0,3,0,0,0
61931,531,0,0,42,0,0,0,0,1,0,0,0
62380,530,17,0,3,0,0,0,0,0,0,0,0
62075,529,0,0,35,0,0,0,0,4,0,0,0
63465,529,11,0,116,0,0,0,0,0,0,0,0
64570,529,0,0,58,0,0,0,0,0,0,0,0
59695,528,0,0,92,0,0,0,0,4,0,0,0
64219,528,0,0,0,0,2,0,94,0,0,0,0
52408,524,6,0,69,0,0,0,0,0,0,0,0
55874,524,0,0,250,0,0,0,0,1,0,0,0
55982,524,0,0,59,0,3,0,0,0,0,0,0
59289,524,3,0,77,0,0,0,0,0,0,0,0
63468,523,12,0,76,0,0,0,0,0,0,0,0
63851,523,0,0,110,0,0,0,0,0,0,0,0
57146,522,0,0,31,0,5,0,0,0,0,0,0
62731,522,210,0,17,0,0,0,0,0,0,0,0
63392,522,7,0,88,0,0,0,0,0,0,0,0
55983,521,6,0,65,0,0,0,0,0,0,0,0
57094,521,0,0,59,0,0,0,0,5,0,0,0
60185,521,0,0,49,0,0,0,0,13,0,0,0
64588,521,0,0,39,0,0,0,0,2,0,0,0
63057,520,11,0,75,0,0,0,0,0,0,0,0
52818,519,1,0,75,0,0,0,0,0,0,0,0
52874,519,0,0,56,0,0,0,0,0,11,0,0
60079,519,0,0,45,0,0,0,0,7,0,0,0
57080,516,0,0,31,0,0,0,0,4,0,0,0
61139,516,14,0,55,0,0,0,0,0,0,0,0
56560,515,0,0,61,0,0,0,0,4,0,0,0
51623,514,0,0,48,0,0,0,0,3,0,0,0
52689,513,4,0,81,0,0,0,0,0,0,0,0
53155,513,2,0,49,0,0,0,0,0,0,0,0
61353,513,33,0,9,0,0,0,0,0,0,0,0
61996,512,0,0,23,0,0,0,0,2,0,0,0
62866,512,5,0,32,0,0,0,0,0,0,0,0
56902,511,0,0,28,0,0,0,0,2,0,0,0
60441,511,19,0,45,0,0,0,0,0,0,0,0
63571,511,0,0,4,0,0,0,0,0,0,0,0
64174,511,0,0,67,0,0,0,0,0,0,0,0
64195,511,0,0,64,0,0,0,1,0,0,0,0
65131,511,0,0,50,0,0,0,0,2,0,0,0
52621,510,3,0,85,0,0,0,0,0,0,0,0
59600,510,51,0,25,0,0,0,0,0,0,0,0
61210,510,0,0,5,0,0,0,0,6,0,0,0
63338,509,0,0,43,0,0,0,0,5,0,0,0
61079,508,0,0,49,0,0,0,0,4,0,0,0
61200,508,25,0,9,0,0,0,0,0,0,0,0
61934,508,7,0,46,0,0,0,0,0,0,0,0
58659,507,3,0,45,0,0,0,0,0,0,0,0
61222,507,0,0,1,0,0,0,0,2,0,0,0
63950,507,0,0,60,0,0,0,8,0,0,0,0
53505,506,0,0,47,0,0,0,0,4,0,0,0
62756,506,0,0,24,0,1,0,0,0,0,0,0
62387,505,260,0,22,0,0,0,0,0,0,0,0
52000,504,8,0,38,0,0,0,0,0,0,0,0
59872,504,47,0,35,0,0,0,0,0,0,0,0
60626,504,7,0,14,0,0,0,0,0,0,0,0
64462,504,0,0,69,0,0,0,0,1,0,0,0
60406,503,0,0,63,0,0,0,0,4,0,0,0
61215,503,12,0,44,0,0,0,0,0,0,0,0
62592,503,0,0,67,0,0,0,0,3,0,0,0
56737,502,0,0,60,0,0,0,0,5,0,0,0
60538,502,14,0,40,0,0,0,0,0,0,0,0
62033,502,0,0,43,0,3,0,0,0,0,0,0
51971,501,0,0,61,0,0,0,0,5,0,0,0
53068,501,6,0,76,0,0,0,0,0,0,0,0
59701,500,0,0,42,0,0,0,0,11,0,0,0
61020,500,3,0,36,0,0,0,0,0,0,0,0
53685,499,0,0,52,0,0,0,0,0,0,0,0
59421,499,0,0,61,0,0,0,0,6,0,0,0
62217,499,5,0,44,0,0,0,0,0,0,0,0
64185,499,0,0,58,0,0,0,0,0,0,3,0
52008,498,2,0,110,0,0,0,0,0,0,0,0
52614,497,0,0,91,0,0,0,0,1,0,0,0
58906,497,13,0,76,0,0,0,0,0,0,0,0
61363,497,14,0,43,0,0,0,0,0,0,0,0
55221,496,0,0,55,0,0,0,0,3,0,0,0
56284,496,36,0,27,0,0,0,0,0,0,0,0
60105,496,9,0,20,0,0,0,0,0,0,0,0
61191,496,18,0,32,0,0,0,0,0,0,0,0
63356,496,6,0,66,0,0,0,0,0,0,0,0
51597,495,27,0,38,0,0,0,0,0,0,0,0
53299,494,31,0,50,0,0,0,0,0,0,0,0
52020,493,5,0,37,0,0,0,0,0,0,0,0
55768,493,27,0,23,0,0,0,0,0,0,0,0
61311,493,0,0,14,0,0,0,0,0,0,0,0
59815,492,5,0,34,0,0,0,0,0,0,0,0
61035,492,12,0,41,0,0,0,0,0,0,0,0
63729,492,0,0,46,0,0,0,4,0,0,0,0
63907,492,0,0,49,0,0,0,0,1,0,0,0
60462,491,0,0,26,0,0,0,0,5,0,0,0
62017,491,17,0,0,26,0,0,0,0,0,0,0
51501,490,5,0,66,0,0,0,0,0,0,0,0
52344,490,9,0,66,0,0,0,0,0,0,0,0
65164,490,0,0,46,0,0,1,0,0,0,0,0
57649,489,23,0,31,0,0,0,0,0,0,0,0
62993,488,0,0,19,0,0,0,0,10,0,0,0
64035,488,0,0,42,0,0,0,12,0,0,0,0
51552,487,146,0,10,0,0,0,0,0,0,0,0
60612,487,0,0,47,0,0,0,0,1,0,0,0
55947,486,16,0,45,0,0,0,0,0,0,0,0
61234,486,110,0,30,0,0,0,0,0,0,0,0
61733,486,12,0,48,0,0,0,0,0,0,0,0
55632,485,0,0,44,0,0,0,0,2,0,0,0
59340,485,3,0,72,0,0,0,0,0,0,0,0
64813,485,0,0,35,0,0,0,0,2,0,0,0
54722,484,15,0,64,0,0,0,0,0,0,0,0
56292,484,0,0,32,4,0,0,0,0,0,0,0
58642,484,0,0,58,0,0,0,0,0,0,0,0
59742,484,0,0,18,0,0,0,0,11,0,0,0
61489,484,0,0,0,0,0,0,0,9,14,0,0
62426,484,0,0,39,0,1,0,0,0,0,0,0
61628,483,0,0,110,0,0,0,0,3,0,0,0
52311,482,0,0,102,0,8,0,0,0,0,0,0
57651,482,53,0,26,0,0,0,0,0,0,0,0
61133,482,0,0,21,0,0,0,0,0,0,1,0
55227,481,0,0,49,0,0,0,0,4,0,0,0
60227,481,15,0,0,0,6,0,0,0,0,0,0
62398,481,0,0,17,9,0,0,0,0,0,0,0
64182,481,0,0,58,0,0,0,23,0,0,0,0
64349,481,0,3,44,0,0,0,0,0,0,0,0
64825,481,0,0,18,0,0,0,0,3,0,0,0
57435,480,20,0,15,0,0,0,0,0,0,0,0
61595,480,0,0,69,0,0,0,0,0,0,0,0
62228,480,0,0,84,0,0,0,0,0,0,0,0
63847,480,0,0,66,0,0,0,3,0,0,0,0
55032,479,0,0,74,0,3,0,0,0,0,0,0
56101,479,0,0,196,0,0,0,0,0,0,1,0
59737,479,3,0,59,0,0,0,0,0,0,0,0
60265,479,4,0,51,0,0,0,0,0,0,0,0
63285,478,0,0,37,0,0,0,0,0,0,0,0
64160,478,0,0,13,0,0,0,0,3,0,0,0
55278,477,7,0,61,0,0,0,0,0,0,0,0
60469,477,78,0,23,0,0,0,0,0,0,0,0
62391,477,69,0,12,0,0,0,0,0,0,0,0
54231,476,0,0,51,0,0,0,0,2,0,0,0
60954,476,0,0,35,0,0,0,0,2,0,0,0
61627,476,0,0,0,17,0,0,0,0,3,0,0
63839,476,0,0,39,0,0,0,0,0,0,0,0
53559,475,0,0,80,0,0,0,0,2,0,0,0
57367,475,15,0,62,0,0,0,0,0,0,0,0
60109,475,27,0,43,0,0,0,0,0,0,0,0
61337,475,0,0,47,0,0,0,0,3,0,0,0
58602,474,8,0,57,0,0,0,0,0,0,0,0
59171,474,0,0,13,0,0,0,0,0,0,0,0
60099,474,0,0,12,36,0,0,0,0,0,0,0
61250,474,0,0,26,0,0,0,0,4,0,0,0
63043,474,0,0,50,0,0,0,0,0,0,0,0
63794,474,0,0,43,0,0,0,5,0,0,0,0
64735,474,0,3,64,0,0,0,0,0,0,0,0
65208,474,0,0,40,0,0,0,0,3,0,0,0
51436,473,0,0,101,0,0,0,0,1,0,0,0
54317,473,0,0,37,0,0,0,0,2,0,0,0
54326,472,0,0,16,0,0,0,0,0,0,34,0
63739,472,0,0,30,0,0,0,4,0,0,0,0
53956,470,0,0,123,0,0,0,0,2,0,0,0
57369,470,0,0,71,1,0,0,0,0,0,0,0
58330,470,14,0,54,0,0,0,0,0,0,0,0
59898,470,0,0,17,0,0,0,0,4,0,0,0
61186,470,0,0,52,0,0,0,0,9,0,0,0
61324,470,0,0,12,0,0,0,0,2,0,0,0
61790,469,0,0,0,0,0,0,0,4,0,8,0
54453,468,24,0,28,0,0,0,0,0,0,0,0
60116,468,0,0,5,0,0,0,0,0,0,0,0
60614,468,6,0,43,0,0,0,0,0,0,0,0
64468,468,0,0,78,0,0,0,0,0,0,4,0
53717,467,4,0,53,0,0,0,0,0,0,0,0
55269,467,14,0,56,0,0,0,0,0,0,0,0
52862,466,0,0,52,0,0,0,0,0,0,0,0
51613,465,17,0,49,0,0,0,0,0,0,0,0
51956,465,0,0,99,0,0,0,0,1,0,0,0
56397,465,0,0,123,0,0,0,0,3,0,0,0
57774,465,0,0,88,0,0,0,0,0,0,0,0
60908,465,9,0,37,0,0,0,0,0,0,0,0
63567,465,0,0,0,0,0,0,0,0,0,0,0
51432,464,0,0,58,0,0,0,0,0,0,0,0
52267,464,8,0,60,0,0,0,0,0,0,0,0
59430,464,4,0,36,0,0,0,0,0,0,0,0
55107,463,2,0,47,0,0,0,0,0,0,0,0
60463,463,0,0,54,0,0,0,0,6,0,0,0
53257,462,8,0,0,0,0,0,0,1,0,0,0
55670,462,8,0,72,0,0,0,0,0,0,0,0
55986,462,0,0,43,0,0,0,0,0,0,0,0
57252,462,16,0,29,0,0,0,0,0,0,0,0
60126,462,0,0,68,0,0,0,0,2,0,0,0
60365,462,55,0,8,0,0,0,0,0,0,0,0
62505,462,0,0,36,0,0,0,0,6,0,0,0
64726,462,0,2,32,0,0,0,0,0,0,0,0
64748,462,0,0,34,0,0,0,0,2,0,0,0
60379,461,0,0,12,0,1,0,0,0,0,0,0
60177,460,41,0,45,0,0,0,0,0,0,0,0
61526,460,0,0,43,0,3,0,0,0,0,0,0
62248,460,12,0,45,0,0,0,0,0,0,0,0
55508,459,0,0,123,0,0,0,0,1,0,0,0
55634,459,0,0,42,0,0,0,0,2,0,0,0
52480,458,7,0,64,0,0,0,0,0,0,0,0
56729,458,0,0,34,0,0,0,0,3,0,0,0
61026,458,0,0,115,0,0,0,0,6,0,0,0
61641,458,8,0,11,0,0,0,0,0,0,0,0
61682,458,7,0,61,0,0,0,0,0,0,0,0
51922,457,0,0,76,0,0,0,0,3,0,0,0
58863,457,0,0,64,0,0,0,0,1,0,0,0
60083,457,8,0,75,0,0,0,0,0,0,0,0
60337,456,0,0,54,0,0,0,0,1,0,0,0
60372,456,0,0,49,0,0,0,0,1,0,0,0
53261,455,29,0,83,0,0,0,0,0,0,0,0
57308,455,0,0,22,0,0,0,0,3,0,0,0
59796,455,38,0,12,0,0,0,0,0,0,0,0
60368,455,0,0,23,0,0,0,0,0,7,0,0
55215,454,0,0,55,0,0,0,0,7,0,0,0
55489,454,0,0,58,0,0,0,0,2,0,0,0
55868,454,0,0,81,0,0,0,0,4,0,0,0
56128,454,31,0,22,0,0,0,0,0,0,0,0
61189,454,0,0,17,61,0,0,0,0,0,0,0
61614,454,1,0,63,0,0,0,0,0,0,0,0
52922,453,0,0,6,9,0,0,0,0,0,0,0
59927,453,4,0,35,0,0,0,0,0,0,0,0
60982,453,12,0,55,0,0,0,0,0,0,0,0
63279,452,0,0,60,0,0,0,0,0,0,0,0
51598,451,0,0,8,32,0,0,0,0,0,0,0
59978,451,0,0,44,0,0,0,0,3,0,0,0
63599,451,0,0,18,0,0,0,0,0,0,0,0
63652,451,0,0,62,0,0,0,0,0,0,0,0
52843,450,0,0,28,0,0,0,0,2,0,0,0
53521,450,0,0,103,0,0,0,0,0,0,0,0
53739,450,18,0,34,0,0,0,0,0,0,0,0
56307,450,43,0,0,0,0,0,0,0,20,0,0
61361,450,5,0,46,0,0,0,0,0,0,0,0
65198,450,0,0,0,17,0,0,0,0,0,0,3
52696,449,3,0,42,0,0,0,0,0,0,0,0
56915,449,0,0,59,0,0,0,0,4,0,0,0
57022,449,0,0,51,0,0,0,0,0,0,0,0
58239,449,9,0,52,0,0,0,0,0,0,0,0
51790,447,8,0,85,0,0,0,0,0,0,0,0
52980,447,0,0,92,0,0,0,0,0,0,0,0
57462,447,9,0,89,0,0,0,0,0,0,0,0
60278,447,3,0,32,0,0,0,0,0,0,0,0
62449,447,0,0,75,1,0,0,0,0,0,0,0
64457,447,0,0,0,0,0,0,28,11,0,0,0
60103,446,0,0,43,0,0,0,0,4,0,0,0
63087,446,9,0,26,0,0,0,0,0,0,0,0
59295,445,0,0,57,0,0,0,0,3,0,0,0
61604,445,22,0,64,0,0,0,0,0,0,0,0
57111,444,0,0,37,0,0,0,0,0,7,0,0
51550,443,3,0,34,0,0,0,0,0,0,0,0
51759,443,0,0,37,14,0,0,0,0,0,0,0
52002,443,5,0,50,0,0,0,0,0,0,0,0
53031,443,0,0,27,0,0,0,0,2,0,0,0
58958,443,24,0,12,0,0,0,0,0,0,0,0
59925,443,4,0,47,0,0,0,0,0,0,0,0
61305,443,0,0,25,0,0,0,0,3,0,0,0
63430,443,4,0,32,0,0,0,0,0,0,0,0
65126,443,0,0,0,0,0,3,0,2,0,0,0
53958,442,8,0,64,0,0,0,0,0,0,0,0
55001,442,3,0,3,0,0,0,0,0,0,0,0
51472,441,0,0,94,0,0,0,0,4,0,0,0
52323,441,4,0,51,0,0,0,0,0,0,0,0
55866,440,0,0,27,0,0,0,0,5,0,0,0
57265,440,0,0,53,0,0,0,0,2,0,0,0
59810,440,0,0,0,13,0,0,0,8,0,0,0
62144,440,0,0,9,0,0,0,0,0,0,14,0
63035,440,0,0,66,0,0,0,0,0,0,0,0
52825,439,21,0,29,0,0,0,0,0,0,0,0
53439,439,0,0,24,0,0,0,0,0,0,0,0
60618,439,0,0,6,0,0,0,0,0,0,5,0
61178,439,0,0,30,0,0,0,0,4,0,0,0
61701,439,8,0,62,0,0,0,0,0,0,0,0
62979,439,0,0,28,0,11,0,0,0,0,0,0
64648,439,0,0,57,0,0,0,2,0,0,0,0
65032,439,0,0,0,0,0,0,1,7,0,0,0
52199,438,8,0,33,0,0,0,0,0,0,0,0
59651,438,5,0,47,0,0,0,0,0,0,0,0
60156,438,0,0,65,2,0,0,0,0,0,0,0
61216,438,29,0,9,0,0,0,0,0,0,0,0
61616,438,0,0,30,0,2,0,0,0,0,0,0
62050,438,7,0,29,0,0,0,0,0,0,0,0
62890,438,6,0,0,16,0,0,0,0,0,0,0
63435,438,0,0,18,22,0,0,0,0,0,0,0
63965,438,0,0,56,0,0,0,5,0,0,0,0
52790,437,0,0,40,8,0,0,0,0,0,0,0
53597,437,1,0,55,0,0,0,0,0,0,0,0
56938,437,13,0,45,0,0,0,0,0,0,0,0
58450,437,0,0,17,0,0,0,0,1,0,0,0
59223,437,11,0,40,0,0,0,0,0,0,0,0
63871,437,0,0,48,0,0,1,0,0,0,0,0
64334,437,0,0,59,0,0,0,4,0,0,0,0
56873,436,0,0,108,0,0,0,0,2,0,0,0
63995,436,0,0,24,0,0,0,0,0,0,0,0
51493,435,4,0,56,0,0,0,0,0,0,0,0
53791,435,169,0,14,0,0,0,0,0,0,0,0
58605,435,0,0,89,0,0,0,0,0,0,0,0
60669,435,0,0,50,0,0,0,0,9,0,0,0
51752,434,0,0,117,0,0,0,0,0,0,0,0
52030,434,0,0,97,0,0,0,0,2,0,0,0
53611,434,0,0,24,0,1,0,0,0,0,0,0
57327,434,12,0,21,0,0,0,0,0,0,0,0
60128,434,0,0,36,18,0,0,0,0,0,0,0
60899,434,0,0,6,0,0,0,0,1,0,0,0
61609,434,12,0,24,0,0,0,0,0,0,0,0
64352,434,0,0,98,0,0,0,2,0,0,0,0
53572,433,0,0,51,0,0,0,0,2,0,0,0
54592,433,8,0,56,0,0,0,0,0,0,0,0
55182,433,5,0,12,0,0,0,0,0,0,0,0
56733,433,0,0,48,1,0,0,0,0,0,0,0
62669,433,0,0,0,0,0,0,0,0,7,1,0
52304,432,0,0,69,2,0,0,0,0,0,0,0
53003,432,2,0,72,0,0,0,0,0,0,0,0
61360,432,0,0,43,0,1,0,0,0,0,0,0
62698,432,23,0,4,0,0,0,0,0,0,0,0
64433,432,0,0,30,0,0,0,0,0,0,0,0
51637,431,0,0,78,0,0,0,0,4,0,0,0
63894,431,0,0,37,0,0,0,12,0,0,0,0
51647,430,2,0,63,0,0,0,0,0,0,0,0
53991,430,3,0,38,0,0,0,0,0,0,0,0
55055,430,8,0,45,0,0,0,0,0,0,0,0
56467,430,0,0,36,0,0,0,0,2,0,0,0
58949,430,1,0,30,0,0,0,0,0,0,0,0
60069,430,0,0,20,0,0,0,0,0,0,3,0
60994,430,26,0,0,0,0,0,0,16,0,0,0
62750,430,29,0,35,0,0,0,0,0,0,0,0
63320,430,0,0,0,0,13,0,0,14,0,0,0
65226,430,0,0,44,0,0,0,0,3,0,0,0
52192,429,0,0,66,0,0,0,0,0,0,0,0
56289,429,0,0,0,21,0,0,0,23,0,0,0
57085,429,32,0,19,0,0,0,0,0,0,0,0
58791,429,0,0,95,0,0,0,0,4,0,0,0
62161,429,21,0,23,0,0,0,0,0,0,0,0
63384,429,6,0,42,0,0,0,0,0,0,0,0
56616,428,0,0,48,0,0,0,0,2,0,0,0
59802,428,2,0,49,0,0,0,0,0,0,0,0
65132,428,0,0,0,0,3,0,0,1,0,0,0
53038,427,10,0,22,0,0,0,0,0,0,0,0
53074,427,12,0,56,0,0,0,0,0,0,0,0
53593,427,0,0,44,0,3,0,0,0,0,0,0
55034,427,0,0,24,0,0,0,0,3,0,0,0
55744,427,0,0,66,0,0,0,0,3,0,0,0
56965,427,0,0,56,0,0,0,0,0,0,0,0
59201,427,8,0,43,0,0,0,0,0,0,0,0
59540,427,32,0,12,0,0,0,0,0,0,0,0
60977,427,0,0,17,0,0,0,0,0,0,0,0
61221,427,0,0,0,0,2,0,0,23,0,0,0
62794,427,0,0,15,0,0,0,0,6,0,0,0
51546,426,0,0,60,0,1,0,0,0,0,0,0
52300,426,0,0,70,0,0,0,0,3,0,0,0
56295,426,3,0,30,0,0,0,0,0,0,0,0
57720,426,8,0,10,0,0,0,0,0,0,0,0
60524,426,0,0,20,0,0,0,0,0,27,0,0
61514,426,6,0,41,0,0,0,0,0,0,0,0
62015,426,10,0,34,0,0,0,0,0,0,0,0
63988,426,0,0,71,0,0,0,4,0,0,0,0
57645,425,0,0,59,0,0,0,0,0,0,0,0
57910,425,4,0,35,0,0,0,0,0,0,0,0
62717,425,1,0,0,0,0,0,0,0,13,0,0
64422,425,0,0,0,0,0,0,16,2,0,0,0
54232,424,0,0,55,0,0,0,0,2,0,0,0
58129,424,3,0,65,0,0,0,0,0,0,0,0
59988,424,3,0,10,0,0,0,0,0,0,0,0
61457,424,0,0,49,0,1,0,0,0,0,0,0
52429,423,0,0,57,0,0,0,0,1,0,0,0
53999,423,0,0,0,0,0,0,0,8,0,0,0
58452,423,0,0,42,0,0,0,0,12,0,0,0
59297,423,5,0,20,0,0,0,0,0,0,0,0
59536,423,37,0,22,0,0,0,0,0,0,0,0
61065,423,7,0,47,0,0,0,0,0,0,0,0
61266,423,7,0,15,0,0,0,0,0,0,0,0
62044,423,0,0,54,0,0,0,0,6,0,0,0
63900,423,0,0,46,0,0,0,0,0,0,2,0
63919,423,0,0,24,0,0,0,0,0,0,0,2
52243,422,0,0,57,0,0,0,0,1,0,0,0
54908,422,32,0,22,0,0,0,0,0,0,0,0
55126,422,0,0,55,0,0,0,0,0,0,0,0
60959,422,24,0,13,0,0,0,0,0,0,0,0
61505,422,0,0,0,25,0,0,0,15,0,0,0
63537,422,35,0,50,0,0,0,0,0,0,0,0
63555,422,36,0,0,0,1,0,0,0,0,0,0
52210,421,0,0,33,0,0,0,0,0,0,0,0
54675,421,19,0,27,0,0,0,0,0,0,0,0
62214,421,1,0,26,0,0,0,0,0,0,0,0
62346,421,0,0,33,0,0,0,0,2,0,0,0
64413,421,0,0,35,0,0,0,2,0,0,0,0
52143,420,8,0,28,0,0,0,0,0,0,0,0
53072,420,8,0,52,0,0,0,0,0,0,0,0
58806,420,12,0,23,0,0,0,0,0,0,0,0
