"message_id","F09F918D","F09F9881","F09FA4AE","E29DA4","F09FA4AC","F09F918E","F09F92A9","F09FA4A1","F09F94A5","F09F98A2","F09F98B1","F09FA4AF"
56853,234,0,0,5,0,0,0,0,0,0,0,0
56937,234,0,0,26,0,0,0,0,9,0,0,0
57835,234,0,0,37,0,0,0,0,1,0,0,0
58595,234,25,0,6,0,0,0,0,0,0,0,0
59220,234,0,0,19,0,0,0,0,6,0,0,0
59452,234,0,0,61,0,0,0,0,0,0,3,0
59897,234,16,0,13,0,0,0,0,0,0,0,0
59900,234,2,0,3,0,0,0,0,0,0,0,0
60663,234,9,0,0,0,0,0,0,0,0,17,0
61716,234,28,0,0,0,0,0,0,0,0,14,0
63026,234,31,0,0,0,7,0,0,0,0,0,0
64537,234,0,0,5,0,0,0,2,0,0,0,0
64860,234,0,0,27,0,0,0,6,0,0,0,0
52108,233,0,0,60,0,0,0,0,1,0,0,0
52325,233,18,0,36,0,0,0,0,0,0,0,0
52692,233,0,0,45,0,0,0,0,2,0,0,0
53208,233,15,0,0,2,0,0,0,0,0,0,0
53623,233,0,0,22,0,0,0,0,4,0,0,0
55294,233,0,0,0,0,3,0,0,0,0,8,0
55512,233,0,0,20,0,5,0,0,0,0,0,0
55829,233,0,0,56,0,0,0,0,0,0,0,0
57323,233,10,0,21,0,0,0,0,0,0,0,0
57416,233,38,0,0,0,0,0,0,9,0,0,0
57861,233,9,0,12,0,0,0,0,0,0,0,0
57950,233,6,0,30,0,0,0,0,0,0,0,0
59180,233,0,0,29,1,0,0,0,0,0,0,0
59480,233,24,0,25,0,0,0,0,0,0,0,0
59529,233,0,0,20,0,0,0,0,0,0,0,0
59689,233,30,0,13,0,0,0,0,0,0,0,0
61783,233,0,0,42,0,0,0,0,5,0,0,0
62654,233,18,0,7,0,0,0,0,0,0,0,0
62760,233,21,0,19,0,0,0,0,0,0,0,0
64316,233,0,0,27,0,0,0,0,4,0,0,0
53596,232,0,0,23,0,0,0,0,0,0,0,0
53894,232,16,0,0,0,0,0,0,0,0,7,0
54432,232,0,0,35,0,0,0,0,0,0,0,0
54765,232,3,0,35,0,0,0,0,0,0,0,0
55881,232,8,0,5,0,0,0,0,0,0,0,0
55921,232,0,0,56,0,0,0,0,1,0,0,0
56334,232,0,0,91,0,0,0,0,3,0,0,0
56445,232,0,0,17,0,0,0,0,0,0,3,0
56476,232,39,0,3,0,0,0,0,0,0,0,0
57034,232,0,0,30,0,0,0,0,1,0,0,0
57389,232,0,0,36,0,0,0,0,4,0,0,0
57492,232,0,0,21,0,0,0,0,4,0,0,0
57606,232,23,0,9,0,0,0,0,0,0,0,0
57644,232,0,0,44,0,0,0,0,1,0,0,0
57968,232,43,0,14,0,0,0,0,0,0,0,0
58006,232,0,0,11,0,0,0,0,0,0,10,0
58007,232,3,0,8,0,0,0,0,0,0,0,0
58236,232,0,0,8,0,0,0,0,3,0,0,0
59353,232,7,0,0,54,0,0,0,0,0,0,0
60688,232,34,0,0,0,5,0,0,0,0,0,0
61384,232,0,0,10,0,0,0,0,6,0,0,0
61687,232,47,0,17,0,0,0,0,0,0,0,0
62084,232,9,0,41,0,0,0,0,0,0,0,0
62457,232,0,0,34,0,0,0,0,0,4,0,0
62637,232,0,0,15,0,0,0,0,0,0,0,0
63048,232,0,0,35,0,0,0,0,2,0,0,0
63062,232,0,0,52,0,0,0,0,1,0,0,0
63228,232,0,0,40,0,0,0,0,8,0,0,0
63486,232,0,0,55,0,0,0,0,4,0,0,0
65255,232,0,23,14,0,0,0,0,0,0,0,0
51418,231,30,0,3,0,0,0,0,0,0,0,0
52525,231,0,0,45,1,0,0,0,0,0,0,0
52672,231,0,0,29,0,0,0,0,6,0,0,0
52708,231,0,0,3,0,0,0,0,0,0,0,0
53177,231,0,0,0,0,1,0,0,3,0,0,0
53325,231,12,0,25,0,0,0,0,0,0,0,0
55664,231,19,0,11,0,0,0,0,0,0,0,0
55729,231,0,0,0,0,0,0,0,0,6,5,0
56094,231,0,0,57,0,0,0,0,3,0,0,0
56628,231,0,0,20,0,0,0,0,11,0,0,0
58745,231,10,0,4,0,0,0,0,0,0,0,0
59079,231,0,0,42,0,0,0,0,4,0,0,0
59474,231,13,0,22,0,0,0,0,0,0,0,0
59585,231,4,0,57,0,0,0,0,0,0,0,0
61315,231,0,0,16,0,1,0,0,0,0,0,0
61476,231,68,0,5,0,0,0,0,0,0,0,0
63650,231,0,0,0,0,1,0,0,8,0,0,0
63825,231,0,0,14,0,0,0,0,3,0,0,0
64136,231,0,0,6,0,0,12,0,0,0,0,0
64150,231,0,0,9,0,0,0,0,0,0,5,0
64318,231,0,0,37,0,0,0,0,0,0,0,0
64571,231,0,0,60,0,0,0,0,0,0,0,0
64811,231,0,0,16,0,0,0,1,0,0,0,0
51687,230,68,0,18,0,0,0,0,0,0,0,0
52160,230,0,0,20,0,0,0,0,1,0,0,0
52552,230,0,0,23,0,0,0,0,2,0,0,0
52772,230,3,0,15,0,0,0,0,0,0,0,0
53547,230,0,0,0,0,0,0,0,3,0,0,0
53974,230,0,0,0,31,0,0,0,0,0,14,0
54162,230,0,0,24,0,0,0,0,5,0,0,0
54351,230,0,0,29,0,0,0,0,3,0,0,0
54921,230,0,0,7,6,0,0,0,0,0,0,0
55797,230,54,0,3,0,0,0,0,0,0,0,0
56644,230,0,0,451,0,0,0,0,0,0,1,0
59492,230,2,0,5,0,0,0,0,0,0,0,0
60262,230,0,0,20,0,0,0,0,7,0,0,0
61075,230,1,0,36,0,0,0,0,0,0,0,0
61466,230,31,0,345,0,0,0,0,0,0,0,0
63215,230,0,0,23,0,0,0,0,10,0,0,0
65100,230,0,0,86,0,0,0,2,0,0,0,0
53356,229,4,0,0,0,0,0,0,0,0,0,0
53397,229,0,0,0,50,0,0,0,7,0,0,0
53775,229,1,0,30,0,0,0,0,0,0,0,0
54687,229,61,0,14,0,0,0,0,0,0,0,0
55958,229,4,0,9,0,0,0,0,0,0,0,0
56570,229,28,0,0,4,0,0,0,0,0,0,0
56981,229,0,0,28,0,0,0,0,2,0,0,0
58923,229,0,0,2,0,0,0,0,4,0,0,0
59457,229,15,0,30,0,0,0,0,0,0,0,0
59697,229,6,0,15,0,0,0,0,0,0,0,0
60104,229,0,0,6,0,0,0,0,0,0,15,0
60209,229,0,0,9,0,0,0,0,78,0,0,0
60483,229,41,0,5,0,0,0,0,0,0,0,0
62216,229,130,0,9,0,0,0,0,0,0,0,0
62402,229,0,0,0,0,0,0,0,0,0,0,0
62795,229,0,0,35,0,0,0,0,6,0,0,0
51938,228,31,0,1,0,0,0,0,0,0,0,0
51999,228,7,0,14,0,0,0,0,0,0,0,0
52397,228,0,0,35,0,0,0,0,1,0,0,0
52618,228,1,0,29,0,0,0,0,0,0,0,0
52710,228,0,0,6,0,0,0,0,8,0,0,0
53168,228,0,0,14,0,0,0,0,17,0,0,0
53223,228,0,0,24,0,0,0,0,0,0,0,0
54630,228,0,0,20,0,0,0,0,2,0,0,0
55566,228,0,0,91,0,0,0,0,1,0,0,0
56637,228,0,0,9,0,0,0,0,0,0,4,0
57343,228,73,0,8,0,0,0,0,0,0,0,0
57361,228,0,0,2,0,0,0,0,0,0,0,0
58149,228,1,0,19,0,0,0,0,0,0,0,0
59614,228,0,0,0,10,0,0,0,0,0,30,0
60542,228,83,0,22,0,0,0,0,0,0,0,0
60727,228,16,0,6,0,0,0,0,0,0,0,0
61973,228,0,0,42,0,0,0,0,4,0,0,0
62881,228,33,0,0,9,0,0,0,0,0,0,0
63350,228,0,0,14,0,3,0,0,0,0,0,0
63522,228,7,0,0,0,5,0,0,0,0,0,0
63607,228,0,0,8,0,0,0,0,0,0,0,0
64122,228,0,8,0,0,0,0,2,0,0,0,0
64361,228,0,0,0,0,0,0,36,1,0,0,0
64598,228,0,0,0,0,1,0,13,0,0,0,0
64981,228,0,0,20,0,0,0,0,2,0,0,0
65289,228,0,0,6,0,0,0,5,0,0,0,0
51440,227,0,0,31,0,0,0,0,4,0,0,0
51666,227,0,0,0,0,0,0,0,0,0,1,0
52110,227,67,0,0,0,0,0,0,0,4,0,0
52176,227,0,0,43,0,0,0,0,2,0,0,0
52301,227,0,0,26,0,0,0,0,9,0,0,0
52455,227,19,0,1,0,0,0,0,0,0,0,0
52959,227,0,0,18,0,0,0,0,7,0,0,0
52962,227,0,0,5,0,0,0,0,11,0,0,0
53892,227,62,0,0,13,0,0,0,0,0,0,0
54449,227,41,0,18,0,0,0,0,0,0,0,0
54772,227,38,0,16,0,0,0,0,0,0,0,0
55473,227,0,0,3,0,0,0,0,5,0,0,0
56185,227,0,0,2,0,0,0,0,0,0,0,0
56262,227,1,0,26,0,0,0,0,0,0,0,0
56518,227,17,0,26,0,0,0,0,0,0,0,0
57615,227,35,0,1,0,0,0,0,0,0,0,0
60708,227,0,0,6,0,0,0,0,0,0,0,0
60854,227,109,0,0,20,0,0,0,0,0,0,0
62276,227,0,0,21,0,0,0,0,33,0,0,0
62364,227,37,0,0,0,0,0,0,5,0,0,0
64123,227,0,0,24,0,0,0,0,0,0,0,3
64223,227,0,0,0,0,11,0,0,0,0,0,9
52099,226,0,0,25,0,0,0,0,1,0,0,0
52174,226,0,0,35,0,0,0,0,3,0,0,0
52451,226,3,0,12,0,0,0,0,0,0,0,0
52673,226,0,0,42,0,0,0,0,2,0,0,0
52683,226,0,0,23,0,0,0,0,9,0,0,0
52693,226,0,0,32,0,0,0,0,8,0,0,0
53042,226,0,0,8,0,0,0,0,0,0,65,0
54057,226,0,0,41,0,0,0,0,0,0,0,0
54389,226,89,0,2,0,0,0,0,0,0,0,0
54423,226,0,0,26,0,0,0,0,4,0,0,0
54437,226,5,0,6,0,0,0,0,0,0,0,0
55016,226,54,0,18,0,0,0,0,0,0,0,0
55414,226,0,0,27,0,0,0,0,14,0,0,0
56268,226,0,0,36,0,0,0,0,0,0,0,0
57247,226,0,0,17,0,0,0,0,0,0,0,0
57372,226,130,0,5,0,0,0,0,0,0,0,0
59113,226,70,0,22,0,0,0,0,0,0,0,0
59864,226,69,0,0,0,1,0,0,0,0,0,0
60889,226,39,0,26,0,0,0,0,0,0,0,0
61415,226,28,0,0,13,0,0,0,0,0,0,0
61721,226,14,0,353,0,0,0,0,0,0,0,0
61826,226,64,0,5,0,0,0,0,0,0,0,0
63211,226,0,0,20,0,0,0,0,15,0,0,0
63240,226,0,0,13,0,4,0,0,0,0,0,0
63345,226,27,0,0,0,0,0,0,0,0,13,0
63969,226,0,0,51,0,0,0,0,0,0,0,0
63999,226,0,0,14,0,0,0,0,0,0,0,0
51700,225,30,0,6,0,0,0,0,0,0,0,0
54783,225,20,0,0,0,0,0,0,2,0,0,0
56825,225,0,0,30,0,0,0,0,2,0,0,0
57452,225,72,0,8,0,0,0,0,0,0,0,0
59112,225,4,0,18,0,0,0,0,0,0,0,0
59116,225,8,0,38,0,0,0,0,0,0,0,0
59185,225,4,0,34,0,0,0,0,0,0,0,0
59935,225,38,0,0,0,0,0,0,0,67,0,0
60076,225,0,0,0,17,0,0,0,0,0,18,0
60290,225,30,0,7,0,0,0,0,0,0,0,0
60348,225,0,0,41,0,0,0,0,1,0,0,0
60628,225,0,0,28,0,0,0,0,0,12,0,0
63716,225,0,0,0,0,0,0,9,0,0,0,0
51824,224,0,0,443,0,0,0,0,6,0,0,0
52109,224,0,0,30,0,0,0,0,1,0,0,0
52242,224,0,0,37,0,0,0,0,0,0,0,0
52416,224,0,0,42,0,0,0,0,1,0,0,0
54551,224,9,0,20,0,0,0,0,0,0,0,0
55776,224,7,0,40,0,0,0,0,0,0,0,0
55796,224,0,0,17,0,0,0,0,8,0,0,0
56088,224,0,0,59,0,0,0,0,1,0,0,0
56451,224,0,0,37,0,0,0,0,2,0,0,0
56811,224,27,0,8,0,0,0,0,0,0,0,0
57016,224,37,0,0,0,0,0,0,0,0,4,0
57138,224,0,0,25,0,0,0,0,2,0,0,0
57173,224,0,0,25,0,3,0,0,0,0,0,0
57546,224,4,0,34,0,0,0,0,0,0,0,0
57619,224,14,0,10,0,0,0,0,0,0,0,0
57893,224,0,0,46,0,0,0,0,3,0,0,0
59347,224,0,0,57,0,0,0,0,1,0,0,0
59943,224,0,0,29,0,0,0,0,0,0,2,0
60250,224,71,0,9,0,0,0,0,0,0,0,0
60361,224,0,0,0,0,0,0,0,0,3,8,0
61812,224,0,0,0,0,0,0,0,0,26,8,0
63310,224,0,0,22,0,0,0,0,0,0,5,0
63575,224,0,0,0,0,0,0,0,0,0,0,0
63641,224,0,0,9,0,0,0,0,0,0,1,0
63941,224,0,0,11,0,0,0,0,3,0,0,0
64087,224,0,0,0,0,0,0,0,19,0,18,0
65297,224,0,0,13,0,0,9,0,0,0,0,0
53481,223,0,0,21,0,0,0,0,5,0,0,0
53836,223,0,0,12,2,0,0,0,0,0,0,0
54336,223,0,0,21,0,0,0,0,3,0,0,0
54643,223,0,0,51,0,0,0,0,1,0,0,0
54727,223,0,0,21,0,0,0,0,2,0,0,0
54871,223,7,0,7,0,0,0,0,0,0,0,0
54961,223,0,0,52,0,0,0,0,1,0,0,0
55441,223,29,0,18,0,0,0,0,0,0,0,0
55759,223,11,0,20,0,0,0,0,0,0,0,0
57385,223,0,0,25,0,0,0,0,5,0,0,0
58413,223,14,0,9,0,0,0,0,0,0,0,0
58534,223,0,0,15,0,0,0,0,3,0,0,0
59632,223,0,0,8,0,7,0,0,0,0,0,0
59949,223,0,0,21,0,2,0,0,0,0,0,0
60739,223,50,0,0,0,0,0,0,26,0,0,0
61583,223,6,0,28,0,0,0,0,0,0,0,0
62130,223,0,0,8,0,0,0,0,22,0,0,0
62884,223,39,0,4,0,0,0,0,0,0,0,0
63512,223,7,0,0,11,0,0,0,0,0,0,0
64350,223,0,0,6,0,0,0,16,0,0,0,0
64370,223,0,0,10,0,0,0,36,0,0,0,0
64951,223,0,0,0,0,0,0,0,4,0,15,0
54264,222,0,0,11,0,0,0,0,0,0,0,0
56447,222,0,0,20,0,0,0,0,4,0,0,0
56828,222,0,0,87,0,0,0,0,0,3,0,0
57592,222,21,0,0,0,0,0,0,0,0,6,0
58701,222,3,0,18,0,0,0,0,0,0,0,0
58877,222,8,0,0,37,0,0,0,0,0,0,0
60050,222,7,0,0,0,3,0,0,0,0,0,0
63675,222,0,0,19,0,0,0,0,7,0,0,0
64227,222,0,0,0,0,12,0,0,40,0,0,0
64305,222,0,0,10,0,0,0,28,0,0,0,0
64340,222,0,6,0,0,0,0,55,0,0,0,0
64850,222,0,0,10,0,0,0,0,3,0,0,0
52913,221,0,0,0,0,0,0,0,11,0,0,0
53400,221,0,0,0,22,0,0,0,8,0,0,0
53773,221,0,0,13,3,0,0,0,0,0,0,0
54420,221,0,0,26,0,0,0,0,0,0,0,0
54582,221,0,0,15,0,0,0,0,2,0,0,0
55150,221,29,0,0,0,0,0,0,28,0,0,0
55379,221,21,0,0,0,0,0,0,0,0,0,0
59021,221,0,0,32,0,0,0,0,3,0,0,0
59036,221,0,0,8,0,0,0,0,8,0,0,0
59615,221,31,0,7,0,0,0,0,0,0,0,0
60125,221,0,0,17,0,0,0,0,9,0,0,0
61102,221,117,0,0,3,0,0,0,0,0,0,0
62924,221,72,0,8,0,0,0,0,0,0,0,0
63111,221,0,0,60,0,0,0,0,0,0,0,0
63454,221,16,0,31,0,0,0,0,0,0,0,0
63728,221,0,0,1,0,0,0,23,0,0,0,0
64441,221,0,0,0,0,0,0,0,0,0,10,7
65166,221,0,0,8,0,0,0,43,0,0,0,0
51804,220,8,0,0,0,0,0,0,11,0,0,0
51819,220,0,0,17,0,0,0,0,11,0,0,0
52043,220,0,0,6,8,0,0,0,0,0,0,0
52119,220,8,0,17,0,0,0,0,0,0,0,0
53546,220,0,0,0,0,0,0,0,6,0,0,0
53784,220,42,0,11,0,0,0,0,0,0,0,0
53877,220,2,0,40,0,0,0,0,0,0,0,0
54638,220,0,0,0,0,0,0,0,3,0,0,0
55376,220,0,0,74,0,0,0,0,1,0,0,0
57030,220,0,0,26,0,0,0,0,1,0,0,0
57847,220,35,0,0,0,0,0,0,0,0,0,0
58272,220,0,0,9,0,0,0,0,41,0,0,0
58722,220,0,0,30,0,0,0,0,6,0,0,0
59162,220,0,0,6,0,1,0,0,0,0,0,0
59381,220,0,0,3,0,0,0,0,0,1,0,0
59612,220,95,0,0,11,0,0,0,0,0,0,0
59731,220,39,0,1,0,0,0,0,0,0,0,0
60293,220,0,0,18,0,0,0,0,0,0,0,0
61144,220,0,0,23,0,0,0,0,2,0,0,0
61158,220,0,0,34,0,0,0,0,3,0,0,0
61257,220,37,0,6,0,0,0,0,0,0,0,0
62256,220,0,0,0,0,0,0,0,14,0,40,0
63843,220,0,0,17,0,0,0,0,0,0,0,0
64937,220,0,6,0,0,0,0,0,16,0,0,0
65230,220,0,0,0,0,0,0,7,0,0,0,0
51780,219,3,0,31,0,0,0,0,0,0,0,0
53232,219,95,0,1,0,0,0,0,0,0,0,0
53408,219,21,0,1,0,0,0,0,0,0,0,0
55225,219,130,0,18,0,0,0,0,0,0,0,0
55440,219,0,0,17,8,0,0,0,0,0,0,0
55736,219,0,0,30,0,0,0,0,0,0,0,0
56169,219,0,0,42,0,0,0,0,0,7,0,0
56798,219,0,0,0,0,0,0,0,9,37,0,0
57542,219,0,0,51,0,0,0,0,1,0,0,0
57751,219,37,0,7,0,0,0,0,0,0,0,0
57755,219,53,0,3,0,0,0,0,0,0,0,0
57852,219,0,0,6,0,0,0,0,3,0,0,0
58047,219,10,0,4,0,0,0,0,0,0,0,0
58060,219,27,0,28,0,0,0,0,0,0,0,0
58734,219,0,0,44,0,0,0,0,12,0,0,0
58934,219,0,0,96,0,0,0,0,0,16,0,0
59043,219,0,0,17,0,0,0,0,0,0,0,0
59361,219,43,0,0,13,0,0,0,0,0,0,0
59558,219,17,0,348,0,0,0,0,0,0,0,0
59797,219,0,0,10,2,0,0,0,0,0,0,0
60071,219,14,0,0,0,0,0,0,8,0,0,0
60638,219,3,0,6,0,0,0,0,0,0,0,0
61283,219,20,0,0,26,0,0,0,0,0,0,0
62942,219,44,0,0,0,0,0,0,8,0,0,0
64048,219,0,0,2,0,0,0,0,5,0,0,0
64547,219,0,0,0,0,0,0,82,0,0,0,5
65306,219,0,0,12,0,0,0,0,1,0,0,0
52297,218,5,0,34,0,0,0,0,0,0,0,0
54873,218,0,0,0,24,0,0,0,2,0,0,0
55309,218,11,0,13,0,0,0,0,0,0,0,0
55720,218,5,0,28,0,0,0,0,0,0,0,0
55892,218,0,0,11,0,0,0,0,0,34,0,0
56619,218,0,0,4,8,0,0,0,0,0,0,0
56816,218,0,0,32,9,0,0,0,0,0,0,0
57152,218,6,0,5,0,0,0,0,0,0,0,0
57219,218,4,0,26,0,0,0,0,0,0,0,0
58908,218,0,0,16,0,0,0,0,3,0,0,0
59504,218,26,0,1,0,0,0,0,0,0,0,0
60013,218,53,0,4,0,0,0,0,0,0,0,0
60183,218,170,0,0,0,26,0,0,0,0,0,0
60874,218,105,0,0,0,0,0,0,19,0,0,0
61150,218,0,0,0,143,0,0,0,6,0,0,0
61506,218,0,0,47,0,0,0,0,4,0,0,0
62157,218,110,0,0,0,0,0,0,0,0,9,0
63217,218,0,0,20,0,0,0,0,5,0,0,0
64840,218,0,0,12,0,0,0,0,0,0,8,0
64842,218,0,0,0,0,0,0,127,7,0,0,0
64870,218,0,0,15,0,0,0,0,4,0,0,0
65203,218,0,0,0,0,0,0,5,1,0,0,0
51591,217,0,0,17,0,0,0,0,0,0,0,0
52001,217,60,0,11,0,0,0,0,0,0,0,0
52472,217,0,0,9,0,0,0,0,11,0,0,0
52691,217,39,0,0,0,0,0,0,9,0,0,0
53160,217,1,0,0,0,0,0,0,7,0,0,0
53920,217,0,0,27,0,0,0,0,7,0,0,0
54258,217,0,0,21,0,0,0,0,0,10,0,0
54568,217,34,0,0,0,0,0,0,4,0,0,0
54635,217,47,0,7,0,0,0,0,0,0,0,0
55268,217,4,0,25,0,0,0,0,0,0,0,0
55447,217,0,0,0,6,6,0,0,0,0,0,0
55988,217,0,0,38,0,0,0,0,1,0,0,0
56110,217,42,0,2,0,0,0,0,0,0,0,0
56329,217,0,0,2,0,0,0,0,8,0,0,0
56857,217,4,0,0,14,0,0,0,0,0,0,0
57104,217,46,0,14,0,0,0,0,0,0,0,0
57636,217,0,0,16,0,0,0,0,0,0,0,0
58557,217,3,0,21,0,0,0,0,0,0,0,0
58900,217,12,0,0,0,0,0,0,33,0,0,0
59938,217,0,0,0,0,0,0,0,0,11,37,0
60556,217,15,0,8,0,0,0,0,0,0,0,0
60844,217,3,0,49,0,0,0,0,0,0,0,0
61043,217,4,0,0,7,0,0,0,0,0,0,0
51705,216,43,0,8,0,0,0,0,0,0,0,0
52585,216,15,0,6,0,0,0,0,0,0,0,0
53281,216,0,0,22,0,2,0,0,0,0,0,0
55031,216,34,0,2,0,0,0,0,0,0,0,0
55236,216,47,0,0,0,0,0,0,10,0,0,0
55700,216,27,0,0,18,0,0,0,0,0,0,0
56012,216,53,0,9,0,0,0,0,0,0,0,0
56056,216,0,0,15,0,0,0,0,4,0,0,0
56140,216,0,0,4,1,0,0,0,0,0,0,0
56842,216,0,0,0,0,0,0,0,4,0,0,0
57647,216,3,0,14,0,0,0,0,0,0,0,0
58137,216,46,0,0,0,0,0,0,0,0,7,0
58913,216,0,0,42,0,0,0,0,0,0,3,0
59442,216,0,0,47,0,0,0,0,0,4,0,0
59921,216,4,0,0,26,0,0,0,0,0,0,0
60363,216,0,0,33,0,0,0,0,9,0,0,0
60909,216,101,0,8,0,0,0,0,0,0,0,0
61027,216,0,0,36,0,0,0,0,0,26,0,0
61791,216,304,0,9,0,0,0,0,0,0,0,0
61864,216,0,0,39,0,0,0,0,26,0,0,0
61913,216,57,0,18,0,0,0,0,0,0,0,0
62588,216,0,0,43,0,0,0,0,0,0,11,0
65138,216,0,0,17,0,0,0,0,1,0,0,0
53411,215,2,0,0,18,0,0,0,0,0,0,0
53941,215,0,0,0,7,0,0,0,0,0,16,0
54196,215,0,0,16,0,0,0,0,3,0,0,0
56167,215,16,0,0,0,0,0,0,2,0,0,0
56426,215,0,0,0,54,0,0,0,9,0,0,0
57506,215,0,0,3,0,0,0,0,12,0,0,0
59119,215,46,0,6,0,0,0,0,0,0,0,0
59259,215,0,0,0,0,0,0,0,4,0,18,0
61240,215,39,0,7,0,0,0,0,0,0,0,0
61922,215,87,0,0,0,10,0,0,0,0,0,0
62671,215,0,0,21,0,0,0,0,12,0,0,0
62767,215,41,0,0,0,0,0,0,0,0,16,0
63898,215,0,5,0,0,0,0,1,0,0,0,0
63905,215,0,0,14,0,0,0,0,0,0,0,0
64176,215,0,28,0,0,0,0,150,0,0,0,0
64579,215,0,0,0,43,0,0,0,10,0,0,0
64664,215,0,0,13,0,0,1,0,0,0,0,0
51675,214,0,0,31,0,0,0,0,2,0,0,0
52019,214,20,0,0,2,0,0,0,0,0,0,0
52066,214,0,0,33,0,0,0,0,0,0,0,0
52828,214,0,0,3,10,0,0,0,0,0,0,0
53809,214,0,0,7,0,0,0,0,9,0,0,0
53952,214,9,0,23,0,0,0,0,0,0,0,0
54180,214,0,0,7,0,0,0,0,13,0,0,0
54213,214,0,0,14,1,0,0,0,0,0,0,0
54531,214,0,0,1,0,0,0,0,2,0,0,0
54713,214,0,0,25,0,0,0,0,2,0,0,0
56369,214,0,0,0,75,0,0,0,10,0,0,0
56580,214,0,0,9,0,6,0,0,0,0,0,0
56742,214,14,0,0,0,0,0,0,9,0,0,0
57187,214,0,0,55,0,0,0,0,1,0,0,0
57415,214,0,0,16,0,0,0,0,5,0,0,0
58165,214,0,0,28,0,0,0,0,0,0,0,0
59505,214,0,0,12,3,0,0,0,0,0,0,0
60207,214,44,0,17,0,0,0,0,0,0,0,0
60408,214,0,0,4,0,0,0,0,16,0,0,0
60842,214,15,0,0,0,0,0,0,0,0,12,0
61411,214,99,0,13,0,0,0,0,0,0,0,0
61758,214,80,0,5,0,0,0,0,0,0,0,0
63686,214,0,0,0,0,0,0,44,2,0,0,0
51439,213,0,0,18,0,0,0,0,1,0,0,0
51808,213,89,0,5,0,0,0,0,0,0,0,0
52281,213,0,0,0,8,0,0,0,0,0,22,0
52410,213,20,0,42,0,0,0,0,0,0,0,0
52904,213,0,0,0,0,0,0,0,0,73,0,0
53764,213,71,0,0,14,0,0,0,0,0,0,0
54481,213,54,0,14,0,0,0,0,0,0,0,0
55222,213,51,0,0,4,0,0,0,0,0,0,0
55924,213,0,0,50,0,0,0,0,1,0,0,0
56153,213,23,0,0,0,0,0,0,9,0,0,0
57791,213,0,0,47,0,0,0,0,2,0,0,0
57914,213,0,0,273,0,0,0,0,4,0,0,0
57936,213,0,0,30,0,0,0,0,6,0,0,0
58132,213,0,0,9,144,0,0,0,0,0,0,0
58576,213,2,0,42,0,0,0,0,0,0,0,0
59101,213,0,0,27,0,0,0,0,0,0,0,0
59724,213,111,0,0,13,0,0,0,0,0,0,0
60381,213,29,0,11,0,0,0,0,0,0,0,0
62510,213,33,0,13,0,0,0,0,0,0,0,0
62512,213,43,0,0,10,0,0,0,0,0,0,0
63954,213,0,0,15,0,5,0,0,0,0,0,0
64250,213,0,7,9,0,0,0,0,0,0,0,0
64632,213,0,0,17,0,0,0,0,0,0,0,0
52009,212,43,0,11,0,0,0,0,0,0,0,0
52265,212,0,0,29,0,0,0,0,1,0,0,0
52276,212,10,0,19,0,0,0,0,0,0,0,0
52788,212,0,0,0,85,0,0,0,0,0,7,0
53152,212,0,0,11,0,0,0,0,4,0,0,0
54257,212,5,0,16,0,0,0,0,0,0,0,0
54456,212,87,0,0,0,47,0,0,0,0,0,0
54741,212,8,0,13,0,0,0,0,0,0,0,0
55773,212,0,0,9,0,0,0,0,1,0,0,0
55828,212,0,0,20,0,0,0,0,0,0,0,0
55913,212,0,0,69,0,0,0,0,0,0,0,0
56010,212,0,0,30,0,0,0,0,1,0,0,0
56273,212,0,0,31,0,0,0,0,7,0,0,0
58486,212,0,0,9,0,0,0,0,20,0,0,0
58649,212,27,0,11,0,0,0,0,0,0,0,0
59524,212,113,0,0,0,0,0,0,0,4,0,0
59565,212,14,0,0,0,0,0,0,32,0,0,0
61086,212,15,0,0,37,0,0,0,0,0,0,0
63292,212,20,0,9,0,0,0,0,0,0,0,0
63605,212,0,0,10,0,0,0,0,0,0,0,0
63644,212,0,0,0,0,0,0,0,4,0,5,0
64530,212,0,0,6,34,0,0,0,0,0,0,0
65045,212,0,0,0,0,36,0,0,21,0,0,0
65172,212,0,0,81,0,2,0,0,0,0,0,0
51368,211,0,0,22,0,0,0,0,4,0,0,0
52044,211,3,0,22,0,0,0,0,0,0,0,0
53354,211,2,0,5,0,0,0,0,0,0,0,0
54043,211,0,0,61,0,0,0,0,4,0,0,0
56315,211,29,0,14,0,0,0,0,0,0,0,0
56803,211,0,0,0,35,0,0,0,3,0,0,0
56999,211,3,0,0,0,0,0,0,1,0,0,0
57069,211,107,0,10,0,0,0,0,0,0,0,0
57518,211,102,0,4,0,0,0,0,0,0,0,0
57609,211,1,0,52,0,0,0,0,0,0,0,0
58256,211,126,0,13,0,0,0,0,0,0,0,0
58451,211,10,0,25,0,0,0,0,0,0,0,0
59132,211,36,0,16,0,0,0,0,0,0,0,0
59232,211,12,0,14,0,0,0,0,0,0,0,0
59728,211,0,0,9,0,0,0,0,3,0,0,0
60279,211,0,0,7,0,0,0,0,0,0,14,0
60442,211,53,0,5,0,0,0,0,0,0,0,0
61910,211,0,0,11,0,0,0,0,5,0,0,0
62759,211,0,0,5,12,0,0,0,0,0,0,0
63707,211,0,0,2,0,0,0,0,8,0,0,0
63725,211,0,0,0,0,1,0,0,0,0,51,0
63974,211,0,0,33,0,0,0,3,0,0,0,0
