"message_id","F09F918D","F09F9881","E29DA4","F09F918F","F09F918E","F09FA4A3","F09FA4A1","F09F94A5","F09F928A","F09FA494","F09F92AF","F09F98B1","F09F998F","F09F918C","F09F958A","F09F8DBE","F09FA4B7","other"
131921,207,8,6,0,0,0,1,0,0,4,25,0,0,0,0,0,0,0
132736,207,0,25,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
125413,206,0,9,10,0,16,0,0,0,0,10,0,0,0,0,0,0,0
125645,206,0,5,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0
125875,206,0,3,0,0,36,0,0,0,0,5,0,0,0,0,0,0,5
127740,206,0,27,25,0,0,0,0,0,0,6,0,0,0,0,0,0,0
130660,206,0,5,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0
135867,206,1,9,39,0,15,0,0,0,3,4,3,0,0,9,8,2,0
136446,206,0,8,1,0,0,1,0,0,0,43,0,0,5,0,0,0,0
125956,205,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,2
126630,205,0,4,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0
126634,205,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
127128,205,2,5,36,0,16,3,0,0,0,0,0,0,1,0,0,0,0
130989,205,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0
131645,205,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
133029,205,1,0,4,0,1,0,25,0,0,0,0,0,2,0,22,0,1
133434,205,3,14,14,0,1,2,0,0,0,0,5,0,0,0,0,0,6
128010,204,0,40,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0
128357,204,0,16,5,1,1,0,0,0,0,50,0,0,0,0,0,0,0
131297,204,0,24,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3
133971,204,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134617,204,0,19,27,0,0,0,0,0,1,0,0,7,1,6,0,2,0
136424,204,0,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126460,203,0,23,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0
126739,203,0,4,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
128073,203,4,0,0,0,21,0,0,0,0,66,0,0,0,0,0,0,0
130578,203,1,10,3,0,0,0,0,0,0,88,0,7,0,0,0,0,3
127930,202,0,5,0,0,0,0,0,0,10,23,0,1,0,3,0,0,0
128948,202,0,19,33,1,4,0,0,0,0,0,0,0,0,0,0,0,0
130968,202,0,25,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0
133936,202,0,9,27,0,0,0,0,0,0,2,0,0,0,0,5,0,3
134890,202,3,5,13,0,0,0,23,0,0,5,0,0,0,0,0,0,3
135980,202,0,3,0,0,2,0,3,0,0,0,0,0,9,0,0,0,0
125651,201,0,4,0,0,1,0,1,0,0,54,0,0,6,0,0,0,0
127831,201,0,42,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0
130871,201,0,2,1,0,0,0,0,0,0,70,0,6,0,0,0,0,0
131287,201,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12
133234,201,0,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,5
136187,201,0,4,0,0,0,0,0,0,0,0,0,26,0,0,18,0,2
136365,201,1,0,26,0,0,0,1,0,2,0,0,0,0,0,0,0,0
126288,200,0,23,41,0,0,0,0,0,0,0,0,0,0,0,8,0,2
131488,200,1,3,0,0,0,0,5,0,0,49,0,0,0,0,0,0,0
132209,200,0,26,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0
133043,200,0,30,0,1,0,0,0,0,0,2,0,0,9,5,0,0,1
136515,200,0,20,10,0,1,0,0,0,0,7,0,0,0,0,0,0,0
125947,199,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
127988,199,0,4,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0
132224,199,0,27,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0
125601,198,0,0,0,0,0,0,7,0,2,7,0,0,0,0,0,0,1
126434,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
129893,198,0,22,0,0,0,0,0,0,0,3,0,2,5,0,0,0,0
125652,197,0,10,0,0,39,3,5,0,12,0,4,0,0,0,0,0,6
125812,197,0,3,0,2,7,2,54,8,13,0,0,0,0,0,1,0,7
126602,197,0,33,14,0,5,0,0,0,0,0,0,0,1,0,0,0,0
127086,197,0,7,0,2,2,8,39,0,0,0,8,0,0,0,0,0,7
129121,197,0,16,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130373,197,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
131386,197,0,21,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
131671,197,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125948,196,0,33,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
126632,196,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
126831,196,0,16,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0
130720,196,0,14,22,1,0,0,0,0,12,0,0,0,0,0,7,0,0
131250,196,3,4,19,0,0,0,0,0,0,6,0,0,0,0,0,0,0
131668,196,0,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132073,196,19,9,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0
132964,196,0,9,19,0,0,2,0,0,7,0,0,0,0,0,0,0,0
125799,195,0,10,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125966,195,0,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
128555,195,0,24,9,0,0,0,0,0,1,8,0,0,0,0,0,0,3
131524,195,1,7,34,0,5,0,0,0,0,1,0,0,0,0,0,2,0
131870,195,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2
