"message_id","F09F918D","F09F9881","E29DA4","F09F918F","F09F918E","F09FA4A3","F09FA4A1","F09F94A5","F09F928A","F09FA494","F09F92AF","F09F98B1","F09F998F","F09F918C","F09F958A","F09F8DBE","F09FA4B7","other"
130207,104,0,6,6,0,0,0,0,0,0,0,0,12,0,0,0,0,1
130245,104,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
130347,104,0,19,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130415,104,0,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
130522,104,0,35,7,0,1,0,0,0,0,0,0,1,0,0,0,0,2
130652,104,0,9,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0
131269,104,0,120,0,1,0,0,22,0,0,12,0,0,0,0,0,0,1
131946,104,0,16,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0
132223,104,2,0,0,5,0,2,0,8,0,4,0,0,0,0,0,0,0
132315,104,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10
132531,104,0,6,0,0,0,8,0,0,32,0,0,11,0,0,1,0,0
132723,104,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132865,104,3,0,2,0,0,0,0,0,0,27,0,0,0,0,0,1,0
133069,104,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
133641,104,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,0
133779,104,0,2,0,1,5,6,0,10,0,0,0,0,0,0,0,0,16
133893,104,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
134188,104,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
134211,104,0,0,0,0,1,0,0,0,0,9,0,0,7,0,0,0,0
134515,104,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
134637,104,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134839,104,2,4,0,0,0,24,12,56,0,5,0,0,0,0,0,0,7
136006,104,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
136113,104,0,11,13,0,0,0,0,0,0,0,0,0,0,9,0,0,3
125683,103,0,20,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
125771,103,0,17,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0
125897,103,0,4,0,0,0,0,0,0,3,28,0,0,1,0,0,0,0
125968,103,0,0,0,0,0,0,21,0,0,72,9,0,0,0,0,0,8
126095,103,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
126154,103,0,12,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0
126728,103,0,10,3,0,10,0,0,0,0,0,0,0,0,6,0,0,0
127545,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128173,103,0,0,0,3,0,10,14,0,0,0,0,0,0,0,0,0,5
128672,103,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128911,103,0,6,0,15,0,0,0,0,9,0,0,0,0,0,0,0,0
128993,103,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0
129007,103,0,6,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0
129084,103,49,1,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0
129349,103,0,2,0,0,0,26,0,1,0,0,0,0,0,0,0,0,2
129519,103,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129569,103,0,14,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0
130323,103,2,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,6
130341,103,0,14,0,0,10,0,0,0,0,0,0,0,0,1,5,0,1
130503,103,1,1,10,0,87,0,0,0,0,0,0,0,0,0,0,0,2
130624,103,7,3,0,0,0,0,1,0,8,0,0,0,14,4,0,0,0
133081,103,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
133098,103,4,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
133208,103,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
133303,103,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
133307,103,1,7,0,0,0,0,0,0,0,41,0,4,3,0,0,0,0
133847,103,0,10,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0
134160,103,0,0,10,0,2,0,0,0,0,7,0,0,0,0,0,0,0
134777,103,0,0,0,3,2,0,2,0,0,5,0,0,3,0,0,0,0
134850,103,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5
135797,103,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135905,103,0,7,21,0,0,0,0,0,0,0,0,0,0,0,3,0,1
136360,103,0,0,0,10,5,0,0,0,6,16,0,0,0,0,0,0,19
136483,103,0,3,3,0,1,0,0,0,0,36,0,0,0,0,0,0,0
136530,103,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0
125476,102,0,2,0,4,0,0,19,6,1,0,25,5,0,0,0,0,0
125911,102,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2
126198,102,19,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
126212,102,0,10,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
126353,102,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126515,102,0,11,0,0,0,0,0,0,25,0,0,5,1,0,0,0,0
127188,102,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127388,102,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
127850,102,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127950,102,0,3,0,5,0,0,22,0,1,0,0,0,0,0,0,0,0
128264,102,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128282,102,5,9,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0
128483,102,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128659,102,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6
128996,102,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15
129074,102,0,9,0,0,0,1,0,0,0,0,0,0,2,0,11,0,0
129512,102,0,22,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0
129648,102,0,1,0,0,0,1,0,0,0,0,0,0,6,0,5,0,0
129782,102,0,4,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0
131247,102,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
131352,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131814,102,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131845,102,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0
132514,102,0,11,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0
132941,102,0,20,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1
133672,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
133846,102,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134083,102,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,20
134273,102,16,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0
134356,102,0,7,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0
134597,102,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
134734,102,0,0,0,0,0,3,0,1,10,0,0,0,0,0,0,0,0
134831,102,0,11,0,5,0,0,0,0,4,7,0,0,0,0,0,0,7
135034,102,0,17,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0
135968,102,0,0,2,0,1,0,1,0,5,0,0,0,0,0,0,0,0
136527,102,0,5,4,0,0,0,0,0,0,0,0,6,0,0,5,0,0
125407,101,0,24,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
125440,101,4,9,6,0,0,0,0,0,1,0,0,0,0,0,2,0,0
125446,101,0,9,14,0,0,0,0,0,0,0,0,0,1,0,2,0,0
126249,101,0,3,0,0,0,0,4,0,0,2,0,0,4,0,0,0,1
126418,101,0,0,3,0,0,0,5,0,1,0,0,0,0,0,14,0,0
126435,101,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
126437,101,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127087,101,46,124,0,0,4,4,0,0,1,0,0,0,5,0,1,0,2
127292,101,0,2,0,0,2,4,0,0,3,0,0,0,0,0,0,0,0
127339,101,0,2,0,0,3,0,0,0,7,58,1,0,0,0,0,0,3
127341,101,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128502,101,0,4,0,0,60,0,0,0,4,0,0,0,0,0,0,0,2
128724,101,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
128739,101,0,0,0,0,0,0,0,5,0,18,0,0,0,0,0,0,0
128745,101,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128765,101,0,0,0,0,3,0,0,0,2,30,0,0,0,0,0,0,0
128816,101,0,3,0,4,0,18,0,0,1,0,0,0,0,0,7,0,1
128991,101,0,15,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
129060,101,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129205,101,0,0,0,5,0,0,1,0,6,0,3,0,0,3,0,0,11
129263,101,2,7,2,0,45,0,0,0,4,0,0,0,0,0,0,0,0
129674,101,0,5,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2
129895,101,1,3,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0
130108,101,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130153,101,0,2,0,0,3,0,0,0,0,32,0,0,0,0,0,0,1
130260,101,4,0,0,0,0,0,0,0,0,37,0,0,0,1,0,0,1
130393,101,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
130442,101,0,2,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0
130465,101,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130638,101,13,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
130844,101,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
131308,101,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131340,101,1,3,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0
131667,101,0,13,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131831,101,29,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0
132221,101,0,14,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
132420,101,0,0,3,29,4,0,0,0,0,3,3,20,0,6,9,0,0
132709,101,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8
133009,101,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
133713,101,0,9,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0
133825,101,0,3,0,0,0,0,18,0,0,0,37,0,0,0,0,0,1
133905,101,0,3,0,1,0,0,2,0,13,1,0,1,0,0,0,0,0
133908,101,0,0,0,0,5,10,1,0,0,0,17,0,0,0,0,0,0
134006,101,0,1,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0
134064,101,0,4,13,0,0,0,0,0,0,0,0,0,0,0,7,0,1
134082,101,8,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
134670,101,1,7,4,0,38,0,0,0,0,0,0,0,4,0,0,0,1
134718,101,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134752,101,0,16,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0
134823,101,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134847,101,0,19,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0
135028,101,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136230,101,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125419,100,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
125610,100,0,15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
125690,100,3,18,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
125740,100,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
126097,100,0,0,0,0,8,0,0,0,0,33,0,0,2,0,0,0,0
126406,100,0,11,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0
126594,100,0,2,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0
126797,100,4,2,0,0,7,3,5,0,0,0,0,0,0,0,1,0,0
126955,100,0,13,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0
127019,100,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0
127662,100,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127749,100,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
128168,100,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,16
128229,100,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
128768,100,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,2
129491,100,0,1,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0
129809,100,0,2,1,0,0,0,2,0,0,20,0,0,0,0,0,0,5
130290,100,0,2,0,0,0,0,0,4,4,0,0,0,0,0,12,0,0
130418,100,1,17,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
130487,100,0,3,2,5,2,0,0,0,4,0,18,0,0,0,0,0,0
130534,100,0,13,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
130841,100,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131504,100,0,1,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0
131919,100,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
132518,100,0,2,0,0,0,0,0,0,9,0,0,0,13,0,0,0,2
132782,100,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
134049,100,0,9,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0
134371,100,0,5,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0
134507,100,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
134698,100,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134848,100,0,2,0,0,0,0,0,0,0,18,0,0,0,5,0,0,0
135158,100,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135957,100,7,2,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0
135998,100,25,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0
125556,99,3,11,9,0,0,13,0,0,1,0,0,0,0,0,0,0,0
125631,99,1,4,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0
125716,99,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125881,99,0,123,2,0,2,1,1,0,0,14,0,0,0,0,0,0,0
125910,99,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126062,99,7,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126778,99,0,13,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0
127894,99,0,1,0,0,2,0,0,2,30,0,0,3,0,0,0,0,19
128030,99,2,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128311,99,0,0,0,0,0,1,0,0,5,0,0,12,0,1,0,0,0
128463,99,0,13,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1
128541,99,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
128595,99,0,1,0,1,0,0,0,0,12,0,0,34,0,0,0,0,0
128830,99,0,2,0,0,0,0,20,4,6,5,0,0,0,0,0,0,0
129063,99,0,7,0,0,1,0,0,1,4,0,0,0,0,0,0,0,9
129604,99,0,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130406,99,0,3,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0
130681,99,0,0,0,3,8,0,19,0,0,4,0,0,0,0,0,0,0
131126,99,0,20,0,4,0,0,0,0,3,5,0,0,0,0,0,0,0
131397,99,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
131507,99,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0
131699,99,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
132294,99,0,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
132728,99,0,5,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
133268,99,0,32,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6
134026,99,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
134100,99,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134158,99,3,0,0,0,0,21,0,0,0,12,0,0,0,0,0,0,1
134741,99,7,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,1
134767,99,2,2,0,0,21,6,26,0,0,2,0,0,0,0,0,0,4
134790,99,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
135784,99,2,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0
136388,99,0,1,6,0,0,3,0,0,2,0,0,0,0,10,0,0,0
136568,99,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
127288,98,10,0,2,0,1,0,4,0,0,44,7,0,0,0,0,0,0
127549,98,0,10,0,0,0,0,0,0,0,2,0,0,6,6,0,0,0
127759,98,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2
127770,98,0,11,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
128092,98,0,0,0,0,0,2,0,0,0,34,0,0,0,0,0,0,0
128258,98,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
128363,98,0,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
128501,98,0,6,0,0,13,0,0,0,0,0,0,0,1,0,0,0,3
129279,98,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129355,98,0,6,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
129490,98,0,7,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0
129556,98,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129600,98,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
130256,98,0,12,17,1,0,0,0,0,0,2,0,0,0,0,0,0,0
130822,98,0,12,0,0,8,0,0,0,20,0,0,0,0,0,0,0,1
131062,98,19,11,0,0,0,3,0,0,0,0,0,0,4,0,0,0,1
131822,98,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132166,98,0,3,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0
132194,98,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132539,98,0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
132609,98,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132745,98,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133065,98,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
133405,98,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
133920,98,0,7,6,0,0,0,0,0,0,0,0,0,1,5,11,0,0
134057,98,0,15,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
134143,98,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,2
134386,98,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0
134392,98,0,6,0,0,7,2,0,0,0,21,0,0,0,0,0,0,0
134598,98,0,22,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
134606,98,0,0,0,0,0,0,0,0,0,46,0,0,2,0,0,0,4
136234,98,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
136606,98,0,5,12,0,0,0,0,0,0,0,0,37,0,0,0,0,0
136664,98,0,10,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1
136820,98,0,4,0,0,0,0,0,0,1,15,0,0,0,0,0,0,1
125398,97,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
125451,97,4,0,0,4,0,0,0,1,0,21,0,12,0,0,0,0,2
125520,97,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
125544,97,0,10,22,0,0,0,0,0,0,0,0,0,0,0,6,0,0
125759,97,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
125913,97,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126296,97,25,0,0,9,0,4,4,0,0,0,0,0,0,0,0,0,0
126707,97,0,2,1,0,1,0,13,0,0,17,0,0,0,0,0,0,14
126773,97,0,23,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0
127107,97,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
127135,97,0,1,0,0,20,0,6,0,0,2,0,0,0,0,0,0,0
127156,97,0,3,2,7,0,18,2,0,0,0,0,0,0,2,0,0,0
127336,97,15,0,0,0,0,0,18,0,2,42,0,0,0,0,0,0,0
127338,97,15,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1
127515,97,12,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
127517,97,0,0,0,6,4,0,0,0,12,0,0,2,0,0,0,0,0
127896,97,0,6,0,0,0,0,0,0,0,21,4,0,1,0,0,0,0
127942,97,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8
128070,97,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4
128124,97,0,0,0,1,0,7,0,0,0,5,0,0,0,0,0,0,0
128192,97,0,2,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0
128314,97,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129727,97,3,10,0,2,0,3,28,0,0,0,0,0,0,7,0,0,0
129746,97,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
130010,97,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0
130122,97,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130804,97,0,22,5,0,0,0,1,0,0,0,0,0,3,0,0,0,0
130852,97,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131121,97,0,1,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0
131208,97,0,3,0,1,32,0,0,0,0,0,2,0,0,0,0,0,10
131447,97,1,2,0,0,0,32,0,4,0,0,0,0,0,0,0,0,0
131481,97,0,0,0,0,0,0,37,5,0,0,0,0,0,0,0,0,14
131563,97,2,5,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0
131611,97,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
131790,97,0,0,1,0,21,0,0,0,3,0,0,0,0,0,0,0,2
132188,97,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132797,97,0,7,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0
132807,97,0,6,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0
132914,97,1,2,1,0,68,0,0,0,0,0,3,0,0,0,0,0,14
133067,97,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,4
133182,97,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133357,97,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
133706,97,0,8,0,0,22,0,2,1,0,0,0,0,0,0,0,0,0
134359,97,2,10,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0
136026,97,0,2,0,0,0,0,23,9,0,11,0,0,1,0,0,0,32
136082,97,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
136094,97,4,2,0,0,56,0,0,0,0,0,0,0,0,0,0,0,3
136172,97,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136255,97,1,0,15,0,47,0,0,0,0,0,0,0,0,0,0,0,0
136262,97,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
136621,97,0,0,25,0,0,0,0,0,2,20,0,0,0,0,2,0,0
136752,97,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
125515,96,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125846,96,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
126091,96,0,0,0,8,0,0,0,3,0,19,0,0,2,0,0,0,12
126199,96,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126567,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
126600,96,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127064,96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
127145,96,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
128284,96,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128344,96,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128600,96,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0
129224,96,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
129461,96,0,0,1,0,0,0,3,0,2,0,1,0,7,15,0,0,4
129603,96,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
129658,96,0,7,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0
129823,96,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129929,96,1,0,0,2,26,45,1,6,0,1,0,0,0,0,0,0,2
130044,96,4,6,0,0,0,31,0,1,7,0,0,0,0,2,0,0,0
130055,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130150,96,0,0,0,0,0,0,3,0,0,26,5,2,0,0,0,0,7
130435,96,0,1,0,2,0,0,1,3,1,8,0,0,0,0,0,0,2
130476,96,65,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
130755,96,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4
131008,96,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131307,96,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131332,96,0,6,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0
131413,96,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0
131740,96,0,1,1,0,1,0,0,0,0,0,0,0,9,0,0,0,0
131861,96,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
131958,96,0,0,0,0,0,0,9,0,0,4,0,0,4,0,0,0,0
131991,96,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132199,96,1,5,12,2,46,3,0,0,0,0,0,0,0,0,0,0,0
132863,96,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133232,96,0,5,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0
133393,96,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39
133544,96,1,19,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0
133600,96,0,8,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0
133714,96,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
133927,96,0,19,6,0,0,0,0,0,0,0,0,2,0,0,0,0,1
134210,96,0,18,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0
134255,96,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
134663,96,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0
135019,96,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135127,96,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
135189,96,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135816,96,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0
136520,96,2,1,2,13,39,0,0,0,0,0,19,3,7,0,0,0,0
136626,96,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
125418,95,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0
125762,95,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125900,95,0,9,0,0,0,9,0,19,0,0,1,0,0,0,0,0,0
126465,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
