"message_id","F09F918D","F09F9881","F09FA4AE","E29DA4","F09FA4AC","F09F918F","F09F918E","F09FA4A1","F09F94A5","F09F928A","F09FA494","F09F92AF","F09F98A2","F09F98B1","F09F918C","F09F958A","F09F9988","F09FA4AF","F09FA4B7","other"
63591,151,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63988,151,0,0,19,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72090,151,0,0,14,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0
78437,151,2,0,12,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81242,151,0,0,2,6,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85640,151,0,0,32,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85748,151,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87249,151,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62781,150,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66352,150,1,0,12,0,6,0,0,0,0,0,0,0,0,5,0,0,0,1,0
72136,150,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
79491,150,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80504,150,0,0,16,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80644,150,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85036,150,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85867,150,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
87529,150,0,0,12,0,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0
68037,149,0,0,40,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74044,149,1,0,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74191,149,0,0,1,0,29,0,0,0,0,0,0,0,0,2,0,0,0,0,0
74391,149,0,0,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,2,0
75349,149,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
78775,149,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85734,149,0,0,23,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62787,148,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63391,148,0,0,23,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63761,148,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64425,148,0,0,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65365,148,2,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66552,148,0,0,15,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0
75955,148,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79297,148,0,0,9,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0
79497,148,0,0,72,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7
79922,148,0,0,2,9,13,3,0,3,0,0,0,0,0,4,0,0,0,0,0
80288,148,0,0,15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81984,148,0,0,8,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0
85004,148,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
67915,147,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71360,147,0,0,9,0,0,0,0,2,0,14,0,0,0,4,0,0,0,0,0
71837,147,1,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74124,147,29,0,2,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,8
75140,147,0,0,22,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0
75488,147,0,0,18,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2
75501,147,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79964,147,0,0,25,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0
85946,147,0,0,5,0,11,0,0,0,0,0,31,0,0,2,0,0,0,0,0
64220,146,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64996,146,0,0,3,0,0,0,4,5,0,0,0,0,0,8,1,0,0,0,0
67201,146,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
69102,146,44,0,3,0,6,0,0,0,0,0,0,0,0,11,4,0,0,0,0
70978,146,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71180,146,0,0,1,0,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0
72258,146,1,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75937,146,22,0,3,0,22,0,0,0,0,0,0,0,0,6,0,0,0,0,6
79454,146,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81260,146,0,0,1,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,0
82564,146,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
87448,146,5,0,6,0,1,0,0,0,3,0,19,0,0,0,0,0,0,0,0
62788,145,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65330,145,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65873,145,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67322,145,0,0,28,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69871,145,0,1,32,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
71152,145,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76943,145,0,0,29,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
78223,145,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79426,145,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
83117,145,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83169,145,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84816,145,0,0,10,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0
87230,145,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61535,144,0,0,20,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63233,144,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65869,144,0,0,0,2,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0
67875,144,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
69077,144,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
71390,144,30,0,5,0,12,0,0,2,0,0,0,0,0,4,0,0,0,0,0
73407,144,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73987,144,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77417,144,1,0,14,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0
78803,144,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80271,144,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81558,144,0,0,3,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0
61606,143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61715,143,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64731,143,16,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65119,143,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71997,143,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
73152,143,0,0,12,0,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0
74210,143,0,0,3,0,24,0,0,0,0,0,0,0,0,10,0,0,0,0,0
76752,143,0,0,30,0,14,0,1,0,0,0,0,0,0,4,0,0,0,0,0
78861,143,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0
79232,143,4,0,12,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80752,143,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81063,143,0,0,23,0,2,0,0,0,0,1,0,0,0,11,0,0,0,0,0
81256,143,0,0,6,0,25,0,0,0,0,0,0,0,0,4,0,0,0,0,0
81499,143,0,0,15,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0
81623,143,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85359,143,0,0,24,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2
86059,143,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
86250,143,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
87240,143,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87441,143,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
61585,142,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61800,142,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65117,142,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65886,142,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66081,142,0,0,7,0,22,0,0,0,0,0,0,0,0,7,0,0,0,0,0
67689,142,0,0,7,0,25,0,0,1,0,0,0,0,0,1,0,0,0,0,0
71406,142,0,0,19,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
71977,142,0,0,20,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72558,142,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
75845,142,1,0,15,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77429,142,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78205,142,0,0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81529,142,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82138,142,0,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2
83987,142,6,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84104,142,0,0,1,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0
84482,142,0,0,2,0,22,0,0,3,0,0,0,0,0,0,0,0,0,1,3
63421,141,10,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64793,141,2,0,4,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0
65303,141,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65613,141,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
68254,141,0,0,7,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
69477,141,0,0,16,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71086,141,0,0,21,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0
72083,141,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
