"message_id","F09F918D","F09F9881","F09FA4AE","E29DA4","F09FA4AC","F09F918F","F09F918E","F09FA4A1","F09F94A5","F09F928A","F09FA494","F09F92AF","F09F98A2","F09F98B1","F09F918C","F09F958A","F09F9988","F09FA4AF","F09FA4B7","other"
64506,61,0,0,0,0,0,0,0,23,0,2,0,0,0,0,0,0,0,0,0
64519,61,0,0,1,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0
64520,61,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
64649,61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64728,61,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
64729,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64992,61,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65328,61,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0
65343,61,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65424,61,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65539,61,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65641,61,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0
65958,61,21,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0
65973,61,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0
65990,61,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66379,61,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66540,61,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66598,61,0,0,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66719,61,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66721,61,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66766,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67518,61,1,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67584,61,5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67780,61,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67850,61,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67899,61,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68015,61,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68025,61,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68148,61,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68439,61,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68539,61,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68552,61,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68584,61,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
68939,61,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
68974,61,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69045,61,0,0,3,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0
69118,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69134,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69233,61,0,0,0,0,17,0,0,0,0,1,0,0,0,5,0,0,0,0,0
69305,61,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69646,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
69844,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69972,61,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
70047,61,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70048,61,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70124,61,0,0,91,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70150,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70285,61,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70632,61,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
70673,61,21,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70750,61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70789,61,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0
70918,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71147,61,0,0,0,15,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0
71236,61,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71665,61,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71670,61,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72095,61,0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
72122,61,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0
72132,61,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72228,61,0,0,3,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0
72374,61,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
72994,61,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73630,61,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73803,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74166,61,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
74260,61,2,17,0,0,0,2,0,0,0,22,0,0,0,0,0,0,4,0,0
74319,61,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74337,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74379,61,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
74382,61,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74413,61,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74467,61,0,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0
74590,61,0,14,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
74629,61,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
74631,61,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74805,61,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74903,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75023,61,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75159,61,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75687,61,2,18,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75777,61,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
75792,61,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75908,61,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76058,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76099,61,0,0,7,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0
76102,61,5,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76494,61,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76502,61,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
76531,61,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76571,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76616,61,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77170,61,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77261,61,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77371,61,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77431,61,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77523,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77535,61,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77747,61,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77803,61,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77925,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78148,61,0,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78284,61,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
78296,61,0,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0
78348,61,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78390,61,1,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
78570,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78892,61,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79274,61,0,0,4,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0
79489,61,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
79521,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79584,61,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79622,61,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0
79683,61,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79775,61,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
79863,61,0,0,88,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0
79909,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79930,61,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80297,61,2,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80406,61,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80407,61,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
80489,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81074,61,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81106,61,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81140,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81173,61,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1
81319,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
81590,61,0,0,152,0,0,2,0,1,0,0,0,0,0,10,0,0,0,1,0
81691,61,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81952,61,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82324,61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82542,61,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
82966,61,8,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
83046,61,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83490,61,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
83513,61,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83690,61,13,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83733,61,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83735,61,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83755,61,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83887,61,0,0,0,0,2,0,3,0,0,6,0,0,0,0,0,0,0,0,0
84052,61,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84168,61,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
84435,61,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84652,61,3,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
84767,61,0,0,1,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,1
84768,61,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
84872,61,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84963,61,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2
85183,61,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85443,61,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85487,61,0,0,92,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
85506,61,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85768,61,0,0,2,0,0,1,0,4,0,0,0,2,12,0,0,0,0,0,0
85799,61,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85910,61,20,0,0,5,0,19,0,0,7,1,0,0,0,0,0,0,0,0,0
85921,61,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
86015,61,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
86023,61,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0
86058,61,6,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0
86061,61,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86542,61,0,0,4,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
86568,61,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0
86580,61,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
87033,61,0,0,126,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
87136,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87336,61,0,0,4,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0
87397,61,0,0,27,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0
87555,61,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87644,61,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
61442,60,13,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0
61667,60,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61818,60,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62080,60,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62220,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62457,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62621,60,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63051,60,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63131,60,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63147,60,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63173,60,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63652,60,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63683,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63728,60,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63770,60,0,0,2,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0
63847,60,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63854,60,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63930,60,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64038,60,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64190,60,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64305,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64732,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64812,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65046,60,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65545,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65631,60,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65759,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65797,60,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65836,60,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
65977,60,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66013,60,0,0,114,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66222,60,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66397,60,1,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66428,60,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
66537,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66585,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66591,60,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66619,60,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66751,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66953,60,0,12,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66969,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
66971,60,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67082,60,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67089,60,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67140,60,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67159,60,17,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67244,60,13,0,2,0,4,0,2,0,0,3,0,0,0,0,0,0,0,0,0
67347,60,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
67422,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67445,60,3,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67976,60,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68105,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68165,60,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
68227,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68330,60,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
68421,60,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68703,60,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
68907,60,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68920,60,23,32,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3
69017,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69132,60,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69162,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69272,60,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69296,60,0,0,118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69311,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69313,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69373,60,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
69400,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69546,60,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69727,60,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
69825,60,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70362,60,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70408,60,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70440,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70506,60,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70749,60,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71129,60,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
71257,60,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72263,60,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
72277,60,14,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72377,60,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
72467,60,0,0,1,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0
72473,60,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
72569,60,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
72621,60,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73037,60,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73164,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73301,60,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73340,60,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
73410,60,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73527,60,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73816,60,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
73819,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73952,60,0,0,1,0,7,0,0,0,0,0,0,10,0,0,0,0,0,2,0
74038,60,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0
74125,60,19,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74140,60,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74283,60,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0,0
74383,60,0,3,0,4,0,0,0,0,0,12,0,0,0,0,0,0,7,0,0
74626,60,1,0,3,0,0,0,0,9,0,0,0,0,5,3,0,0,0,0,0
74762,60,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,7,0,0,0
74796,60,0,0,4,0,0,0,2,2,0,1,0,0,0,7,0,0,0,0,0
74889,60,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75241,60,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75280,60,0,0,7,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
75450,60,8,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75499,60,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75502,60,0,0,2,0,2,0,0,0,0,3,0,0,0,9,10,0,0,0,0
75705,60,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75742,60,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75811,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75843,60,0,0,4,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76225,60,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76249,60,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
76334,60,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76460,60,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76496,60,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
76554,60,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76825,60,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76957,60,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76958,60,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77042,60,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77218,60,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77228,60,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77520,60,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
77654,60,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77794,60,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77855,60,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77883,60,0,3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
77988,60,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78080,60,0,0,2,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0
78125,60,0,0,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78154,60,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78334,60,0,0,2,0,13,0,1,0,0,0,0,0,0,0,2,0,0,0,0
78353,60,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78372,60,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78527,60,0,0,1,0,0,11,9,0,0,1,0,0,0,0,0,0,2,0,0
78540,60,5,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
78699,60,0,0,10,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78909,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79102,60,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0
79244,60,0,0,3,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0
79661,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
79771,60,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80037,60,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80138,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80398,60,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0
80706,60,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80869,60,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80871,60,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81073,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
81098,60,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
