"","src_username","dst_username","log_forward_time","cat_forward_time"
"257","casusbellilive","investigativnyblogSK",1,1
"258","casusbellilive","investigativnyblogSK",0.903089986991944,1
"259","casusbellilive","investigativnyblogSK",0.778151250383644,1
"260","casusbellilive","mimisramova",3.38435341413751,3.5
"261","casusbellilive","investigativnyblogSK",0.903089986991944,1
"262","casusbellilive","investigativnyblogSK",0.903089986991944,1
"263","casusbellilive","investigativnyblogSK",0.903089986991944,1
"264","casusbellilive","investigativnyblogSK",1.46239799789896,1.5
"265","casusbellilive","mimisramova",2.8055008581584,3
"266","casusbellilive","mimisramova",2.8767949762007,3
"267","casusbellilive","investigativnyblogSK",0.698970004336019,1
"268","casusbellilive","mimisramova",3.47319490920494,3.5
"269","casusbellilive","mimisramova",1.44715803134222,1.5
"270","casusbellilive","mimisramova",3.25551371281953,3.5
"271","casusbellilive","investigativnyblogSK",1.23044892137827,1.5
"272","casusbellilive","investigativnyblogSK",1,1
"273","casusbellilive","investigativnyblogSK",1.04139268515822,1.5
"274","casusbellilive","investigativnyblogSK",0.845098040014257,1
"275","casusbellilive","investigativnyblogSK",1.44715803134222,1.5
"276","casusbellilive","investigativnyblogSK",1.44715803134222,1.5
"277","casusbellilive","mimisramova",2.3654879848909,2.5
"278","casusbellilive","investigativnyblogSK",1.86923171973098,2
"279","casusbellilive","investigativnyblogSK",0.903089986991944,1
"280","casusbellilive","investigativnyblogSK",0.903089986991944,1
"281","casusbellilive","investigativnyblogSK",0.845098040014257,1
"282","casusbellilive","coNemateVedet",1.66275783168157,2
"283","casusbellilive","investigativnyblogSK",1.27875360095283,1.5
"284","casusbellilive","mimisramova",1.94448267215017,2
"285","casusbellilive","ksbspravy",2.13033376849501,2.5
"286","casusbellilive","investigativnyblogSK",3.25503116334555,3.5
"287","casusbellilive","investigativnyblogSK",0.845098040014257,1
"288","casusbellilive","mimisramova",2.88874096068289,3
"289","casusbellilive","mimisramova",1.85125834871908,2
"290","casusbellilive","mimisramova",2.7427251313047,3
"291","casusbellilive","investigativnyblogSK",0.778151250383644,1
"292","casusbellilive","mimisramova",1.69019608002851,2
"293","casusbellilive","investigativnyblogSK",0.954242509439325,1
"294","casusbellilive","investigativnyblogSK",0.954242509439325,1
"295","casusbellilive","investigativnyblogSK",1.23044892137827,1.5
"296","casusbellilive","investigativnyblogSK",1.04139268515822,1.5
"297","casusbellilive","mimisramova",1.43136376415899,1.5
"298","casusbellilive","mimisramova",3.45514952117983,3.5
"299","casusbellilive","mimisramova",2.30102999566398,2.5
"300","casusbellilive","mimisramova",2.15836249209525,2.5
"301","casusbellilive","mimisramova",2.56110138364906,3
"302","casusbellilive","mimisramova",2.56110138364906,3
"303","casusbellilive","mimisramova",3.19700472802305,3.5
"304","casusbellilive","mimisramova",1.7160033436348,2
"305","casusbellilive","ksbspravy",3.4929000111087,3.5
"306","casusbellilive","investigativnyblogSK",1.68124123737559,2
"307","casusbellilive","slovanskenoviny",3.53326351677871,4
"308","casusbellilive","mimisramova",1.95424250943932,2
"309","casusbellilive","mimisramova",2.22271647114758,2.5
"310","casusbellilive","investigativnyblogSK",1,1
"311","casusbellilive","mimisramova",2.85247999363686,3
"312","casusbellilive","investigativnyblogSK",1,1
"313","casusbellilive","investigativnyblogSK",3.06557971472845,3.5
"314","casusbellilive","mimisramova",2.91855453055027,3
"315","casusbellilive","investigativnyblogSK",0.903089986991944,1
"316","casusbellilive","mimisramova",3.7070589406276,4
"317","casusbellilive","investigativnyblogSK",0.778151250383644,1
"318","casusbellilive","investigativnyblogSK",0.845098040014257,1
"319","casusbellilive","mimisramova",3.68538340980149,4
"320","casusbellilive","ksbspravy",2.62531245096167,3
"321","casusbellilive","smebratia",3.91195618907269,4
"322","casusbellilive","mimisramova",3.80780553227062,4
"323","casusbellilive","mimisramova",3.67879143436624,4
"324","casusbellilive","mimisramova",3.34301449715077,3.5
"325","casusbellilive","mimisramova",2.94694327069783,3
"326","casusbellilive","mimisramova",1.95904139232109,2
"327","casusbellilive","investigativnyblogSK",2.38381536598043,2.5
"328","casusbellilive","mimisramova",3.50147007210041,4
"329","casusbellilive","investigativnyblogSK",1.25527250510331,1.5
"330","casusbellilive","mimisramova",2.34635297445064,2.5
"331","casusbellilive","mimisramova",4.83888685383296,5
"332","casusbellilive","investigativnyblogSK",0.845098040014257,1
"333","casusbellilive","mimisramova",2.07554696139253,2.5
"334","casusbellilive","investigativnyblogSK",0.845098040014257,1
"335","casusbellilive","mimisramova",2.07554696139253,2.5
"336","casusbellilive","investigativnyblogSK",0.845098040014257,1
"337","casusbellilive","mimisramova",2.07554696139253,2.5
"338","casusbellilive","mimisramova",4.05956341790127,4.5
"339","casusbellilive","mimisramova",1.77815125038364,2
"340","casusbellilive","investigativnyblogSK",0.845098040014257,1
"341","casusbellilive","mimisramova",3.18184358794477,3.5
"342","casusbellilive","ksbspravy",2.32221929473392,2.5
"343","casusbellilive","ksbspravy",2.48000694295715,2.5
"344","casusbellilive","mimisramova",2.67577834167409,3
"345","casusbellilive","investigativnyblogSK",0.845098040014257,1
"346","casusbellilive","mimisramova",4.20158828107352,4.5
"347","casusbellilive","investigativnyblogSK",0.845098040014257,1
"348","casusbellilive","mimisramova",2.41995574848976,2.5
"349","casusbellilive","investigativnyblogSK",3.36642295722597,3.5
"350","casusbellilive","mimisramova",2.0899051114394,2.5
"351","casusbellilive","mimisramova",3.78518742002936,4
"352","casusbellilive","mimisramova",3.77048380943111,4
"353","casusbellilive","smebratia",3.38934331125208,3.5
"354","casusbellilive","mimisramova",3.14921911265538,3.5
"355","casusbellilive","investigativnyblogSK",0.954242509439325,1
"356","casusbellilive","mimisramova",3.13987908640124,3.5
"357","casusbellilive","investigativnyblogSK",1.20411998265592,1.5
"358","casusbellilive","mimisramova",2.63748972951251,3
"359","casusbellilive","investigativnyblogSK",0.954242509439325,1
"360","casusbellilive","investigativnyblogSK",0.954242509439325,1
"361","casusbellilive","investigativnyblogSK",0.954242509439325,1
"362","casusbellilive","investigativnyblogSK",0.954242509439325,1
"363","casusbellilive","mimisramova",1.57978359661681,2
"364","casusbellilive","casusbellilive",5.24201438992579,5.5
"365","casusbellilive","investigativnyblogSK",2.59217675739587,3
"366","casusbellilive","mimisramova",2.12710479836481,2.5
"367","casusbellilive","investigativnyblogSK",0.845098040014257,1
"368","casusbellilive","mimisramova",2.27415784926368,2.5
"369","casusbellilive","mimisramova",1.85733249643127,2
"370","casusbellilive","investigativnyblogSK",1.56820172406699,2
"371","casusbellilive","investigativnyblogSK",2.62428209583567,3
"372","casusbellilive","investigativnyblogSK",1.81954393554187,2
"373","casusbellilive","investigativnyblogSK",1.81954393554187,2
"374","casusbellilive","mimisramova",1.79934054945358,2
"375","casusbellilive","investigativnyblogSK",1.27875360095283,1.5
"376","casusbellilive","mimisramova",4.49897183215399,4.5
"377","casusbellilive","mimisramova",4.06881642992222,4.5
"378","casusbellilive","mimisramova",2.75891189239797,3
"379","casusbellilive","mimisramova",1.85733249643127,2
"380","casusbellilive","mimisramova",1.85733249643127,2
"381","casusbellilive","mimisramova",1.14612803567824,1.5
"382","casusbellilive","casusbellilive",5.88539345162901,6
"383","casusbellilive","investigativnyblogSK",1.30102999566398,1.5
"384","casusbellilive","investigativnyblogSK",0.845098040014257,1
"385","casusbellilive","investigativnyblogSK",1.07918124604762,1.5
"386","casusbellilive","investigativnyblogSK",0.778151250383644,1
"387","casusbellilive","investigativnyblogSK",1.60205999132796,2
"388","casusbellilive","investigativnyblogSK",4.32760411381432,4.5
"389","casusbellilive","investigativnyblogSK",1.51851393987789,2
"390","casusbellilive","investigativnyblogSK",1.86332286012046,2
"391","casusbellilive","investigativnyblogSK",1.49136169383427,1.5
"392","casusbellilive","investigativnyblogSK",0.954242509439325,1
"393","casusbellilive","investigativnyblogSK",1.23044892137827,1.5
"394","casusbellilive","investigativnyblogSK",1.55630250076729,2
"395","casusbellilive","investigativnyblogSK",0.903089986991944,1
"396","casusbellilive","mimisramova",3.19256745333655,3.5
"397","casusbellilive","mimisramova",4.64014341043538,5
"398","casusbellilive","mimisramova",1.43136376415899,1.5
"399","casusbellilive","mimisramova",4.22993768590793,4.5
"400","casusbellilive","mimisramova",4.13084818310286,4.5
"401","casusbellilive","mimisramova",3.12057393120585,3.5
"402","casusbellilive","mimisramova",3.09968064110925,3.5
"403","casusbellilive","mimisramova",2.8555191556678,3
"404","casusbellilive","mimisramova",3.98209023929579,4
"405","casusbellilive","mimisramova",4.02641068057877,4.5
"406","casusbellilive","smebratia",3.55096175229818,4
"407","casusbellilive","mimisramova",3.52061452187824,4
"408","casusbellilive","smebratia",3.55096175229818,4
"409","casusbellilive","mimisramova",3.52074547151948,4
"410","casusbellilive","smebratia",3.55096175229818,4
"411","casusbellilive","mimisramova",3.52074547151948,4
"412","casusbellilive","smebratia",3.55096175229818,4
"413","casusbellilive","mimisramova",3.52074547151948,4
"414","casusbellilive","mimisramova",3.48742121135947,3.5
"415","casusbellilive","mimisramova",1.65321251377534,2
"416","casusbellilive","investigativnyblogSK",1.07918124604762,1.5
"417","casusbellilive","mimisramova",2.31386722036915,2.5
"418","casusbellilive","mimisramova",3.16076856186113,3.5
"419","casusbellilive","mimisramova",3.16076856186113,3.5
"420","casusbellilive","mimisramova",3.16046853111904,3.5
"421","casusbellilive","investigativnyblogSK",1,1
"422","casusbellilive","mimisramova",3.7900739484263,4
"423","casusbellilive","mimisramova",3.77320114235634,4
"424","casusbellilive","mimisramova",3.45270622651103,3.5
"425","casusbellilive","mimisramova",3.088844562727,3.5
"426","casusbellilive","investigativnyblogSK",2.97634997900327,3
"427","casusbellilive","mimisramova",2.91222205653242,3
"428","casusbellilive","mimisramova",3.90805587409877,4
"429","casusbellilive","mimisramova",3.51481329499929,4
"430","casusbellilive","mimisramova",3.36135002435227,3.5
"431","casusbellilive","mimisramova",3.34615730223201,3.5
"432","casusbellilive","ksbspravy",2.15533603746506,2.5
"433","casusbellilive","investigativnyblogSK",0.903089986991944,1
"434","casusbellilive","mimisramova",4.17472833331189,4.5
"435","casusbellilive","investigativnyblogSK",2.8819549713396,3
"436","casusbellilive","investigativnyblogSK",0.903089986991944,1
"437","casusbellilive","mimisramova",3.34596154181314,3.5
"438","casusbellilive","investigativnyblogSK",0.845098040014257,1
"439","casusbellilive","mimisramova",3.43504764133996,3.5
"440","casusbellilive","mimisramova",4.37344534229798,4.5
"441","casusbellilive","mimisramova",3.66304097489397,4
"442","casusbellilive","investigativnyblogSK",0.903089986991944,1
"443","casusbellilive","investigativnyblogSK",0.845098040014257,1
"444","casusbellilive","mimisramova",2.44404479591808,2.5
"445","casusbellilive","mimisramova",3.08242630086077,3.5
"446","casusbellilive","investigativnyblogSK",0.903089986991944,1
"447","casusbellilive","mimisramova",2.91645394854993,3
"448","casusbellilive","mimisramova",3.01325866528352,3.5
"449","casusbellilive","investigativnyblogSK",1.47712125471966,1.5
"450","casusbellilive","mimisramova",3.97109021313712,4
"451","casusbellilive","mimisramova",2.29885307640971,2.5
"452","casusbellilive","mimisramova",2.59659709562646,3
"453","casusbellilive","investigativnyblogSK",1.36172783601759,1.5
"454","casusbellilive","investigativnyblogSK",1,1
"455","casusbellilive","investigativnyblogSK",0.903089986991944,1
"456","casusbellilive","mimisramova",2.6232492903979,3
"457","casusbellilive","investigativnyblogSK",0.845098040014257,1
"458","casusbellilive","mimisramova",2.6222140229663,3
"459","casusbellilive","mimisramova",1.60205999132796,2
"460","casusbellilive","mimisramova",1.93449845124357,2
"461","casusbellilive","smebratia",3.82691664718492,4
"462","casusbellilive","mimisramova",1.66275783168157,2
"463","casusbellilive","mimisramova",2.48995847942483,2.5
"464","casusbellilive","investigativnyblogSK",0.903089986991944,1
"465","casusbellilive","smebratia",3.45712462630341,3.5
"466","casusbellilive","mimisramova",2.91275330367132,3
"467","casusbellilive","mimisramova",4.22326224687663,4.5
"468","casusbellilive","investigativnyblogSK",1,1
"469","casusbellilive","mimisramova",3.85515557717699,4
"470","casusbellilive","mimisramova",3.14581771449183,3.5
"471","casusbellilive","investigativnyblogSK",0.903089986991944,1
"472","casusbellilive","investigativnyblogSK",0.845098040014257,1
"473","casusbellilive","investigativnyblogSK",0.903089986991944,1
"474","casusbellilive","investigativnyblogSK",1.20411998265592,1.5
"475","casusbellilive","mimisramova",2.32837960343874,2.5
"476","casusbellilive","mimisramova",4.48919885425068,4.5
"477","casusbellilive","mimisramova",2.65417654187796,3
"478","casusbellilive","mimisramova",2.6170003411209,3
"479","casusbellilive","mimisramova",2.94200805302231,3
"480","casusbellilive","mimisramova",3.69010743945633,4
"481","casusbellilive","investigativnyblogSK",1,1
"482","casusbellilive","coNemateVedet",2.3096301674259,2.5
"483","casusbellilive","coNemateVedet",1.78532983501077,2
"484","casusbellilive","coNemateVedet",1.70757017609794,2
"485","casusbellilive","coNemateVedet",1.83884909073726,2
"486","casusbellilive","coNemateVedet",2.45484486000851,2.5
"487","casusbellilive","coNemateVedet",2.38916608436453,2.5
"488","casusbellilive","coNemateVedet",3.22089224921952,3.5
"489","casusbellilive","coNemateVedet",3.23678909940929,3.5
