"","src_username","dst_username","log_forward_time","cat_forward_time","mode_forward_time","n_records","left_ratio","bar_color"
"1","casusbellilive","mimisramova",2.49276038902684,2.5,3,344,1.10811840824034,"darkgreen"
"2","casusbellilive","casusbellilive",6.34587557510986,6.5,6.5,5,0,"grey"
"3","casusbellilive","casusbellilive",6.39613759963543,6.5,6.5,5,0,"grey"
"4","casusbellilive","casusbellilive",7.10942059291759,7.5,6.5,5,0,"grey"
"5","casusbellilive","mimisramova",2.03342375548695,2.5,3,344,1.10811840824034,"darkgreen"
"6","casusbellilive","mimisramova",2.85186960072977,3,3,344,1.10811840824034,"darkgreen"
"7","casusbellilive","SvetKolemNas",4.60976510569274,5,5,17,2.09114864353793,"grey"
"8","casusbellilive","SvetKolemNas",4.60976510569274,5,5,17,2.09114864353793,"grey"
"9","casusbellilive","SvetKolemNas",4.60976510569274,5,5,17,2.09114864353793,"grey"
"10","casusbellilive","investigativnyblogSK",3.84348194303996,4,1,255,0.998191325158488,"black"
"11","casusbellilive","ksbspravy",4.06714527888539,4.5,4.5,36,1.29625765735454,"darkgreen"
"12","casusbellilive","mimisramova",2.65513843481138,3,3,344,1.10811840824034,"darkgreen"
"13","casusbellilive","investigativnyblogSK",3.46864266839151,3.5,1,255,0.998191325158488,"black"
"14","casusbellilive","mimisramova",2.8842287696326,3,3,344,1.10811840824034,"darkgreen"
"15","casusbellilive","mimisramova",2.68484536164441,3,3,344,1.10811840824034,"darkgreen"
"16","casusbellilive","mimisramova",2.3541084391474,2.5,3,344,1.10811840824034,"darkgreen"
"17","casusbellilive","smebratia",2.68033551341456,3,3.5,31,1.19905648231362,"darkgreen"
"18","casusbellilive","mimisramova",2.44870631990508,2.5,3,344,1.10811840824034,"darkgreen"
"19","casusbellilive","mimisramova",1.72427586960079,2,3,344,1.10811840824034,"darkgreen"
"20","casusbellilive","mimisramova",2.34830486304816,2.5,3,344,1.10811840824034,"darkgreen"
"21","casusbellilive","SvetKolemNas",4.25185713727142,4.5,5,17,2.09114864353793,"grey"
"22","casusbellilive","mimisramova",2.42488163663107,2.5,3,344,1.10811840824034,"darkgreen"
"23","casusbellilive","mimisramova",1.34242268082221,1.5,3,344,1.10811840824034,"darkgreen"
"24","casusbellilive","mimisramova",2.94743372188705,3,3,344,1.10811840824034,"darkgreen"
"25","casusbellilive","mimisramova",2.65417654187796,3,3,344,1.10811840824034,"darkgreen"
"26","casusbellilive","mimisramova",2.65417654187796,3,3,344,1.10811840824034,"darkgreen"
"27","casusbellilive","mimisramova",2.65417654187796,3,3,344,1.10811840824034,"darkgreen"
"28","casusbellilive","mimisramova",3.06445798922692,3.5,3,344,1.10811840824034,"darkgreen"
"29","casusbellilive","mimisramova",4.03830217219952,4.5,3,344,1.10811840824034,"darkgreen"
"30","casusbellilive","mimisramova",4.03826240710478,4.5,3,344,1.10811840824034,"darkgreen"
"31","casusbellilive","mimisramova",4.03830217219952,4.5,3,344,1.10811840824034,"darkgreen"
"32","casusbellilive","mimisramova",4.03830217219952,4.5,3,344,1.10811840824034,"darkgreen"
"33","casusbellilive","mimisramova",4.00633766037455,4.5,3,344,1.10811840824034,"darkgreen"
"34","casusbellilive","mimisramova",3.96227460462331,4,3,344,1.10811840824034,"darkgreen"
"35","casusbellilive","mimisramova",3.48415742436538,3.5,3,344,1.10811840824034,"darkgreen"
"36","casusbellilive","mimisramova",2.68752896121463,3,3,344,1.10811840824034,"darkgreen"
"37","casusbellilive","mimisramova",2.83632411570675,3,3,344,1.10811840824034,"darkgreen"
"38","casusbellilive","ksbspravy",3.28847280059978,3.5,4.5,36,1.29625765735454,"darkgreen"
"39","casusbellilive","investigativnyblogSK",2.83314711191279,3,1,255,0.998191325158488,"black"
"40","casusbellilive","mimisramova",2.01283722470517,2.5,3,344,1.10811840824034,"darkgreen"
"41","casusbellilive","mimisramova",1.75587485567249,2,3,344,1.10811840824034,"darkgreen"
"42","casusbellilive","investigativnyblogSK",3.01410032151962,3.5,1,255,0.998191325158488,"black"
"43","casusbellilive","mimisramova",3.22219604630172,3.5,3,344,1.10811840824034,"darkgreen"
"44","casusbellilive","investigativnyblogSK",3.01410032151962,3.5,1,255,0.998191325158488,"black"
"45","casusbellilive","mimisramova",3.22219604630172,3.5,3,344,1.10811840824034,"darkgreen"
"46","casusbellilive","investigativnyblogSK",2.02118929906994,2.5,1,255,0.998191325158488,"black"
"47","casusbellilive","investigativnyblogSK",3.50297305906563,4,1,255,0.998191325158488,"black"
"48","casusbellilive","mimisramova",1.6232492903979,2,3,344,1.10811840824034,"darkgreen"
"49","casusbellilive","aliancenarodnichsil",4.0334639660774,4.5,4.5,6,NA,"grey"
"50","casusbellilive","mimisramova",2.19312459835446,2.5,3,344,1.10811840824034,"darkgreen"
"51","casusbellilive","aliancenarodnichsil",4.0334639660774,4.5,4.5,6,NA,"grey"
"52","casusbellilive","mimisramova",2.19312459835446,2.5,3,344,1.10811840824034,"darkgreen"
"53","casusbellilive","aliancenarodnichsil",4.0334639660774,4.5,4.5,6,NA,"grey"
"54","casusbellilive","mimisramova",2.19312459835446,2.5,3,344,1.10811840824034,"darkgreen"
"55","casusbellilive","aliancenarodnichsil",4.0334639660774,4.5,4.5,6,NA,"grey"
"56","casusbellilive","mimisramova",2.19312459835446,2.5,3,344,1.10811840824034,"darkgreen"
"57","casusbellilive","aliancenarodnichsil",4.03350417294517,4.5,4.5,6,NA,"grey"
"58","casusbellilive","mimisramova",2.19312459835446,2.5,3,344,1.10811840824034,"darkgreen"
"59","casusbellilive","aliancenarodnichsil",4.03350417294517,4.5,4.5,6,NA,"grey"
"60","casusbellilive","mimisramova",2.19589965240923,2.5,3,344,1.10811840824034,"darkgreen"
"61","casusbellilive","mimisramova",2.81023251799508,3,3,344,1.10811840824034,"darkgreen"
"62","casusbellilive","mimisramova",2.81023251799508,3,3,344,1.10811840824034,"darkgreen"
"63","casusbellilive","mimisramova",2.96894968098134,3,3,344,1.10811840824034,"darkgreen"
"64","casusbellilive","investigativnyblogSK",3.67384997734295,4,1,255,0.998191325158488,"black"
"65","casusbellilive","investigativnyblogSK",4.90971645323434,5,1,255,0.998191325158488,"black"
"66","casusbellilive","ksbspravy",2.0899051114394,2.5,4.5,36,1.29625765735454,"darkgreen"
"67","casusbellilive","mimisramova",3.43520710324075,3.5,3,344,1.10811840824034,"darkgreen"
"68","casusbellilive","mimisramova",3.15806079393661,3.5,3,344,1.10811840824034,"darkgreen"
"69","casusbellilive","mimisramova",2.16731733474818,2.5,3,344,1.10811840824034,"darkgreen"
"70","casusbellilive","mimisramova",2.16731733474818,2.5,3,344,1.10811840824034,"darkgreen"
"71","casusbellilive","mimisramova",2.49136169383427,2.5,3,344,1.10811840824034,"darkgreen"
"72","casusbellilive","mimisramova",2.13033376849501,2.5,3,344,1.10811840824034,"darkgreen"
"73","casusbellilive","coNemateVedet",2.06445798922692,2.5,4,70,1.14756318162399,"darkgreen"
"74","casusbellilive","mimisramova",4.74170298395774,5,3,344,1.10811840824034,"darkgreen"
"75","casusbellilive","mimisramova",2.5910646070265,3,3,344,1.10811840824034,"darkgreen"
"76","casusbellilive","mimisramova",3.06032002868829,3.5,3,344,1.10811840824034,"darkgreen"
"77","casusbellilive","mimisramova",3.4929000111087,3.5,3,344,1.10811840824034,"darkgreen"
"78","casusbellilive","mimisramova",3.15167623084705,3.5,3,344,1.10811840824034,"darkgreen"
"79","casusbellilive","investigativnyblogSK",2.95133751879592,3,1,255,0.998191325158488,"black"
"80","casusbellilive","investigativnyblogSK",2.95085145888855,3,1,255,0.998191325158488,"black"
"81","casusbellilive","investigativnyblogSK",2.95085145888855,3,1,255,0.998191325158488,"black"
"82","casusbellilive","mimisramova",3.05037975626146,3.5,3,344,1.10811840824034,"darkgreen"
"83","casusbellilive","mimisramova",4.30191938803586,4.5,3,344,1.10811840824034,"darkgreen"
"84","casusbellilive","mimisramova",2.87390159786446,3,3,344,1.10811840824034,"darkgreen"
"85","casusbellilive","smebratia",3.03382569395331,3.5,3.5,31,1.19905648231362,"darkgreen"
"86","casusbellilive","mimisramova",1.89762709129044,2,3,344,1.10811840824034,"darkgreen"
"87","casusbellilive","investigativnyblogSK",3.03901732199741,3.5,1,255,0.998191325158488,"black"
"88","casusbellilive","mimisramova",2.48572142648158,2.5,3,344,1.10811840824034,"darkgreen"
"89","casusbellilive","mimisramova",3.12839926871781,3.5,3,344,1.10811840824034,"darkgreen"
"90","casusbellilive","SvetKolemNas",2.3384564936046,2.5,5,17,2.09114864353793,"grey"
"91","casusbellilive","ksbspravy",2.22530928172586,2.5,4.5,36,1.29625765735454,"darkgreen"
"92","casusbellilive","coNemateVedet",2.55630250076729,3,4,70,1.14756318162399,"darkgreen"
"93","casusbellilive","mimisramova",3.90254677931399,4,3,344,1.10811840824034,"darkgreen"
"94","casusbellilive","ksbspravy",2.2718416065365,2.5,4.5,36,1.29625765735454,"darkgreen"
"95","casusbellilive","SvetKolemNas",4.62757066418054,5,5,17,2.09114864353793,"grey"
"96","casusbellilive","coNemateVedet",4.13353890837022,4.5,4,70,1.14756318162399,"darkgreen"
"97","casusbellilive","coNemateVedet",3.54270096944811,4,4,70,1.14756318162399,"darkgreen"
"98","casusbellilive","coNemateVedet",3.54270096944811,4,4,70,1.14756318162399,"darkgreen"
"99","casusbellilive","coNemateVedet",3.54270096944811,4,4,70,1.14756318162399,"darkgreen"
"100","casusbellilive","coNemateVedet",3.54270096944811,4,4,70,1.14756318162399,"darkgreen"
"101","casusbellilive","mimisramova",3.18241465243455,3.5,3,344,1.10811840824034,"darkgreen"
"102","casusbellilive","mimisramova",2.36361197989214,2.5,3,344,1.10811840824034,"darkgreen"
"103","casusbellilive","coNemateVedet",1.85125834871908,2,4,70,1.14756318162399,"darkgreen"
"104","casusbellilive","ksbspravy",2.44404479591808,2.5,4.5,36,1.29625765735454,"darkgreen"
"105","casusbellilive","coNemateVedet",3.20303288701471,3.5,4,70,1.14756318162399,"darkgreen"
"106","casusbellilive","mimisramova",3.11126251365907,3.5,3,344,1.10811840824034,"darkgreen"
"107","casusbellilive","mimisramova",2.62531245096167,3,3,344,1.10811840824034,"darkgreen"
"108","casusbellilive","mimisramova",2.10380372095596,2.5,3,344,1.10811840824034,"darkgreen"
"109","casusbellilive","investigativnyblogSK",4.16882146300982,4.5,1,255,0.998191325158488,"black"
"110","casusbellilive","mimisramova",4.16007818102087,4.5,3,344,1.10811840824034,"darkgreen"
"111","casusbellilive","ksbspravy",4.24027460747889,4.5,4.5,36,1.29625765735454,"darkgreen"
"112","casusbellilive","ksbspravy",4.24027460747889,4.5,4.5,36,1.29625765735454,"darkgreen"
"113","casusbellilive","ksbspravy",4.24027460747889,4.5,4.5,36,1.29625765735454,"darkgreen"
"114","casusbellilive","ksbspravy",4.24027460747889,4.5,4.5,36,1.29625765735454,"darkgreen"
"115","casusbellilive","ksbspravy",4.24027460747889,4.5,4.5,36,1.29625765735454,"darkgreen"
"116","casusbellilive","ksbspravy",4.2402496315188,4.5,4.5,36,1.29625765735454,"darkgreen"
"117","casusbellilive","ksbspravy",4.2402496315188,4.5,4.5,36,1.29625765735454,"darkgreen"
"118","casusbellilive","mimisramova",1.79239168949825,2,3,344,1.10811840824034,"darkgreen"
"119","casusbellilive","coNemateVedet",3.08707120590654,3.5,4,70,1.14756318162399,"darkgreen"
"120","casusbellilive","mimisramova",3.5854607295085,4,3,344,1.10811840824034,"darkgreen"
"121","casusbellilive","mimisramova",2.34635297445064,2.5,3,344,1.10811840824034,"darkgreen"
"122","casusbellilive","ksbspravy",1.44715803134222,1.5,4.5,36,1.29625765735454,"darkgreen"
"123","casusbellilive","ksbspravy",1.44715803134222,1.5,4.5,36,1.29625765735454,"darkgreen"
"124","casusbellilive","ksbspravy",1.44715803134222,1.5,4.5,36,1.29625765735454,"darkgreen"
"125","casusbellilive","ksbspravy",1.44715803134222,1.5,4.5,36,1.29625765735454,"darkgreen"
"126","casusbellilive","smebratia",3.15442397311465,3.5,3.5,31,1.19905648231362,"darkgreen"
"127","casusbellilive","mimisramova",2.81888541459401,3,3,344,1.10811840824034,"darkgreen"
"128","casusbellilive","smebratia",3.15472820744016,3.5,3.5,31,1.19905648231362,"darkgreen"
"129","casusbellilive","mimisramova",2.81954393554187,3,3,344,1.10811840824034,"darkgreen"
"130","casusbellilive","smebratia",3.15472820744016,3.5,3.5,31,1.19905648231362,"darkgreen"
"131","casusbellilive","mimisramova",2.81954393554187,3,3,344,1.10811840824034,"darkgreen"
"132","casusbellilive","smebratia",3.15472820744016,3.5,3.5,31,1.19905648231362,"darkgreen"
"133","casusbellilive","mimisramova",2.81954393554187,3,3,344,1.10811840824034,"darkgreen"
"134","casusbellilive","smebratia",3.15472820744016,3.5,3.5,31,1.19905648231362,"darkgreen"
"135","casusbellilive","mimisramova",2.81954393554187,3,3,344,1.10811840824034,"darkgreen"
"136","casusbellilive","mimisramova",3.5497387312649,4,3,344,1.10811840824034,"darkgreen"
"137","casusbellilive","investigativnyblogSK",0.954242509439325,1,1,255,0.998191325158488,"black"
"138","casusbellilive","investigativnyblogSK",0.954242509439325,1,1,255,0.998191325158488,"black"
"139","casusbellilive","mimisramova",1.97772360528885,2,3,344,1.10811840824034,"darkgreen"
"140","casusbellilive","mimisramova",1.77815125038364,2,3,344,1.10811840824034,"darkgreen"
"141","casusbellilive","investigativnyblogSK",2.42975228000241,2.5,1,255,0.998191325158488,"black"
"142","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"143","casusbellilive","investigativnyblogSK",1.11394335230684,1.5,1,255,0.998191325158488,"black"
"144","casusbellilive","investigativnyblogSK",1.04139268515822,1.5,1,255,0.998191325158488,"black"
"145","casusbellilive","mimisramova",4.51984111425674,5,3,344,1.10811840824034,"darkgreen"
"146","casusbellilive","investigativnyblogSK",3.10856502373283,3.5,1,255,0.998191325158488,"black"
"147","casusbellilive","investigativnyblogSK",0.954242509439325,1,1,255,0.998191325158488,"black"
"148","casusbellilive","investigativnyblogSK",0.778151250383644,1,1,255,0.998191325158488,"black"
"149","casusbellilive","investigativnyblogSK",0.845098040014257,1,1,255,0.998191325158488,"black"
"150","casusbellilive","investigativnyblogSK",1.34242268082221,1.5,1,255,0.998191325158488,"black"
"151","casusbellilive","smebratia",2.88479536394898,3,3.5,31,1.19905648231362,"darkgreen"
"152","casusbellilive","mimisramova",2.87390159786446,3,3,344,1.10811840824034,"darkgreen"
"153","casusbellilive","smebratia",2.83569057149243,3,3.5,31,1.19905648231362,"darkgreen"
"154","casusbellilive","mimisramova",2.80685802951882,3,3,344,1.10811840824034,"darkgreen"
"155","casusbellilive","mimisramova",2.30749603791321,2.5,3,344,1.10811840824034,"darkgreen"
"156","casusbellilive","investigativnyblogSK",1.34242268082221,1.5,1,255,0.998191325158488,"black"
"157","casusbellilive","investigativnyblogSK",0.778151250383644,1,1,255,0.998191325158488,"black"
"158","casusbellilive","investigativnyblogSK",1.14612803567824,1.5,1,255,0.998191325158488,"black"
"159","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"160","casusbellilive","mimisramova",3.90336133625532,4,3,344,1.10811840824034,"darkgreen"
"161","casusbellilive","investigativnyblogSK",1.30102999566398,1.5,1,255,0.998191325158488,"black"
"162","casusbellilive","mimisramova",3.74911766235632,4,3,344,1.10811840824034,"darkgreen"
"163","casusbellilive","investigativnyblogSK",3.46478751964594,3.5,1,255,0.998191325158488,"black"
"164","casusbellilive","mimisramova",3.45040308615537,3.5,3,344,1.10811840824034,"darkgreen"
"165","casusbellilive","investigativnyblogSK",1.53147891704226,2,1,255,0.998191325158488,"black"
"166","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"167","casusbellilive","mimisramova",3.65820225338701,4,3,344,1.10811840824034,"darkgreen"
"168","casusbellilive","ksbspravy",3.58591171031943,4,4.5,36,1.29625765735454,"darkgreen"
"169","casusbellilive","investigativnyblogSK",1.56820172406699,2,1,255,0.998191325158488,"black"
"170","casusbellilive","smebratia",3.52413637659257,4,3.5,31,1.19905648231362,"darkgreen"
"171","casusbellilive","mimisramova",3.34596154181314,3.5,3,344,1.10811840824034,"darkgreen"
"172","casusbellilive","investigativnyblogSK",1.14612803567824,1.5,1,255,0.998191325158488,"black"
"173","casusbellilive","investigativnyblogSK",1.04139268515822,1.5,1,255,0.998191325158488,"black"
"174","casusbellilive","mimisramova",3.15956719323362,3.5,3,344,1.10811840824034,"darkgreen"
"175","casusbellilive","mimisramova",2.12710479836481,2.5,3,344,1.10811840824034,"darkgreen"
"176","casusbellilive","mimisramova",2.24303804868629,2.5,3,344,1.10811840824034,"darkgreen"
"177","casusbellilive","investigativnyblogSK",1,1,1,255,0.998191325158488,"black"
"178","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"179","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"180","casusbellilive","mimisramova",3.42732378635725,3.5,3,344,1.10811840824034,"darkgreen"
"181","casusbellilive","investigativnyblogSK",1,1,1,255,0.998191325158488,"black"
"182","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"183","casusbellilive","ksbspravy",2.10720996964787,2.5,4.5,36,1.29625765735454,"darkgreen"
"184","casusbellilive","investigativnyblogSK",2.72591163229505,3,1,255,0.998191325158488,"black"
"185","casusbellilive","mimisramova",2.51188336097887,3,3,344,1.10811840824034,"darkgreen"
"186","casusbellilive","mimisramova",2.79239168949825,3,3,344,1.10811840824034,"darkgreen"
"187","casusbellilive","mimisramova",2.26481782300954,2.5,3,344,1.10811840824034,"darkgreen"
"188","casusbellilive","mimisramova",3.23375736296551,3.5,3,344,1.10811840824034,"darkgreen"
"189","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"190","casusbellilive","smebratia",3.98811284026835,4,3.5,31,1.19905648231362,"darkgreen"
"191","casusbellilive","mimisramova",2.08278537031645,2.5,3,344,1.10811840824034,"darkgreen"
"192","casusbellilive","smebratia",4.05088221066403,4.5,3.5,31,1.19905648231362,"darkgreen"
"193","casusbellilive","mimisramova",2.92220627743902,3,3,344,1.10811840824034,"darkgreen"
"194","casusbellilive","investigativnyblogSK",0.845098040014257,1,1,255,0.998191325158488,"black"
"195","casusbellilive","mimisramova",1.20411998265592,1.5,3,344,1.10811840824034,"darkgreen"
"196","casusbellilive","mimisramova",2.11727129565576,2.5,3,344,1.10811840824034,"darkgreen"
"197","casusbellilive","mimisramova",2.11727129565576,2.5,3,344,1.10811840824034,"darkgreen"
"198","casusbellilive","mimisramova",2.11394335230684,2.5,3,344,1.10811840824034,"darkgreen"
"199","casusbellilive","investigativnyblogSK",3.09725730969342,3.5,1,255,0.998191325158488,"black"
"200","casusbellilive","smebratia",3.39707054995941,3.5,3.5,31,1.19905648231362,"darkgreen"
"201","casusbellilive","mimisramova",2.01703333929878,2.5,3,344,1.10811840824034,"darkgreen"
"202","casusbellilive","smebratia",3.39707054995941,3.5,3.5,31,1.19905648231362,"darkgreen"
"203","casusbellilive","mimisramova",2.02118929906994,2.5,3,344,1.10811840824034,"darkgreen"
"204","casusbellilive","investigativnyblogSK",1,1,1,255,0.998191325158488,"black"
"205","casusbellilive","mimisramova",3.5066403055665,4,3,344,1.10811840824034,"darkgreen"
"206","casusbellilive","ksbspravy",3.65127801399814,4,4.5,36,1.29625765735454,"darkgreen"
"207","casusbellilive","investigativnyblogSK",2.95999483832842,3,1,255,0.998191325158488,"black"
"208","casusbellilive","mimisramova",2.51188336097887,3,3,344,1.10811840824034,"darkgreen"
"209","casusbellilive","investigativnyblogSK",1.07918124604762,1.5,1,255,0.998191325158488,"black"
"210","casusbellilive","mimisramova",2.84073323461181,3,3,344,1.10811840824034,"darkgreen"
"211","casusbellilive","mimisramova",3.00130093302042,3.5,3,344,1.10811840824034,"darkgreen"
"212","casusbellilive","mimisramova",4.01102035551626,4.5,3,344,1.10811840824034,"darkgreen"
"213","casusbellilive","investigativnyblogSK",3.3070679506613,3.5,1,255,0.998191325158488,"black"
"214","casusbellilive","investigativnyblogSK",1.11394335230684,1.5,1,255,0.998191325158488,"black"
"215","casusbellilive","investigativnyblogSK",0.845098040014257,1,1,255,0.998191325158488,"black"
"216","casusbellilive","investigativnyblogSK",1.07918124604762,1.5,1,255,0.998191325158488,"black"
"217","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"218","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"219","casusbellilive","investigativnyblogSK",0.778151250383644,1,1,255,0.998191325158488,"black"
"220","casusbellilive","investigativnyblogSK",2.90955602924118,3,1,255,0.998191325158488,"black"
"221","casusbellilive","investigativnyblogSK",1.11394335230684,1.5,1,255,0.998191325158488,"black"
"222","casusbellilive","mimisramova",3.27760921430409,3.5,3,344,1.10811840824034,"darkgreen"
"223","casusbellilive","investigativnyblogSK",0.954242509439325,1,1,255,0.998191325158488,"black"
"224","casusbellilive","investigativnyblogSK",1.07918124604762,1.5,1,255,0.998191325158488,"black"
"225","casusbellilive","coNemateVedet",1.32221929473392,1.5,4,70,1.14756318162399,"darkgreen"
"226","casusbellilive","mimisramova",1.57978359661681,2,3,344,1.10811840824034,"darkgreen"
"227","casusbellilive","investigativnyblogSK",1.50514997831991,2,1,255,0.998191325158488,"black"
"228","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"229","casusbellilive","mimisramova",2.90363251608424,3,3,344,1.10811840824034,"darkgreen"
"230","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"231","casusbellilive","investigativnyblogSK",0.845098040014257,1,1,255,0.998191325158488,"black"
"232","casusbellilive","investigativnyblogSK",0.698970004336019,1,1,255,0.998191325158488,"black"
"233","casusbellilive","investigativnyblogSK",0.778151250383644,1,1,255,0.998191325158488,"black"
"234","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"235","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"236","casusbellilive","investigativnyblogSK",1.20411998265592,1.5,1,255,0.998191325158488,"black"
"237","casusbellilive","investigativnyblogSK",1.20411998265592,1.5,1,255,0.998191325158488,"black"
"238","casusbellilive","mimisramova",3.88530466758897,4,3,344,1.10811840824034,"darkgreen"
"239","casusbellilive","mimisramova",2.50105926221775,3,3,344,1.10811840824034,"darkgreen"
"240","casusbellilive","mimisramova",1.53147891704226,2,3,344,1.10811840824034,"darkgreen"
"241","casusbellilive","investigativnyblogSK",0.698970004336019,1,1,255,0.998191325158488,"black"
"242","casusbellilive","smebratia",3.39532639306935,3.5,3.5,31,1.19905648231362,"darkgreen"
"243","casusbellilive","mimisramova",3.37767043933432,3.5,3,344,1.10811840824034,"darkgreen"
"244","casusbellilive","investigativnyblogSK",0.845098040014257,1,1,255,0.998191325158488,"black"
"245","casusbellilive","mimisramova",3.25358028956218,3.5,3,344,1.10811840824034,"darkgreen"
"246","casusbellilive","mimisramova",2.86332286012046,3,3,344,1.10811840824034,"darkgreen"
"247","casusbellilive","investigativnyblogSK",0.845098040014257,1,1,255,0.998191325158488,"black"
"248","casusbellilive","smebratia",2.46089784275655,2.5,3.5,31,1.19905648231362,"darkgreen"
"249","casusbellilive","mimisramova",1.97772360528885,2,3,344,1.10811840824034,"darkgreen"
"250","casusbellilive","investigativnyblogSK",1,1,1,255,0.998191325158488,"black"
"251","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"252","casusbellilive","investigativnyblogSK",0.778151250383644,1,1,255,0.998191325158488,"black"
"253","casusbellilive","mimisramova",3.38435341413751,3.5,3,344,1.10811840824034,"darkgreen"
"254","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"255","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"256","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"257","casusbellilive","investigativnyblogSK",1.46239799789896,1.5,1,255,0.998191325158488,"black"
"258","casusbellilive","mimisramova",2.8055008581584,3,3,344,1.10811840824034,"darkgreen"
"259","casusbellilive","mimisramova",2.8767949762007,3,3,344,1.10811840824034,"darkgreen"
"260","casusbellilive","investigativnyblogSK",0.698970004336019,1,1,255,0.998191325158488,"black"
"261","casusbellilive","mimisramova",3.47319490920494,3.5,3,344,1.10811840824034,"darkgreen"
"262","casusbellilive","mimisramova",1.44715803134222,1.5,3,344,1.10811840824034,"darkgreen"
"263","casusbellilive","mimisramova",3.25551371281953,3.5,3,344,1.10811840824034,"darkgreen"
"264","casusbellilive","investigativnyblogSK",1.23044892137827,1.5,1,255,0.998191325158488,"black"
"265","casusbellilive","investigativnyblogSK",1,1,1,255,0.998191325158488,"black"
"266","casusbellilive","investigativnyblogSK",1.04139268515822,1.5,1,255,0.998191325158488,"black"
"267","casusbellilive","investigativnyblogSK",0.845098040014257,1,1,255,0.998191325158488,"black"
"268","casusbellilive","investigativnyblogSK",1.44715803134222,1.5,1,255,0.998191325158488,"black"
"269","casusbellilive","investigativnyblogSK",1.44715803134222,1.5,1,255,0.998191325158488,"black"
"270","casusbellilive","mimisramova",2.3654879848909,2.5,3,344,1.10811840824034,"darkgreen"
"271","casusbellilive","investigativnyblogSK",1.86923171973098,2,1,255,0.998191325158488,"black"
"272","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"273","casusbellilive","investigativnyblogSK",0.903089986991944,1,1,255,0.998191325158488,"black"
"274","casusbellilive","investigativnyblogSK",0.845098040014257,1,1,255,0.998191325158488,"black"
"275","casusbellilive","coNemateVedet",1.66275783168157,2,4,70,1.14756318162399,"darkgreen"
"276","casusbellilive","investigativnyblogSK",1.27875360095283,1.5,1,255,0.998191325158488,"black"
"277","casusbellilive","mimisramova",1.94448267215017,2,3,344,1.10811840824034,"darkgreen"
"278","casusbellilive","ksbspravy",2.13033376849501,2.5,4.5,36,1.29625765735454,"darkgreen"
"279","casusbellilive","investigativnyblogSK",3.25503116334555,3.5,1,255,0.998191325158488,"black"
"280","casusbellilive","investigativnyblogSK",0.845098040014257,1,1,255,0.998191325158488,"black"
"281","casusbellilive","mimisramova",2.88874096068289,3,3,344,1.10811840824034,"darkgreen"
"282","casusbellilive","mimisramova",1.85125834871908,2,3,344,1.10811840824034,"darkgreen"
"283","casusbellilive","mimisramova",2.7427251313047,3,3,344,1.10811840824034,"darkgreen"
"284","casusbellilive","investigativnyblogSK",0.778151250383644,1,1,255,0.998191325158488,"black"
"285","casusbellilive","mimisramova",1.69019608002851,2,3,344,1.10811840824034,"darkgreen"
"286","casusbellilive","investigativnyblogSK",0.954242509439325,1,1,255,0.998191325158488,"black"
"287","casusbellilive","investigativnyblogSK",0.954242509439325,1,1,255,0.998191325158488,"black"
"288","casusbellilive","investigativnyblogSK",1.23044892137827,1.5,1,255,0.998191325158488,"black"
"289","casusbellilive","investigativnyblogSK",1.04139268515822,1.5,1,255,0.998191325158488,"black"
"290","casusbellilive","mimisramova",1.43136376415899,1.5,3,344,1.10811840824034,"darkgreen"
"291","casusbellilive","mimisramova",3.45514952117983,3.5,3,344,1.10811840824034,"darkgreen"
"292","casusbellilive","mimisramova",2.30102999566398,2.5,3,344,1.10811840824034,"darkgreen"
"293","casusbellilive","mimisramova",2.15836249209525,2.5,3,344,1.10811840824034,"darkgreen"
"294","casusbellilive","mimisramova",2.56110138364906,3,3,344,1.10811840824034,"darkgreen"
"295","casusbellilive","mimisramova",2.56110138364906,3,3,344,1.10811840824034,"darkgreen"
