"message_id","F09F918D","F09F9881","F09FA4AE","E29DA4","F09FA4AC","F09F918F","F09F918E","F09FA4A3","F09F92A9","F09FA4A1","F09F94A5","F09F928A","F09FA494","F09F92AF","F09F98A2","F09F98B1","F09F998F","F09F918C","F09F9695","F09F958A","F09F9988","F09FA4AF","F09F98A1","F09F8DBE","F09FA4B7","other"
21468,876,0,15,37,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21709,876,0,0,20,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0
35380,876,0,2,100,0,7,0,0,3,0,0,0,0,4,0,0,23,13,0,0,3,0,0,0,0,3
23440,874,0,0,172,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,0,0
25808,874,0,0,7,0,29,0,0,0,0,0,5,0,58,0,0,0,0,0,0,0,0,0,0,0,0
28109,874,0,0,12,0,83,0,0,0,0,0,0,5,80,0,0,0,0,0,0,0,0,0,0,0,0
23541,872,0,0,17,0,38,0,0,2,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
24462,872,0,0,17,0,126,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,10
21897,868,0,0,21,0,142,0,9,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0
30321,866,0,1,26,0,15,0,0,0,0,0,0,0,155,0,0,0,1,0,0,0,0,0,0,0,3
28388,865,0,0,89,0,27,0,0,0,0,0,0,0,59,0,0,0,20,0,0,0,0,0,0,4,0
24163,864,0,0,40,0,112,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
27650,864,0,0,174,0,0,0,0,0,0,0,0,0,69,0,0,3,4,0,0,0,0,0,0,1,1
23640,863,0,0,103,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26074,863,0,0,40,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11
30456,860,0,0,60,0,32,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21735,859,0,0,64,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26000,859,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0
29784,859,0,7,77,0,137,0,0,0,0,0,0,0,9,0,0,0,6,0,0,4,0,0,0,0,3
30916,858,2,0,16,0,153,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,23
28098,857,0,2,84,0,98,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
23192,856,0,0,21,0,4,0,5,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0
22269,855,37,0,25,0,107,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18
22884,855,0,0,42,0,1,0,0,1,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
25907,855,0,2,60,0,135,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,55,3,0
31460,855,0,0,207,0,43,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23196,853,0,4,134,0,43,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23272,853,0,0,16,0,77,1,4,0,0,0,0,0,77,0,0,4,2,0,0,0,0,0,0,0,0
35539,852,4,5,27,0,106,1,0,0,0,0,0,0,64,0,0,0,2,0,0,0,0,2,0,0,0
23390,851,0,0,71,0,57,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
24084,851,0,0,23,0,32,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,2,0
26370,851,0,0,11,0,38,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
30697,850,1,0,18,0,45,0,0,11,34,0,0,4,0,0,0,0,9,2,0,0,0,0,0,0,8
32154,850,5,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
25498,849,0,0,33,0,25,0,0,0,6,0,0,2,0,0,0,0,65,0,0,0,0,0,0,0,0
27867,846,0,8,89,0,16,0,0,0,7,0,0,3,0,0,0,0,0,0,14,0,1,0,0,0,2
32578,846,1,0,175,0,52,0,0,0,3,4,0,0,0,0,0,0,0,0,30,0,0,0,0,5,1
36451,846,2,3,41,0,18,0,0,0,1,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0
25099,845,0,0,56,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
25748,844,6,0,40,0,168,0,0,0,3,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,1
23857,843,0,0,77,0,2,0,0,0,0,0,0,0,18,0,0,0,40,0,0,0,0,0,0,0,5
21152,842,0,0,42,0,90,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
23875,842,0,2,27,0,43,1,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0
21751,841,23,0,2,14,7,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22886,841,0,2,29,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,57,0,0,0,0,3,0
36494,841,0,1,10,0,0,31,5,34,4,0,0,24,0,0,0,0,0,5,0,0,0,0,0,1,6
36687,840,1,0,12,0,0,0,0,0,0,0,0,2,124,0,0,0,10,0,0,0,0,0,0,0,2
24093,839,22,0,36,0,4,2,0,3,0,0,87,0,0,0,0,0,0,0,0,16,0,0,0,0,3
26415,836,0,0,170,0,39,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0
29479,836,0,0,145,0,33,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
22340,835,0,0,23,0,49,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,1,0
23284,835,0,5,10,0,73,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,2,0
25861,834,12,0,23,0,104,0,0,0,3,0,0,0,0,0,0,10,30,0,0,0,0,0,0,3,6
34735,834,0,0,19,0,57,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,4,1
30014,833,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,154,6,1
37067,833,0,1,46,0,107,0,0,0,4,0,0,0,37,0,0,0,10,0,0,0,0,0,0,2,0
21748,832,12,0,8,0,1,2,0,29,2,0,0,0,92,0,0,0,5,0,0,0,0,0,0,0,1
21663,831,0,1,50,0,118,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0
21245,830,3,0,42,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
22570,828,15,0,21,0,99,0,0,0,1,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0
26363,828,0,0,31,0,49,1,0,0,0,3,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0
23451,826,0,0,191,0,38,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,0
22874,825,1,0,88,0,15,0,0,7,18,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3
23983,825,1,0,51,0,20,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
26271,825,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,96,7,0,0,0,0,0,0,0,2
27610,825,59,0,10,0,0,0,378,2,6,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,6
23645,824,0,0,22,0,148,0,16,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
31037,823,2,0,302,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,13
30903,822,0,0,193,0,32,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,3,0
31612,822,0,0,78,0,53,0,18,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,382,2,5
26325,821,0,0,52,0,65,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
27034,821,2,0,31,0,44,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
22087,820,0,0,35,0,100,0,0,8,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1
27369,820,0,0,56,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29866,820,0,0,176,0,47,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,4,2
26591,818,0,0,3,0,0,1,0,0,2,0,0,0,5,0,4,78,0,0,15,0,0,1,0,0,14
23563,816,0,0,101,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28123,816,0,0,25,0,13,0,0,0,0,0,0,0,149,0,0,0,2,0,0,0,0,3,0,0,2
