"message_id","F09F918D","F09F9881","E29DA4","F09F918F","F09F918E","F09FA4A3","F09FA494","F09FA4B7","other"
119471,52,1,0,0,0,0,0,0,0
119826,52,12,0,0,0,5,1,0,0
119854,52,0,0,0,0,0,0,0,4
120307,52,0,9,13,0,0,0,0,0
120439,52,0,3,0,0,0,13,0,0
120701,52,0,3,0,0,0,0,0,0
120754,52,0,0,5,0,0,0,0,0
120887,52,0,5,2,0,0,1,0,9
120996,52,0,0,0,0,0,0,0,0
121013,52,0,13,0,0,0,4,0,0
121194,52,0,0,0,0,0,3,0,0
121413,52,0,0,5,0,1,0,0,0
121653,52,0,2,0,4,0,24,0,0
121679,52,0,0,1,0,0,0,0,0
122079,52,0,2,1,0,0,0,0,17
122140,52,0,2,0,0,0,0,0,0
122262,52,0,0,1,0,0,0,0,0
122811,52,0,2,0,0,0,0,0,0
123024,52,0,3,0,0,0,0,0,0
123032,52,0,0,0,0,0,0,0,0
123034,52,0,0,0,0,0,0,0,0
123161,52,0,0,0,0,3,0,0,0
123229,52,0,7,0,1,1,0,0,0
123358,52,0,8,0,0,0,0,0,0
123551,52,0,0,0,0,0,0,0,0
123810,52,0,0,3,0,0,0,0,0
124067,52,0,7,0,0,0,0,0,1
124254,52,0,0,0,0,0,0,0,1
125000,52,0,0,1,0,0,0,0,0
125123,52,0,7,0,1,0,0,0,0
125255,52,1,0,0,0,7,0,0,0
125355,52,0,0,6,0,0,0,0,0
125361,52,5,0,0,0,0,0,0,15
125374,52,0,0,0,0,0,0,0,0
125402,52,0,2,0,0,0,10,0,0
125498,52,0,1,0,0,0,7,0,0
125506,52,0,4,0,0,2,0,0,0
125628,52,0,0,0,0,0,0,0,0
125647,52,0,1,0,0,0,0,0,0
125658,52,0,0,0,0,0,0,0,0
126051,52,0,10,0,0,0,1,0,0
126252,52,0,0,0,2,0,0,0,0
126286,52,0,2,2,0,0,0,0,0
126384,52,0,6,0,2,0,0,0,0
127010,52,0,4,0,0,0,0,0,0
127055,52,0,12,0,0,0,0,0,2
127255,52,0,0,0,15,0,0,0,0
127314,52,0,4,0,0,4,0,0,0
127794,52,0,0,0,0,0,0,0,0
127880,52,0,2,0,0,0,0,0,0
127984,52,0,0,4,0,0,0,0,0
127987,52,0,1,9,0,0,0,0,0
128020,52,0,0,0,0,0,0,0,0
128280,52,0,0,0,0,11,0,0,0
128413,52,0,7,0,0,0,0,0,8
128424,52,0,0,0,2,2,0,0,0
128469,52,0,0,8,0,6,0,0,0
128537,52,0,0,0,0,0,0,0,0
129092,52,19,5,4,0,0,0,0,0
129100,52,0,5,0,0,0,0,0,0
129354,52,9,0,0,0,2,0,0,0
129398,52,0,13,0,0,0,1,0,0
129563,52,0,20,2,0,0,0,0,0
129600,52,0,0,4,0,0,0,0,0
129659,52,0,44,0,0,0,0,0,6
130033,52,0,0,2,0,0,0,0,19
130053,52,0,6,0,0,0,0,0,0
130069,52,4,3,0,0,0,0,0,0
130184,52,0,19,3,0,0,0,0,0
130359,52,0,1,0,0,0,0,0,0
130379,52,0,3,2,0,0,0,0,0
130388,52,0,155,0,1,0,0,0,4
130486,52,0,0,0,0,2,0,0,0
130501,52,0,34,0,0,0,0,0,0
130793,52,0,2,11,0,0,0,0,0
130978,52,0,13,0,0,0,0,0,0
131008,52,0,4,0,0,0,0,0,0
131226,52,0,7,0,0,0,0,0,0
131420,52,0,0,0,0,3,0,0,4
131515,52,0,6,0,0,0,0,0,0
131580,52,0,13,0,0,0,0,0,0
131729,52,0,0,8,0,2,0,0,0
131730,52,0,0,0,0,3,0,0,0
131863,52,0,0,0,0,4,1,0,0
131994,52,0,0,0,0,1,0,0,0
132011,52,0,0,0,0,0,7,0,0
132146,52,0,2,0,0,2,0,0,1
132320,52,0,0,1,0,0,2,0,7
132627,52,0,0,0,0,0,3,0,19
132700,52,0,0,1,2,0,0,0,0
132708,52,0,2,0,0,0,0,0,0
132737,52,20,1,0,0,0,0,0,1
132798,52,0,0,0,0,0,1,0,0
132877,52,0,13,0,0,0,0,0,0
132942,52,0,5,1,1,0,0,0,0
133162,52,0,2,0,0,2,0,0,0
133226,52,0,0,0,0,1,0,0,0
133246,52,0,0,1,5,4,0,0,0
133322,52,0,0,0,0,0,0,0,0
133394,52,0,0,0,0,0,0,0,0
133484,52,0,0,0,0,0,0,0,0
133758,52,0,24,0,0,0,1,0,2
134043,52,0,0,0,0,0,6,0,0
134278,52,0,0,0,0,0,0,0,0
134341,52,0,0,0,0,5,0,0,0
134411,52,0,0,1,2,3,0,0,0
134521,52,0,2,4,0,3,2,0,0
134611,52,0,4,0,0,0,0,0,0
134629,52,0,6,1,5,0,0,0,0
134818,52,0,5,0,3,0,1,4,9
135058,52,6,2,0,0,1,0,0,0
135156,52,0,5,0,0,46,0,9,0
135209,52,0,0,0,0,2,0,0,0
135283,52,0,9,3,0,0,0,0,0
135436,52,0,1,9,0,1,0,0,0
135602,52,0,0,0,0,0,0,0,0
135649,52,0,32,0,0,0,2,0,0
135903,52,13,7,1,2,1,0,0,0
136012,52,0,1,0,0,2,0,0,0
136200,52,6,5,0,0,0,3,0,0
136229,52,0,13,0,0,0,0,1,26
136389,52,0,0,0,21,9,3,0,0
136530,52,0,0,0,1,0,11,0,0
136539,52,0,2,6,0,0,0,0,0
136554,52,0,1,0,0,0,0,0,0
136584,52,7,4,0,0,2,0,0,0
136725,52,0,0,0,0,0,0,0,0
136804,52,0,0,5,0,0,0,0,0
136812,52,0,3,1,0,1,0,0,7
136919,52,0,0,0,0,0,0,0,0
137046,52,0,0,0,0,0,0,0,0
137405,52,0,0,1,0,0,0,0,0
137627,52,1,0,1,4,0,8,0,0
137751,52,0,1,0,0,0,5,0,0
137836,52,0,9,8,0,0,0,0,0
138052,52,0,0,1,0,0,0,11,0
138672,52,0,5,9,0,1,0,0,0
138910,52,0,4,0,0,0,0,0,0
138999,52,0,3,5,0,3,0,0,0
139125,52,0,2,0,0,3,0,0,0
139260,52,0,0,0,0,8,0,0,0
139560,52,0,0,0,0,0,0,0,0
139624,52,0,6,2,0,1,0,0,0
139688,52,0,0,7,1,0,0,0,0
139858,52,0,0,2,2,0,0,0,0
140064,52,0,0,0,0,0,0,0,0
140301,52,0,3,0,0,1,0,0,0
140343,52,6,2,0,0,0,0,0,0
140457,52,0,5,0,0,0,1,0,0
140535,52,0,0,0,0,1,2,0,0
140692,52,0,0,0,0,0,1,0,0
140762,52,0,0,0,0,1,9,0,0
140785,52,0,2,0,0,1,1,0,0
140808,52,0,4,0,0,0,1,0,0
140988,52,1,2,0,0,1,1,0,0
141149,52,0,1,0,3,0,0,0,3
141302,52,0,5,0,0,1,0,0,0
141314,52,0,0,0,0,0,0,0,0
141543,52,0,0,0,0,5,0,0,0
141563,52,6,0,0,0,3,0,0,0
141658,52,0,0,0,0,8,0,0,0
141962,52,1,0,0,0,1,0,0,6
141977,52,0,4,0,0,0,0,0,0
142680,52,0,1,2,6,0,0,0,0
142761,52,0,48,1,0,0,0,13,6
143068,52,0,0,0,0,0,14,0,0
143087,52,0,2,7,0,0,0,0,0
143189,52,0,0,0,0,0,0,0,0
143225,52,0,0,0,0,0,0,0,1
143596,52,0,0,2,0,2,0,0,0
143647,52,0,11,0,0,2,0,0,0
143676,52,0,0,0,3,0,0,0,4
143760,52,0,11,4,0,1,0,0,0
143779,52,0,0,4,2,0,0,0,0
143861,52,0,9,0,0,1,0,0,0
143895,52,0,0,0,0,1,0,0,0
143993,52,0,32,0,0,0,0,0,1
144454,52,0,2,0,0,0,0,0,0
144751,52,0,5,0,0,0,0,0,0
144815,52,0,3,0,0,0,0,0,0
144844,52,0,5,6,0,1,0,0,0
145172,52,0,0,0,0,4,8,0,0
145329,52,0,29,0,0,0,0,0,1
145673,52,0,1,0,0,0,0,0,0
145674,52,0,11,0,0,0,1,0,0
145855,52,0,6,12,0,0,0,0,0
145903,52,0,11,0,0,1,3,0,0
146025,52,0,0,0,0,0,0,0,0
146181,52,0,1,0,0,4,0,0,1
146281,52,0,0,5,0,0,0,0,0
146411,52,0,0,0,0,0,5,0,0
146761,52,0,12,0,0,0,0,0,0
146904,52,0,0,0,0,0,0,0,0
146946,52,0,7,0,0,0,0,0,0
147023,52,0,1,0,0,0,0,0,0
147324,52,0,0,0,1,0,0,0,8
147353,52,0,2,0,0,1,0,0,5
147394,52,0,0,0,0,0,0,0,0
147428,52,0,25,0,0,0,0,0,0
147437,52,0,0,0,0,0,0,0,0
147614,52,0,0,1,0,0,8,0,0
147842,52,0,2,0,0,0,3,1,1
147894,52,0,2,0,0,1,0,0,7
148930,52,0,0,0,0,0,0,0,0
148973,52,0,0,14,0,1,0,0,4
148984,52,0,0,0,0,1,0,0,0
149652,52,0,4,0,0,1,12,0,0
149775,52,0,0,0,0,0,0,0,0
111902,51,0,0,1,0,0,17,0,3
111957,51,0,0,0,0,0,0,0,0
112057,51,0,1,0,0,4,5,0,0
112190,51,0,0,0,2,0,0,0,0
112266,51,0,0,0,0,0,0,0,0
112344,51,4,4,0,0,0,1,0,0
112401,51,0,2,3,0,0,0,0,0
112444,51,0,0,0,3,10,1,0,0
112514,51,0,0,1,0,1,13,0,0
112553,51,0,5,4,0,0,0,0,0
112591,51,0,0,0,0,0,0,0,0
112649,51,0,9,0,0,0,0,0,0
112666,51,0,3,4,0,0,0,0,18
113192,51,0,2,0,0,0,0,0,0
113356,51,0,0,0,1,0,0,0,0
113377,51,0,2,0,0,3,0,0,0
113439,51,0,8,0,5,0,12,0,0
113501,51,0,0,0,0,0,0,0,0
113678,51,0,0,0,0,0,0,0,0
113913,51,0,0,0,0,0,0,0,0
114053,51,0,0,0,0,0,0,0,0
114342,51,0,2,16,0,1,4,0,0
114363,51,0,0,0,0,0,0,0,0
114390,51,1,0,10,0,0,0,0,0
114393,51,0,0,0,0,0,0,0,0
114401,51,5,0,15,0,3,0,0,0
114598,51,0,4,0,0,0,0,0,0
114687,51,0,0,0,0,0,0,0,16
114841,51,0,0,0,0,4,3,0,0
114905,51,0,0,0,0,0,0,0,0
114907,51,0,6,7,0,0,0,0,0
114960,51,1,0,0,0,15,1,0,0
115080,51,0,3,0,0,0,0,0,0
115128,51,0,0,0,0,0,0,0,0
115207,51,0,0,0,0,0,0,0,0
115540,51,0,9,2,0,0,2,0,0
115619,51,0,0,0,0,5,0,0,0
116040,51,0,0,0,0,0,0,0,0
116042,51,0,0,0,0,0,0,0,0
116103,51,2,1,2,0,1,0,0,0
116127,51,0,0,0,0,0,0,0,11
116132,51,0,33,11,0,0,4,0,1
116282,51,0,1,0,0,0,11,0,0
116283,51,0,2,0,1,0,0,0,0
116319,51,0,0,2,0,0,0,0,6
116325,51,0,0,4,0,0,1,0,0
116387,51,0,0,0,0,0,2,0,0
116419,51,0,1,2,0,9,0,0,0
116501,51,0,0,0,0,0,0,0,0
116710,51,0,0,0,0,0,0,0,11
117036,51,0,5,3,0,0,0,0,0
117076,51,0,0,8,0,0,1,0,0
117506,51,0,0,0,0,0,0,0,9
117514,51,1,0,0,0,0,0,0,0
117768,51,0,4,2,0,0,0,0,0
118049,51,2,0,0,0,0,0,0,0
118145,51,0,2,0,0,0,0,0,0
118320,51,0,2,0,0,0,0,0,0
118337,51,0,1,0,11,0,0,0,0
118428,51,0,0,0,0,0,0,0,0
118545,51,0,0,2,0,0,0,0,0
118575,51,0,0,0,0,0,0,0,0
118676,51,0,6,0,0,0,0,0,0
118790,51,0,0,0,0,0,0,0,0
118817,51,0,0,0,0,0,1,0,0
118821,51,0,0,4,0,0,0,0,0
118849,51,0,0,13,0,0,0,0,8
118860,51,0,0,5,0,0,0,0,0
119000,51,6,8,0,0,0,0,0,2
119190,51,0,0,4,0,0,0,0,0
119228,51,0,0,0,0,0,0,0,5
119265,51,0,3,0,6,0,0,0,0
119355,51,0,12,0,0,0,8,0,0
119392,51,0,3,0,0,0,0,0,0
119677,51,0,1,0,0,6,0,0,0
119750,51,5,0,0,0,4,0,0,2
119971,51,0,0,0,0,4,0,0,0
120220,51,0,2,0,0,0,0,0,0
120308,51,0,0,0,0,0,0,0,0
120331,51,0,3,0,0,0,1,0,0
120544,51,0,32,0,0,0,0,0,8
120558,51,0,0,0,0,0,0,0,0
120592,51,0,0,0,0,0,0,0,0
120824,51,1,4,3,0,0,12,0,7
121030,51,0,48,0,0,0,0,0,0
121221,51,0,2,0,0,0,0,0,0
121246,51,1,1,0,0,2,0,0,0
121574,51,9,0,0,0,1,0,0,0
121675,51,0,14,0,0,0,0,0,0
121744,51,0,1,0,0,0,12,0,0
121887,51,0,10,0,0,0,0,0,0
121953,51,0,0,13,0,0,0,0,0
122115,51,0,2,0,0,0,0,0,3
122208,51,0,5,9,0,0,0,0,0
122472,51,0,12,0,0,0,0,0,0
122592,51,0,0,0,0,0,0,0,4
122601,51,0,26,0,0,0,0,0,0
122645,51,0,3,3,2,0,0,0,0
122825,51,0,3,0,0,5,0,0,0
123028,51,1,0,5,0,2,1,0,0
123249,51,0,0,0,0,0,0,0,0
123251,51,0,5,0,1,1,0,0,0
123354,51,0,6,9,0,0,0,0,0
123513,51,0,3,0,0,0,0,0,0
123763,51,0,3,0,0,0,0,0,0
123858,51,0,0,8,0,1,0,0,7
123886,51,0,3,0,0,0,23,0,0
123947,51,5,3,0,0,1,0,0,0
124049,51,9,0,0,1,2,0,0,0
124069,51,0,0,0,0,0,0,0,0
124076,51,0,0,0,0,0,0,0,0
124077,51,0,2,8,0,0,0,0,0
124274,51,0,0,0,0,0,0,0,0
124285,51,8,0,0,1,0,0,0,0
124434,51,0,0,0,0,0,0,0,0
124548,51,0,4,0,0,0,0,0,0
124660,51,0,3,1,0,0,7,0,0
124876,51,0,6,0,1,0,0,0,0
124976,51,1,3,0,0,0,8,0,0
125125,51,0,4,1,0,0,0,0,0
125279,51,0,2,0,7,0,6,0,0
125749,51,0,0,1,0,0,0,0,11
126085,51,0,18,0,0,0,0,0,0
126223,51,0,0,0,5,0,0,0,0
126265,51,0,0,0,0,0,0,0,0
126350,51,0,3,6,0,0,0,0,8
126621,51,0,26,0,0,0,0,0,0
126647,51,0,1,0,0,0,0,0,0
126650,51,0,0,8,0,0,0,0,0
126662,51,0,0,0,0,0,0,0,0
126700,51,0,0,0,0,1,0,0,0
126744,51,0,9,0,0,0,0,0,3
126985,51,0,0,0,0,0,0,0,0
127604,51,0,5,0,0,0,0,0,0
127807,51,0,2,0,0,0,0,0,0
127978,51,0,0,1,0,7,0,0,9
128041,51,0,62,2,0,0,0,0,1
128311,51,4,0,0,1,2,0,0,0
128477,51,0,0,0,0,0,17,0,0
128602,51,0,8,0,0,0,0,0,0
128653,51,0,0,3,0,0,0,0,0
128700,51,0,0,0,0,0,7,0,0
128750,51,7,2,0,1,0,0,0,0
129156,51,4,0,7,0,0,1,0,0
129230,51,0,0,0,0,0,0,0,0
129290,51,0,0,0,0,0,0,0,0
129468,51,0,3,0,0,2,12,0,0
129573,51,1,45,0,0,0,0,0,0
129650,51,0,0,0,0,0,0,0,1
129830,51,0,8,2,0,0,0,0,0
130204,51,0,23,0,0,0,0,0,7
130254,51,0,0,0,0,2,0,0,0
130297,51,0,33,0,0,0,0,0,0
130369,51,0,4,0,0,0,0,0,0
130536,51,0,3,0,10,0,4,0,0
130558,51,0,0,0,0,2,0,0,0
130567,51,0,14,5,0,0,2,0,0
130612,51,0,0,0,0,0,0,0,0
130684,51,2,0,0,0,0,15,0,0
130767,51,2,9,1,0,0,0,0,0
130807,51,0,0,0,0,0,0,0,0
130868,51,0,2,0,0,5,0,0,0
131002,51,2,0,1,0,2,0,0,0
131061,51,0,0,0,0,0,0,0,2
131144,51,0,13,5,0,0,0,0,0
131264,51,0,0,0,0,0,1,0,0
131298,51,0,3,0,0,0,0,0,0
131311,51,0,5,0,0,1,0,0,0
131332,51,0,2,0,0,0,0,0,0
131457,51,0,0,4,1,0,0,0,0
131546,51,0,0,0,1,0,0,1,0
131609,51,0,0,0,0,3,0,0,0
132181,51,0,10,0,1,3,7,0,0
132699,51,0,2,1,0,1,0,0,0
132741,51,0,2,0,0,3,8,0,0
132763,51,0,1,0,0,0,5,0,0
132880,51,1,3,0,0,0,0,0,0
133034,51,0,0,3,0,1,3,0,0
133074,51,2,0,0,0,11,1,0,0
133187,51,0,12,0,0,0,0,0,0
133274,51,0,0,0,1,0,4,0,0
133575,51,0,6,0,0,0,0,0,5
133604,51,0,4,0,0,0,0,0,0
133872,51,26,0,0,5,3,0,0,4
134122,51,0,0,0,0,3,15,0,0
134241,51,0,3,7,0,1,0,0,0
134485,51,0,0,0,1,4,0,0,0
134520,51,0,3,9,0,0,0,0,0
135017,51,0,9,0,1,0,5,0,4
135076,51,0,0,0,1,5,0,0,0
135305,51,0,0,0,0,0,0,0,0
135412,51,0,17,6,0,0,0,0,0
135613,51,0,10,0,1,0,0,0,0
135712,51,0,8,1,1,0,0,0,3
135724,51,0,0,0,0,0,3,0,0
136079,51,0,0,0,0,2,0,0,0
136132,51,0,1,0,0,8,0,0,0
136152,51,0,5,0,2,0,12,0,0
136204,51,0,3,0,1,0,0,0,0
136366,51,0,0,0,0,5,8,0,1
136674,51,0,0,0,0,2,0,0,0
136792,51,0,5,0,0,4,0,0,0
137075,51,0,0,0,0,4,0,0,0
137111,51,0,0,0,0,0,0,0,0
137219,51,0,0,0,0,0,0,0,0
137318,51,0,1,0,0,1,4,0,0
137373,51,0,3,0,0,0,0,0,0
137493,51,0,1,2,0,0,0,0,0
137576,51,0,0,0,0,0,0,0,0
137720,51,68,0,0,0,0,0,0,3
137807,51,0,5,0,3,0,0,0,0
137944,51,0,6,1,0,1,0,0,0
138181,51,0,5,0,0,0,0,0,0
138204,51,0,0,0,2,5,0,0,0
138286,51,0,0,0,0,1,0,0,9
138307,51,0,5,0,0,0,0,0,0
138336,51,0,0,1,0,0,1,0,0
138401,51,0,0,0,0,0,0,0,0
138800,51,4,0,0,0,1,0,0,0
138826,51,0,0,0,0,1,0,0,18
138913,51,0,2,4,0,1,7,0,0
138969,51,0,2,0,0,0,1,0,0
139021,51,1,1,1,0,0,0,0,0
139054,51,0,3,0,0,0,1,0,0
139079,51,0,0,2,0,0,0,0,0
139087,51,0,3,13,0,0,1,0,4
139227,51,0,0,0,0,0,0,0,0
139261,51,0,0,9,0,4,0,0,0
139491,51,0,1,0,0,0,0,0,8
139556,51,1,0,0,3,0,0,0,0
139788,51,2,21,0,0,0,0,0,11
140270,51,0,0,0,0,0,8,0,0
140287,51,0,0,0,0,0,0,0,0
140534,51,0,0,0,0,2,0,0,0
140622,51,0,0,0,0,0,1,0,0
140777,51,0,0,0,0,0,6,0,0
140927,51,0,0,0,0,0,1,0,0
140964,51,0,3,10,0,0,1,0,0
140989,51,0,0,8,0,2,1,0,2
141189,51,0,5,1,0,4,0,0,0
141203,51,0,0,0,0,0,0,0,0
141441,51,0,0,0,0,2,0,0,0
141644,51,12,0,0,0,15,0,0,0
141674,51,0,4,3,0,0,0,0,0
141752,51,0,0,0,5,0,15,0,0
141760,51,0,1,1,8,2,0,0,0
141832,51,0,0,0,2,4,0,0,0
141968,51,0,2,0,0,0,0,0,0
141979,51,0,0,0,0,1,0,0,6
142045,51,0,0,0,1,1,0,0,0
142107,51,0,0,12,0,1,1,0,29
142333,51,0,6,0,0,1,0,0,0
142369,51,0,0,0,0,0,2,0,0
142470,51,0,0,0,0,0,0,0,0
142512,51,0,0,13,0,0,0,0,0
142540,51,0,1,0,0,1,0,0,0
142606,51,0,0,0,0,5,0,0,0
142734,51,0,2,0,0,0,0,0,0
142809,51,0,22,0,0,0,0,0,0
142893,51,0,0,0,0,0,0,0,0
143022,51,0,2,2,0,1,0,0,2
143053,51,5,0,0,4,1,0,0,0
143160,51,1,2,0,3,0,0,0,0
143163,51,0,11,0,0,0,0,0,0
143188,51,0,0,0,0,1,5,0,0
143191,51,0,1,3,0,0,1,0,0
143493,51,0,5,0,2,0,0,0,0
143670,51,0,2,0,0,0,0,0,0
143865,51,0,0,0,5,0,0,0,0
144086,51,0,4,0,0,0,0,0,0
144283,51,0,13,0,0,0,0,0,0
144323,51,0,3,0,0,0,0,0,0
144427,51,0,1,0,3,0,2,0,0
144486,51,0,0,0,0,0,0,0,0
144911,51,0,0,0,0,0,0,0,0
144926,51,0,1,0,0,1,0,0,0
145026,51,0,0,0,0,0,0,0,0
145352,51,0,0,0,0,0,0,0,0
145637,51,0,0,0,0,0,0,0,0
145688,51,3,0,0,0,1,0,0,1
145892,51,4,0,0,0,0,20,0,0
146226,51,0,3,0,0,0,0,0,0
146240,51,0,0,0,0,0,0,0,0
146278,51,0,2,0,1,0,0,0,0
146336,51,0,2,9,0,0,0,0,0
146372,51,0,2,4,0,0,0,0,0
146391,51,0,4,4,0,0,0,0,0
146400,51,0,0,6,0,0,0,0,0
146510,51,0,3,0,0,0,0,0,0
146664,51,0,0,4,0,0,0,0,0
146692,51,0,1,6,0,0,0,0,0
146771,51,0,4,0,0,0,3,0,0
146824,51,0,8,0,0,0,0,0,0
146835,51,0,3,7,0,0,0,0,0
147311,51,0,1,0,0,0,0,0,5
147354,51,0,14,1,0,1,0,0,3
147446,51,0,0,0,0,0,0,0,0
147484,51,0,0,16,0,1,0,0,0
147774,51,0,1,0,0,0,0,0,0
147776,51,0,0,9,0,0,0,0,0
148865,51,0,0,12,1,0,0,0,0
148866,51,0,2,0,0,0,0,0,2
148924,51,0,0,0,0,1,0,0,0
148929,51,0,0,1,3,0,8,0,0
148972,51,4,0,0,0,1,0,0,5
149612,51,0,11,0,0,1,0,0,0
149673,51,0,1,0,0,0,0,0,0
149703,51,0,0,0,0,0,0,0,3
149776,51,0,2,0,0,0,3,0,0
149829,51,0,1,0,0,0,7,0,0
149833,51,0,0,1,0,0,0,0,0
149883,51,0,3,0,0,0,0,0,0
111999,50,2,0,7,0,1,0,0,0
112774,50,0,0,0,8,3,17,0,0
112872,50,0,0,0,0,0,0,0,0
112924,50,12,0,10,0,6,1,0,0
112993,50,0,0,0,0,0,0,0,0
113111,50,3,0,1,0,0,0,0,2
113186,50,0,0,0,0,0,4,0,0
113293,50,0,0,0,0,0,0,0,14
113503,50,0,0,0,0,0,0,0,0
113504,50,0,1,0,0,0,0,0,7
113662,50,0,0,12,0,0,0,0,0
113777,50,15,2,0,1,9,0,0,1
113838,50,0,1,0,0,0,0,0,0
114090,50,0,4,0,0,14,0,0,1
114427,50,0,0,0,0,3,11,0,0
114633,50,0,0,0,0,0,0,0,0
114641,50,1,0,4,0,0,0,0,0
114655,50,0,2,0,0,0,9,0,0
114911,50,0,2,0,0,0,0,0,11
115012,50,0,0,0,0,0,0,0,0
115031,50,0,0,0,0,1,0,0,0
115389,50,0,0,0,0,0,2,0,0
115566,50,14,1,0,0,1,0,0,0
115701,50,0,1,0,2,2,3,0,0
115888,50,0,0,0,0,0,8,0,0
115953,50,0,0,0,0,1,0,0,10
115957,50,0,0,0,0,0,0,0,0
116107,50,0,2,0,0,1,0,0,0
116281,50,0,0,0,0,0,0,0,8
116346,50,0,2,0,0,2,3,0,0
116591,50,0,0,0,0,0,0,0,16
117077,50,0,0,3,0,0,0,0,0
117158,50,0,3,0,0,0,0,0,0
117223,50,0,0,0,0,0,0,0,0
117242,50,0,0,5,0,0,0,0,0
117347,50,0,0,1,0,0,1,0,4
117498,50,0,0,0,0,0,0,0,0
117609,50,0,0,0,0,0,0,0,0
117644,50,0,0,0,0,0,0,0,19
117688,50,0,0,0,2,1,5,0,0
117789,50,0,0,0,0,0,0,0,4
117805,50,0,0,0,0,0,0,0,13
117987,50,0,0,0,0,0,0,0,9
118083,50,0,0,0,0,0,3,0,0
118209,50,0,2,0,0,0,0,0,0
118303,50,0,2,0,4,0,7,0,0
118547,50,0,3,3,0,0,7,0,0
118802,50,7,23,0,0,0,0,0,0
118881,50,3,0,0,0,0,0,0,0
118930,50,0,0,0,0,0,2,0,0
119161,50,0,0,0,0,0,0,0,0
119205,50,0,0,0,0,0,0,0,4
119337,50,0,1,4,0,0,6,0,0
119351,50,2,13,0,0,0,0,0,0
119356,50,0,0,0,0,0,0,0,0
119365,50,10,0,0,0,3,0,0,0
119415,50,7,8,1,0,1,0,0,0
119420,50,0,5,0,0,0,0,0,0
119423,50,0,0,0,0,0,0,0,5
119533,50,0,0,0,0,0,1,0,0
119576,50,0,0,7,0,1,0,0,0
119608,50,0,1,0,1,1,1,0,0
119757,50,5,1,0,0,0,1,0,0
119771,50,0,0,6,0,0,0,0,0
119793,50,0,0,0,0,0,26,0,0
119814,50,0,0,0,0,0,0,0,0
119867,50,5,2,0,0,7,0,0,0
119902,50,0,2,0,0,2,8,0,0
119946,50,2,0,0,0,0,0,0,0
120509,50,0,0,0,0,0,0,0,0
120607,50,0,0,0,7,0,0,0,0
120638,50,0,0,0,0,0,0,0,0
120639,50,0,0,0,1,0,0,0,0
120649,50,0,0,0,0,0,0,0,0
120675,50,0,7,0,0,0,0,0,0
120787,50,0,0,1,2,0,0,0,0
120825,50,0,0,8,0,0,0,0,0
121225,50,14,94,0,0,0,0,0,0
121396,50,0,0,0,0,2,0,0,0
121442,50,0,5,0,0,3,0,0,0
121451,50,0,10,0,0,2,0,0,0
121494,50,2,9,0,0,0,0,0,0
121513,50,0,0,3,0,0,1,0,0
121576,50,0,0,0,0,3,0,0,0
121650,50,0,0,0,0,0,0,0,0
121678,50,0,0,0,0,0,0,0,0
121680,50,0,0,2,0,0,0,0,0
121755,50,1,0,0,8,15,0,0,2
122086,50,0,0,0,0,1,0,0,0
122207,50,0,1,0,0,0,0,0,0
122292,50,0,5,0,0,0,0,0,0
122402,50,0,6,0,0,1,0,0,0
122431,50,0,6,0,0,0,0,0,0
122633,50,0,8,0,0,0,0,0,0
122641,50,0,5,1,0,0,0,0,0
122649,50,0,0,0,0,1,0,0,0
122651,50,0,6,0,0,0,0,0,0
122768,50,0,0,0,0,0,0,0,0
122774,50,0,26,0,0,0,0,0,0
122796,50,1,0,8,0,0,6,0,0
122980,50,0,26,0,0,0,0,4,0
123133,50,0,0,0,0,0,0,0,10
123230,50,0,2,0,0,0,0,0,0
123373,50,0,0,0,0,2,0,0,0
123544,50,0,41,4,0,0,0,0,0
123855,50,0,5,0,0,0,0,0,0
123965,50,0,0,0,0,0,0,0,7
124003,50,4,0,0,0,0,0,0,0
124158,50,0,14,0,0,0,0,0,0
124359,50,0,4,7,0,0,0,0,0
124538,50,0,0,1,0,0,18,0,0
124546,50,0,0,0,0,0,17,0,0
124553,50,0,0,0,0,0,0,0,0
125093,50,0,11,0,0,0,0,0,0
125111,50,0,7,0,1,2,0,0,0
125168,50,0,0,0,0,0,6,0,0
125268,50,0,0,0,0,2,5,0,0
125376,50,0,0,0,0,1,26,0,0
125380,50,0,2,0,4,0,4,0,0
125383,50,0,2,0,1,1,2,0,0
125450,50,0,0,0,0,0,8,0,0
125597,50,0,0,0,0,0,5,0,6
125599,50,0,0,0,0,0,0,0,0
125754,50,1,0,0,0,0,0,0,17
126044,50,0,38,0,0,0,4,9,3
126084,50,0,20,0,0,0,0,0,0
126139,50,6,0,0,0,0,0,0,0
126146,50,0,0,0,0,2,0,0,0
126263,50,0,1,0,1,0,0,0,3
126264,50,0,0,0,2,0,0,0,0
126307,50,3,4,0,0,0,0,0,0
126407,50,0,2,0,1,0,0,0,1
126468,50,5,4,2,0,0,0,0,0
126814,50,0,0,0,0,0,0,0,0
126859,50,0,9,0,0,0,0,0,0
127030,50,0,0,0,0,0,4,0,0
127106,50,0,0,0,0,0,0,0,0
127136,50,0,2,0,0,0,9,0,0
127229,50,0,3,7,0,0,0,0,0
127426,50,0,9,0,0,0,1,0,0
127511,50,0,2,0,0,0,0,0,0
127641,50,3,15,0,0,0,0,0,0
127661,50,0,1,0,0,0,0,0,0
