"message_id","F09F918D","F09F9881","F09FA4AE","E29DA4","F09FA4AC","F09F918F","F09F918E","F09F94A5","F09F928A","F09FA494","F09F92AF","F09F98A2","F09F998F","F09F918C","F09F958A","F09F9988","F09FA4AF","F09F98A1","F09FA4B7","other"
70521,44,0,0,42,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70726,44,0,0,0,1,0,0,147,0,7,0,0,15,0,0,0,0,0,0,0
71710,44,1,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71848,44,35,0,0,2,0,0,0,0,0,0,0,0,0,0,91,10,0,0,0
72535,44,187,34,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0
72643,44,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72659,44,9,0,4,0,189,0,0,0,9,0,0,0,0,1,0,0,0,0,0
72730,44,505,93,3,0,0,0,1,0,6,0,0,0,0,6,12,0,0,0,6
52926,43,0,0,1,0,0,22,352,0,9,0,0,0,0,0,0,0,0,0,0
52947,43,1,0,58,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
52957,43,275,0,5,0,0,0,10,0,14,0,0,0,0,2,0,0,0,0,0
53026,43,7,0,1,0,1,124,11,0,4,0,0,0,0,9,0,0,0,0,0
53388,43,166,0,5,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0
53449,43,0,0,6,0,0,20,190,0,2,0,0,0,0,1,0,0,0,0,0
53812,43,0,0,18,0,0,9,2,0,73,0,0,0,0,0,0,0,0,0,0
54141,43,241,0,3,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0
54198,43,316,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0
54316,43,39,0,0,0,86,1,4,0,9,0,0,0,0,2,0,0,0,0,0
54375,43,0,0,2,0,0,3,12,0,51,0,0,0,0,145,0,0,0,0,0
55053,43,252,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
55261,43,7,0,0,0,0,6,21,0,146,0,0,0,0,0,0,0,0,0,0
55840,43,62,0,299,0,205,11,0,0,1,0,0,0,0,0,0,0,0,0,0
56092,43,215,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56153,43,0,0,3,0,110,1,26,0,15,0,0,0,0,12,0,0,0,0,0
56165,43,0,0,5,0,0,165,10,0,16,0,0,0,0,0,0,0,0,0,0
56380,43,371,0,0,0,0,42,16,0,8,0,0,0,0,0,0,0,0,0,0
56795,43,269,0,2,0,8,0,0,0,2,0,0,0,0,14,0,0,0,0,0
56901,43,32,0,3,0,2,188,64,0,1,0,0,0,0,0,0,0,0,0,0
58582,43,4,0,0,0,135,0,0,0,20,0,0,0,0,0,0,0,0,0,0
58583,43,132,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
58755,43,0,0,5,0,0,0,0,0,7,0,0,0,0,222,0,0,0,0,0
59870,43,182,0,1,0,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0
60754,43,2,0,5,0,163,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61303,43,68,0,9,0,321,0,0,0,3,0,0,0,0,0,0,0,0,0,0
61716,43,0,0,188,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61927,43,0,0,3,0,122,0,0,0,0,0,0,13,0,0,0,0,0,0,0
62648,43,16,0,1,135,4,0,0,0,4,0,0,0,0,9,0,0,0,0,1
64192,43,191,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1
64234,43,14,6,45,0,141,2,0,0,1,307,0,15,0,0,1,0,0,0,2
64618,43,0,0,143,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64772,43,1,0,0,0,0,0,97,0,11,0,0,18,0,0,0,0,0,0,1
65169,43,0,55,0,271,5,0,0,0,4,0,0,0,0,1,0,0,0,0,1
65641,43,143,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
66050,43,21,0,1,0,207,0,0,2,5,0,0,1,0,0,0,0,0,0,0
66277,43,21,0,181,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0
67205,43,32,5,0,0,0,119,0,0,7,0,0,0,0,0,0,0,0,0,0
67845,43,197,7,2,0,0,0,0,22,4,0,0,0,0,0,3,0,0,0,4
68389,43,282,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
68520,43,0,0,38,0,453,0,2,0,4,72,0,0,0,0,0,0,0,0,0
69352,43,5,15,0,0,0,27,117,0,11,0,0,0,0,0,0,0,4,0,0
70004,43,0,0,78,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
70489,43,6,0,83,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
70494,43,1,0,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70635,43,3,0,4,0,152,1,0,0,10,0,0,0,0,0,0,0,0,0,0
70947,43,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71015,43,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71493,43,18,0,3,0,106,0,0,0,10,0,0,0,0,0,0,0,0,0,0
71928,43,13,0,1,0,152,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52789,42,0,0,3,0,0,16,227,0,13,0,0,0,0,0,0,0,0,0,0
52887,42,344,0,4,0,0,98,13,0,4,0,0,0,0,0,0,0,0,0,0
53886,42,197,0,2,0,0,2,8,0,2,0,0,0,0,0,0,0,0,0,0
54017,42,315,0,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3
54525,42,0,0,129,0,0,2,0,0,0,0,0,0,0,390,0,0,0,0,0
55219,42,263,0,1,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0
55705,42,3,0,10,0,34,539,119,0,0,0,0,0,0,0,0,0,0,0,0
56287,42,0,0,1,0,4,0,139,0,0,0,0,0,0,0,0,0,0,0,0
56788,42,0,0,0,0,118,4,0,0,8,0,0,0,0,18,0,0,0,0,0
56902,42,0,0,1,0,130,19,0,0,12,0,0,0,0,0,0,0,0,0,0
57024,42,270,0,1,0,3,1,0,0,10,0,0,0,0,0,0,0,0,0,0
57216,42,98,0,0,0,182,3,1,0,10,0,0,0,0,0,0,0,0,0,0
57225,42,454,0,5,0,10,5,7,0,0,0,0,0,0,0,0,0,0,0,0
57347,42,0,0,62,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58207,42,16,0,0,0,0,8,73,0,1,0,0,0,0,0,0,0,0,0,0
59617,42,255,10,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
60029,42,146,0,0,1,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0
60054,42,5,21,4,0,0,218,0,0,36,0,0,0,0,2,0,0,0,0,0
60769,42,0,0,13,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62687,42,245,15,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1
62771,42,13,264,0,0,0,0,58,0,29,3,3,0,0,0,0,0,0,0,1
62892,42,22,0,4,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63212,42,0,0,2,0,0,0,0,0,1,140,0,0,0,0,0,0,0,0,1
63458,42,153,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,1
63914,42,174,3,4,0,2,0,9,7,2,0,0,0,0,0,0,0,0,0,3
63958,42,0,0,120,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
64422,42,0,0,17,0,0,0,1,0,0,0,163,0,0,0,0,0,0,0,1
64468,42,3,139,4,4,0,6,11,0,3,0,0,0,0,0,171,15,0,0,3
64691,42,190,0,1,0,0,0,0,0,9,0,0,0,0,25,0,0,0,0,1
65411,42,117,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2
67317,42,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67581,42,4,1,6,0,135,14,0,0,14,0,0,0,0,0,0,0,0,0,0
67730,42,0,0,2,0,0,4,4,0,100,0,0,0,0,0,0,0,0,0,0
67888,42,225,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
68107,42,220,20,2,1,0,2,2,164,0,0,0,0,0,0,6,1,0,0,0
68248,42,0,0,5,0,102,0,0,0,0,266,0,0,2,0,0,0,0,0,0
68440,42,8,0,9,0,190,2,0,0,12,0,0,0,6,2,0,0,0,0,1
69234,42,143,0,2,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0
69495,42,35,0,1,2,5,5,4,15,3,0,0,0,0,0,154,5,0,0,0
69721,42,163,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0
69798,42,0,0,103,0,329,0,0,0,1,0,0,6,0,0,0,0,0,0,0
70895,42,0,0,66,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
71544,42,0,0,19,0,80,0,0,0,0,8,0,0,245,0,0,0,0,0,0
71679,42,54,31,0,0,0,13,0,0,20,0,0,0,0,0,172,0,0,0,0
71805,42,333,0,2,0,9,0,1,0,0,26,0,0,0,0,0,0,0,0,5
72284,42,0,0,76,0,289,0,0,0,0,0,0,0,3,0,0,0,0,0,0
72691,42,3,7,0,0,3,2,0,0,119,12,0,0,0,0,0,0,0,0,0
52787,41,2,0,3,0,1,14,202,0,10,0,0,0,0,6,0,0,0,0,0
53119,41,0,0,7,0,1,34,5,0,132,0,0,0,0,0,0,0,0,0,0
53431,41,0,0,6,0,0,2,0,0,8,0,0,0,0,392,0,0,0,3,0
53573,41,0,0,6,0,84,2,0,0,133,0,0,0,0,17,0,0,0,0,0
53684,41,155,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
53698,41,0,0,8,0,0,0,0,0,19,0,0,0,0,148,0,0,0,0,0
53762,41,8,0,1,0,0,7,0,0,145,0,0,0,0,1,0,0,0,0,0
54640,41,12,0,17,0,0,4,0,0,145,0,0,0,0,29,0,0,0,0,0
54898,41,151,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
54956,41,19,0,44,0,231,0,0,0,2,0,0,0,0,4,0,0,0,0,0
55031,41,25,0,4,0,116,0,0,0,35,0,0,0,0,4,0,0,0,0,0
55878,41,0,0,5,0,3,2,172,0,3,0,0,0,0,0,0,0,0,0,0
55993,41,0,0,2,0,0,210,1,0,71,0,0,0,0,0,0,0,0,0,0
56829,41,0,0,5,0,0,0,24,0,13,0,0,0,0,175,0,0,0,0,0
57189,41,141,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57658,41,188,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57785,41,327,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
58053,41,0,0,71,0,228,0,0,0,0,0,0,0,0,4,0,0,0,0,0
58232,41,186,0,3,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0
58500,41,11,0,0,0,0,208,14,0,21,0,0,0,0,0,0,0,0,0,0
58659,41,0,0,18,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0
58774,41,0,0,271,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59026,41,0,0,157,0,17,0,2,0,0,0,0,0,0,0,0,0,0,1,0
59068,41,0,0,287,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60735,41,3,0,461,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61035,41,0,0,192,0,89,0,0,0,2,0,0,0,0,23,0,0,0,0,0
61633,41,0,1,9,0,297,0,0,0,1,57,0,0,0,0,0,0,0,0,0
62335,41,1,0,2,0,5,0,0,0,95,0,0,0,0,0,0,0,0,0,1
62531,41,9,0,0,0,151,0,0,0,4,0,0,0,0,0,0,0,0,0,1
62903,41,171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
63376,41,0,1,41,0,0,0,0,0,4,0,0,203,0,97,0,0,0,0,1
63760,41,0,0,2,0,7,0,1,0,181,0,0,0,0,0,0,0,0,0,3
64162,41,572,30,0,0,0,0,0,109,3,0,0,0,0,0,0,0,0,0,1
64229,41,219,24,0,0,6,1,2,0,5,0,0,0,0,0,0,0,0,0,3
65949,41,243,0,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0
66344,41,390,151,0,2,16,0,4,2,1,0,0,0,0,0,0,6,0,0,0
66636,41,373,0,6,0,17,0,8,0,0,6,0,0,0,0,0,0,0,0,10
68477,41,15,1,2,0,0,3,6,2,150,0,0,0,0,0,0,5,0,0,0
68535,41,203,0,23,0,2,0,0,0,0,65,0,0,9,0,0,0,0,0,0
69177,41,39,0,2,0,0,0,202,99,16,0,0,0,0,0,0,0,6,0,0
69349,41,0,0,1,0,8,4,134,0,16,0,0,0,0,0,0,0,0,0,0
70764,41,10,0,1,0,139,1,0,0,4,0,0,0,0,0,0,0,0,0,0
71277,41,0,0,2,0,136,4,0,0,4,0,0,0,0,0,0,0,0,0,0
72065,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
72296,41,0,0,17,0,175,0,0,0,0,0,0,0,0,1,0,0,0,0,1
72502,41,5,0,11,0,160,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72814,41,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52764,40,215,0,3,0,631,2,0,0,3,0,0,0,0,0,0,0,0,0,0
53082,40,276,0,4,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0
53865,40,214,0,6,0,107,0,0,0,8,0,0,0,0,0,0,0,0,0,0
54480,40,0,0,13,0,0,20,108,0,1,0,0,0,0,409,0,0,0,0,0
55810,40,127,0,2,0,0,1,2,0,12,0,0,0,0,0,0,0,0,0,0
56050,40,21,0,2,0,4,3,0,0,130,0,0,0,0,14,0,0,0,0,0
56532,40,90,0,5,0,5,6,156,0,8,0,0,0,0,0,0,0,0,0,0
56543,40,11,0,2,0,0,0,0,0,118,0,0,0,0,72,0,0,0,0,0
57288,40,14,0,4,0,12,14,153,0,0,0,0,0,0,0,0,0,0,0,0
58567,40,165,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
58634,40,0,0,0,0,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58663,40,0,0,1,0,7,344,21,0,28,0,0,0,0,0,0,0,0,0,0
59303,40,0,0,2,0,0,5,119,0,18,0,0,0,0,0,0,0,0,0,0
60037,40,203,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
60155,40,28,0,1,0,2,0,3,0,118,0,0,0,0,16,0,0,0,0,0
60766,40,2,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60841,40,232,0,1,0,0,0,0,4,8,0,0,0,0,0,0,7,0,0,0
60965,40,0,4,8,1,0,4,0,0,125,0,0,0,0,0,0,0,0,0,0
61198,40,80,0,147,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61977,40,233,3,7,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,1
63011,40,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63027,40,5,676,5,14,0,7,0,14,1,0,0,0,0,0,25,0,29,0,1
64244,40,0,0,0,207,0,3,0,0,14,0,0,8,0,0,0,0,0,0,2
64409,40,193,4,3,0,0,0,0,0,5,0,0,0,0,0,8,1,0,0,11
64437,40,0,0,0,0,0,74,0,0,0,1,0,0,0,0,0,0,0,0,1
64693,40,17,0,1,7,0,2,0,2,137,0,0,0,0,4,0,0,0,0,4
65632,40,0,0,0,196,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0
66133,40,205,0,3,1,12,0,0,2,0,3,0,0,0,0,0,0,0,0,0
66326,40,225,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7
66430,40,44,131,0,3,0,9,1,0,177,0,0,0,0,2,0,0,5,0,0
66696,40,365,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,11
66856,40,0,15,1,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0
67106,40,150,6,14,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
67687,40,0,0,13,0,181,1,0,0,1,0,0,0,0,2,0,0,0,0,0
68174,40,93,7,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0
68296,40,12,0,0,0,216,1,0,0,0,0,0,0,0,0,23,0,0,0,5
68329,40,1,0,6,0,0,0,0,0,17,0,0,138,0,4,0,0,0,0,0
68537,40,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68834,40,8,0,1,2,152,0,0,0,11,0,0,0,0,0,0,0,0,0,0
69720,40,0,0,8,0,9,0,0,0,4,0,443,21,0,3,0,0,0,0,0
69914,40,0,0,65,0,0,0,0,0,23,0,0,0,0,0,0,0,2,0,0
70350,40,0,0,65,0,351,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70752,40,0,0,11,0,155,0,1,0,0,0,1,0,0,0,0,0,0,0,0
71259,40,271,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71445,40,120,0,5,0,4,7,1,0,4,0,0,0,0,0,0,0,2,0,0
72226,40,144,0,5,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0
72861,40,286,65,1,0,0,0,2,117,0,0,0,0,0,0,0,0,0,0,0
53953,39,97,0,2,0,0,1,0,0,55,0,0,0,0,0,0,0,0,0,0
54391,39,0,0,8,0,0,4,12,0,0,0,0,0,0,142,0,0,0,0,0
55160,39,214,0,5,0,2,0,1,0,8,0,0,0,0,0,0,0,0,0,0
56983,39,183,0,2,0,3,24,0,0,2,0,0,0,0,0,0,0,0,0,0
57196,39,0,0,1,0,136,3,13,0,0,0,0,0,0,0,0,0,0,0,0
57672,39,0,0,138,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57771,39,371,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
58012,39,0,0,258,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58502,39,231,0,0,0,0,0,0,0,18,0,0,0,0,11,0,0,0,0,0
58786,39,0,0,29,0,3,0,0,0,137,0,0,0,0,61,0,0,0,2,0
58902,39,0,0,1,0,0,0,2,0,118,0,0,0,0,9,0,0,0,0,0
59490,39,474,0,0,0,2,36,18,0,2,0,0,0,0,0,0,0,0,0,0
59755,39,157,0,1,0,10,1,0,0,1,0,0,0,0,13,0,0,0,0,0
60169,39,0,0,68,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
60449,39,231,0,1,0,0,11,9,0,43,0,0,14,0,0,0,0,0,0,0
61048,39,101,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
61142,39,455,0,11,0,7,0,0,25,2,0,0,0,0,0,0,4,0,0,0
62053,39,123,14,0,0,2,0,2,0,9,0,2,0,0,0,0,0,0,0,1
63562,39,196,115,0,0,4,0,0,11,5,0,0,22,0,0,18,0,0,0,1
63832,39,176,3,0,0,0,3,0,0,16,0,0,0,0,0,0,3,0,0,2
64389,39,354,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,1
64525,39,272,0,4,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,8
64701,39,245,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5
64806,39,36,0,2,0,2,114,0,0,47,0,2,0,0,0,1,0,0,0,1
64945,39,0,171,0,0,0,3,5,0,18,0,0,0,0,0,0,19,0,0,2
66227,39,6,0,3,147,2,5,217,0,2,0,0,0,0,0,0,0,3,0,0
66561,39,265,19,1,9,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
66690,39,241,0,6,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
67143,39,297,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
67700,39,1,0,3,0,3,0,0,0,0,163,0,11,0,0,0,0,0,0,0
68482,39,144,8,2,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0
69039,39,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69373,39,30,0,0,0,0,0,0,0,1,0,0,167,0,14,0,0,0,0,4
69749,39,89,0,1,0,0,0,0,3,15,0,0,0,0,0,1,0,0,0,3
70243,39,4,3,2,0,0,6,0,0,122,0,0,0,0,0,0,0,0,0,0
70630,39,0,0,8,0,219,1,2,0,0,0,0,0,0,0,0,0,0,0,0
70653,39,0,0,17,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70660,39,27,0,6,2,90,15,0,11,13,263,0,0,0,0,10,0,0,0,2
70936,39,0,0,2,118,0,2,4,0,23,0,27,2,0,0,0,0,0,0,2
72390,39,0,0,5,0,149,0,0,0,0,0,0,0,0,8,0,0,0,0,0
54849,38,58,0,4,0,0,266,21,0,7,0,0,0,0,0,0,0,0,0,0
55182,38,0,0,0,0,0,0,0,0,132,0,0,0,0,5,0,0,0,0,0
55404,38,0,0,368,0,113,0,0,0,0,0,0,0,0,0,0,0,0,4,0
56103,38,420,0,3,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0
56427,38,0,0,10,0,99,7,4,0,2,0,0,0,0,0,0,0,0,0,0
57083,38,301,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
57439,38,236,0,1,0,3,10,0,0,7,0,0,0,0,0,0,0,0,0,0
57567,38,183,0,3,0,104,0,0,0,4,0,0,0,0,0,0,0,0,0,0
58873,38,0,0,217,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0
59117,38,3,0,0,0,10,29,202,0,3,0,0,0,0,0,0,0,0,0,0
59291,38,31,0,0,0,5,120,7,0,23,0,0,0,0,0,0,0,0,0,0
59311,38,0,0,13,0,0,1,0,0,0,0,0,0,0,258,0,0,0,0,0
60261,38,58,325,0,0,0,10,35,20,0,0,0,0,0,0,0,0,0,0,0
60801,38,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62117,38,2,627,6,29,0,0,46,10,6,19,1,0,0,0,0,2,0,0,0
63880,38,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
64690,38,19,170,0,0,0,0,2,4,122,0,0,0,0,0,0,0,0,0,6
64721,38,6,241,1,0,0,13,0,0,42,0,0,0,0,5,0,0,0,0,1
64797,38,134,2,0,0,0,2,0,0,22,0,0,1,0,0,0,0,0,0,1
66053,38,7,0,1,21,0,9,6,0,137,1,0,0,0,0,0,0,0,0,0
66464,38,169,27,4,0,0,9,9,0,1,0,0,0,0,0,4,0,0,0,4
66471,38,0,0,2,0,15,0,0,0,8,171,0,0,0,0,0,0,0,0,0
66485,38,165,0,1,4,0,2,9,2,3,0,0,0,0,0,0,0,0,0,0
67085,38,170,17,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
67396,38,0,2,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68129,38,0,0,104,0,4,4,0,0,4,0,0,0,0,3,0,0,0,0,0
68142,38,0,0,0,0,5,3,0,0,132,0,0,0,0,0,0,0,0,0,0
69665,38,56,0,3,0,409,1,0,2,0,17,0,0,0,0,0,0,0,0,0
69938,38,0,0,206,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70330,38,0,71,1,0,0,0,0,0,23,0,0,0,0,0,0,78,0,0,0
70998,38,0,0,186,0,4,1,0,0,46,0,0,0,0,0,0,0,0,0,0
71671,38,56,6,0,3,0,14,0,7,1,0,0,0,0,0,128,2,0,0,0
71970,38,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72640,38,8,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
72758,38,0,0,19,0,272,0,0,0,1,15,0,0,0,0,0,0,0,0,0
53320,37,127,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
54062,37,10,0,1,0,0,35,278,0,3,0,0,0,0,3,0,0,0,0,0
54066,37,2,0,1,0,204,0,0,0,2,0,0,0,0,0,0,0,0,0,0
54365,37,203,0,2,0,0,3,8,0,2,0,0,0,0,0,0,0,0,0,0
56017,37,75,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56938,37,0,0,125,0,65,0,0,0,25,0,0,0,0,0,0,0,0,0,0
57103,37,62,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
57443,37,0,0,0,0,2,2,85,0,18,0,0,0,0,0,0,0,0,0,0
57477,37,117,0,1,0,0,0,12,0,64,0,0,0,0,0,0,0,0,0,0
58527,37,17,0,4,0,162,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58777,37,55,0,22,0,337,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59066,37,24,0,0,0,125,2,0,0,3,0,0,0,0,0,0,0,0,0,0
59993,37,15,0,0,0,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61045,37,4,0,2,2,122,0,0,0,9,0,0,0,0,0,0,0,0,0,0
61695,37,2,0,45,0,281,0,1,0,1,0,0,0,0,0,0,0,0,0,0
63243,37,198,2,0,0,5,3,2,0,19,0,0,0,0,2,0,0,0,0,2
63302,37,141,3,8,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1
63971,37,155,0,3,0,5,1,15,1,13,0,0,0,0,0,0,0,0,0,1
64101,37,136,0,2,0,0,4,0,0,6,0,0,0,0,0,10,0,0,0,2
64942,37,3,0,8,0,297,0,0,0,11,0,0,29,0,8,0,0,0,0,1
65162,37,138,0,1,4,0,0,6,0,4,0,0,0,0,0,0,0,0,0,10
65460,37,193,0,0,0,0,5,0,1,34,0,0,2,0,0,0,0,0,0,1
65838,37,4,0,7,0,122,0,0,0,0,0,0,0,0,0,2,0,0,0,0
67228,37,212,3,0,2,0,7,0,0,20,0,0,0,0,0,0,0,0,0,0
68085,37,210,112,3,0,0,0,0,12,7,0,0,0,0,0,8,0,0,0,0
68883,37,0,0,321,0,78,0,0,0,3,5,133,10,0,0,0,12,0,0,0
70016,37,5,0,2,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0
70301,37,0,0,17,0,159,0,0,0,0,0,0,0,0,13,0,0,0,0,0
70557,37,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
71740,37,0,0,3,0,164,0,4,0,0,0,0,0,0,0,0,0,0,0,0
71921,37,0,4,44,0,308,0,0,0,0,22,0,0,0,0,0,0,0,0,0
71937,37,28,0,1,0,0,2,0,0,82,0,0,0,0,0,0,0,0,0,0
52835,36,4,0,0,0,6,26,286,0,2,0,0,0,0,0,0,0,0,0,0
53009,36,0,0,1,0,0,0,217,0,11,0,0,0,0,0,0,0,0,0,0
53112,36,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53986,36,175,0,10,0,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0
54800,36,0,0,3,0,0,216,11,0,0,0,0,0,0,0,0,0,0,2,0
55046,36,172,0,1,0,0,6,38,0,3,0,0,0,0,0,0,0,0,0,0
55395,36,0,0,50,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56842,36,282,0,1,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
56863,36,0,0,0,0,112,0,0,0,12,0,0,0,0,0,0,0,0,0,0
57160,36,0,0,1,0,0,0,116,0,4,0,0,0,0,0,0,0,0,0,0
57303,36,0,0,2,0,139,0,2,0,7,0,0,0,0,0,0,0,0,0,0
57723,36,110,0,1,0,4,0,2,0,13,0,0,0,0,9,0,0,0,0,0
57761,36,215,0,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0
57777,36,241,0,0,0,0,6,15,0,5,0,0,0,0,0,0,0,0,0,0
57960,36,136,0,4,0,0,20,0,0,7,0,0,0,0,0,0,0,0,0,0
58241,36,126,0,1,0,0,5,18,0,8,0,0,0,0,0,0,0,0,0,0
