"message_id","F09F918D","F09F9881","F09FA4AE","E29DA4","F09FA4AC","F09F918F","F09F918E","F09F94A5","F09F928A","F09FA494","F09F92AF","F09F98A2","F09F998F","F09F918C","F09F958A","F09F9988","F09FA4AF","F09F98A1","F09FA4B7","other"
55425,385,0,0,48,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58275,385,3,0,9,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59613,385,0,0,8,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60698,385,0,0,70,0,2,0,0,0,1,34,0,0,0,0,0,0,0,0,0
64684,385,0,0,37,0,9,0,0,0,1,32,2,0,1,0,0,0,0,0,1
64734,385,1,0,11,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54371,384,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
59409,384,6,0,25,0,14,0,0,0,5,0,0,0,0,0,0,0,0,1,0
59797,384,0,0,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61562,384,77,0,0,0,10,0,0,0,1,40,0,0,0,0,0,0,0,0,0
53926,383,0,0,50,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56032,383,10,0,7,0,32,0,0,0,3,0,0,0,0,0,0,0,0,1,0
56689,383,1,0,12,0,8,0,4,0,5,0,0,0,0,39,0,0,0,0,0
57599,383,17,0,5,0,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59601,383,0,0,35,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0
60100,383,0,0,9,0,43,2,0,0,5,0,0,0,0,0,0,0,0,0,0
61313,383,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
62020,383,1,3,7,0,0,0,1,0,0,76,0,0,0,0,0,0,0,0,1
62674,383,0,0,9,0,0,0,3,0,3,17,47,0,0,0,0,0,0,0,5
63548,383,2,0,2,0,56,2,0,0,1,0,0,0,0,0,12,0,0,0,0
64467,383,0,0,17,0,63,0,1,0,0,14,0,0,0,0,0,0,0,0,2
65734,383,0,0,3,1,15,0,1,0,0,80,0,0,0,0,3,0,0,0,0
67521,383,183,3,9,0,35,0,3,0,2,0,0,0,0,0,4,0,0,0,0
67550,383,1,0,0,0,58,0,5,0,1,0,0,0,0,0,1,0,0,0,0
71663,383,22,0,5,0,30,0,0,0,1,10,0,0,0,0,0,0,0,0,0
54700,382,8,0,13,0,39,4,0,0,1,0,0,0,0,0,0,0,0,0,0
55252,382,21,0,2,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0
55517,382,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55768,382,0,0,11,0,22,0,0,0,0,0,0,0,0,4,0,0,0,0,0
55788,382,189,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55866,382,6,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0
58003,382,0,0,25,0,51,0,0,0,0,0,0,0,0,0,0,0,0,7,0
58867,382,0,0,15,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59135,382,42,0,3,0,18,4,0,0,2,0,0,0,0,0,0,0,0,0,0
59439,382,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
60440,382,7,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60557,382,4,0,5,0,12,0,0,0,0,45,0,0,0,0,0,0,0,0,0
60976,382,2,0,16,0,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61378,382,2,0,1,0,43,2,0,0,26,19,0,0,0,0,0,0,0,0,0
61835,382,26,34,5,0,91,0,0,0,6,0,0,0,0,0,0,0,0,0,3
64969,382,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67771,382,0,0,5,2,39,0,0,0,0,15,0,0,3,0,0,0,0,0,0
67867,382,0,0,11,0,0,0,0,0,2,53,0,0,0,0,0,0,0,0,0
54825,381,1,0,34,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56583,381,0,0,40,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0
56982,381,0,0,133,0,46,2,0,0,1,0,0,0,0,0,0,0,0,0,0
57929,381,4,0,18,0,51,3,0,0,0,0,0,0,0,5,0,0,0,0,0
58846,381,0,0,1,0,4,0,27,0,103,0,0,0,0,0,0,0,0,0,0
59508,381,0,0,6,0,17,0,67,0,15,0,0,0,0,0,0,0,0,0,0
62773,381,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63531,381,75,0,1,0,33,0,0,0,5,0,0,0,0,0,0,0,0,0,1
65114,381,0,0,40,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
65150,381,2,3,23,0,69,0,0,0,1,0,0,0,1,8,0,0,0,0,1
68963,381,0,0,1,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,2
69778,381,1,0,88,0,25,0,0,0,2,7,0,0,0,0,0,0,0,0,0
70441,381,1,0,23,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2
71131,381,1,0,52,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
53085,380,0,0,0,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0
53400,380,2,0,8,0,49,0,0,0,12,0,0,0,0,3,0,0,0,0,0
54778,380,0,0,44,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55924,380,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60172,380,0,0,70,0,23,0,0,0,0,0,0,14,0,0,0,0,0,0,0
66570,380,0,0,65,0,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0
71627,380,0,0,0,0,53,0,0,0,0,0,0,0,0,4,0,0,0,0,0
71880,380,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53634,379,0,0,63,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56745,379,69,0,4,0,51,0,0,0,8,0,0,0,0,0,0,0,0,0,0
61168,379,0,4,3,0,54,0,0,0,9,0,0,0,0,0,0,0,0,0,0
62078,379,1,0,0,0,10,0,0,0,13,0,0,0,0,0,0,0,0,0,1
71644,379,0,0,2,0,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0
53515,378,1,0,12,0,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0
53999,378,11,0,46,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0
56089,378,7,0,12,0,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0
60813,378,4,0,13,0,16,0,0,0,3,0,0,0,0,41,0,0,0,0,0
63234,378,0,2,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1
65999,378,0,3,19,0,55,0,0,0,0,0,0,0,10,0,0,0,0,0,0
67141,378,13,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68544,378,0,0,22,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71019,378,0,0,29,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
71238,378,0,0,14,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0
71261,378,0,1,23,0,32,4,0,4,6,0,0,0,0,0,0,0,0,0,0
53391,377,2,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57696,377,46,0,8,0,0,7,0,0,35,0,0,0,0,0,0,0,0,0,0
58706,377,0,0,0,0,0,1,16,0,1,0,0,0,0,65,0,0,0,0,0
60465,377,5,0,39,0,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0
61183,377,0,0,4,0,48,0,0,0,0,0,3,0,0,0,0,0,0,0,0
67898,377,8,0,31,0,22,0,0,0,7,0,0,0,0,0,0,0,0,0,0
54628,376,4,0,0,0,22,0,11,0,0,0,0,0,0,0,0,0,0,0,0
56760,376,31,0,5,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60655,376,0,0,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
60780,376,0,0,64,0,40,0,0,0,0,4,0,10,0,0,0,0,0,0,0
61224,376,91,0,3,0,48,0,0,0,8,0,0,24,0,0,0,0,0,0,0
61612,376,0,0,14,0,63,0,0,0,13,0,0,0,0,0,0,0,0,0,0
62358,376,1,0,0,0,38,3,0,0,5,0,0,0,0,0,0,0,0,0,1
62661,376,3,0,10,0,72,0,0,0,8,0,0,0,1,0,0,0,0,0,1
62666,376,6,0,19,0,71,0,3,0,2,0,0,0,1,19,0,0,0,0,2
63060,376,1,0,35,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2
65836,376,1,0,15,0,0,0,0,0,5,67,0,0,0,0,0,0,0,0,0
66903,376,0,0,19,0,47,0,0,0,0,11,0,0,0,1,0,0,0,0,0
68140,376,11,0,18,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55579,375,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56487,375,0,0,11,0,29,0,2,0,3,0,0,0,0,0,0,0,0,0,0
56557,375,0,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56647,375,4,0,8,0,37,0,0,0,8,0,0,0,0,31,0,0,0,0,0
60242,375,4,0,20,0,47,0,0,0,7,9,0,0,0,0,0,0,0,0,0
64313,375,2,0,171,1,3,0,2,0,5,54,0,0,0,0,0,0,0,0,1
65097,375,10,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,13,0,2
53435,374,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54022,374,3,0,7,0,58,0,0,0,2,0,0,0,0,0,0,0,0,0,0
54810,374,0,0,15,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56334,374,21,0,5,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0
58745,374,0,0,66,0,3,0,0,0,7,0,0,0,0,0,0,0,0,5,0
58871,374,0,0,24,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59078,374,0,0,15,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
61025,374,2,3,38,0,19,2,0,0,2,1,0,0,0,0,0,0,0,0,0
61296,374,6,1,17,0,66,0,0,0,2,0,0,0,0,0,0,0,0,0,0
63126,374,0,1,1,0,38,4,0,0,0,6,0,0,0,0,0,0,0,0,1
63757,374,0,0,0,0,47,0,0,0,1,0,0,0,0,0,0,0,0,0,2
67917,374,5,1,22,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72388,374,7,0,4,0,39,1,3,0,0,3,0,0,0,0,0,0,0,0,0
72718,374,0,0,18,0,80,0,0,0,2,9,0,0,0,0,0,0,0,0,0
53081,373,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53719,373,0,0,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54122,373,0,0,6,0,17,0,0,0,0,0,0,0,0,64,0,0,0,0,0
55376,373,0,0,106,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0
62632,373,3,0,13,0,85,3,0,0,0,20,0,0,0,0,0,0,0,0,1
64984,373,2,0,45,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1
66987,373,1,0,19,0,55,0,0,0,2,0,0,6,0,0,0,1,0,0,0
68214,373,9,0,28,0,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72792,373,10,0,31,0,43,0,0,0,6,0,0,2,0,0,0,0,0,0,0
53488,372,6,0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
55216,372,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55786,372,9,0,4,0,0,0,79,0,9,0,0,0,0,0,0,0,0,0,0
55805,372,5,0,4,0,25,0,96,0,0,0,0,0,0,0,0,0,0,0,0
59581,372,2,0,1,0,0,0,0,0,2,0,0,36,0,0,0,0,0,0,0
59847,372,0,0,7,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59943,372,170,12,7,0,54,0,1,8,0,0,0,0,0,0,0,2,0,0,0
60064,372,16,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60362,372,0,5,18,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0
61642,372,0,0,5,0,20,0,0,0,1,84,0,0,0,0,0,0,0,0,0
66711,372,0,1,2,0,12,0,0,0,7,53,0,0,0,0,0,0,0,0,0
66910,372,0,0,6,0,39,0,0,0,1,0,0,0,0,1,0,1,0,0,0
68052,372,44,1,9,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0
72179,372,22,6,4,0,92,2,1,0,0,14,0,0,0,0,0,0,0,0,0
54418,371,0,0,18,0,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0
54656,371,2,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
54737,371,4,0,10,0,7,10,0,0,5,0,0,0,0,0,0,0,0,1,0
56518,371,0,0,11,0,45,0,0,0,3,0,0,0,0,0,0,0,0,0,0
59052,371,0,0,41,0,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59653,371,0,0,6,0,37,0,0,0,0,25,0,0,0,0,0,0,0,0,0
59969,371,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62021,371,1,0,12,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,2
66063,371,0,1,27,0,0,0,0,0,11,22,0,0,1,0,0,0,0,0,0
71146,371,0,3,19,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53248,370,0,0,10,0,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0
53881,370,0,0,9,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55262,370,3,0,5,0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0
59566,370,3,0,17,0,2,0,0,0,0,0,0,0,0,34,0,0,0,0,0
60982,370,0,0,68,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61354,370,5,0,1,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
62223,370,6,0,78,0,0,2,0,0,0,0,3,0,0,31,0,0,0,0,1
62635,370,0,0,27,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64120,370,0,0,62,0,22,0,0,0,4,0,0,0,0,0,0,0,0,0,2
64727,370,2,0,20,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,1
66631,370,1,0,7,0,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67533,370,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54794,369,13,0,0,0,48,0,3,0,4,0,0,0,0,0,0,0,0,0,0
55901,369,0,0,4,0,4,5,0,0,42,0,0,0,0,0,0,0,0,0,0
56432,369,0,0,13,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56922,369,5,0,4,0,0,11,0,0,32,0,0,0,0,0,0,0,0,0,0
57078,369,66,0,13,0,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0
57577,369,0,0,22,0,74,1,0,0,5,0,0,0,0,0,0,0,0,0,0
58362,369,1,0,8,0,49,0,15,0,1,0,0,0,0,0,0,0,0,0,0
58938,369,0,0,38,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60809,369,0,2,16,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64325,369,0,0,10,0,39,0,0,0,2,34,0,0,0,0,0,0,0,0,1
66325,369,2,0,15,0,23,0,0,0,9,0,0,0,0,0,0,0,0,0,0
68049,369,0,0,25,0,46,0,0,1,2,0,0,0,0,2,0,0,0,0,0
69557,369,32,0,12,0,56,1,1,0,4,0,0,0,0,0,0,0,0,0,0
70991,369,0,0,16,0,2,1,0,2,0,58,0,0,0,10,0,0,0,0,0
71176,369,0,1,15,0,45,3,5,0,0,0,0,0,0,0,0,0,0,0,0
54655,368,0,0,43,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
55055,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58142,368,0,0,30,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62301,368,24,0,5,0,53,0,0,0,2,0,0,0,0,0,0,0,0,0,1
62466,368,0,0,30,0,34,0,0,0,2,0,0,0,0,0,0,0,0,0,1
63245,368,141,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63542,368,0,0,8,0,0,4,27,0,0,11,0,0,2,24,0,0,0,0,1
65585,368,0,0,15,0,0,1,0,0,2,22,0,0,0,0,0,0,0,0,1
66896,368,3,0,37,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
70003,368,0,0,28,0,51,0,0,0,0,9,0,0,0,0,0,0,0,0,0
52995,367,1,0,11,0,0,0,45,0,1,0,0,0,0,5,0,0,0,0,0
53074,367,9,0,76,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53257,367,1,0,125,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55330,367,0,0,26,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56297,367,9,0,19,0,63,0,0,0,3,0,0,0,0,0,0,0,0,2,0
56377,367,1,0,18,0,40,4,0,0,10,0,0,0,0,0,0,0,0,0,0
57375,367,0,0,2,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59132,367,3,0,52,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
59648,367,2,0,16,0,55,1,0,1,0,4,0,0,0,0,0,0,0,0,0
60927,367,0,0,5,0,25,0,0,0,4,20,0,0,0,0,0,0,0,0,0
61524,367,0,0,19,0,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0
61734,367,0,0,48,0,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0
63378,367,9,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,1
63476,367,16,0,16,0,15,0,2,1,0,0,0,2,0,0,0,0,0,0,1
68022,367,1,10,0,7,38,1,0,0,3,0,0,0,0,0,0,0,0,0,0
68549,367,8,0,9,0,27,0,0,0,0,62,0,0,0,0,0,0,0,0,0
68700,367,37,0,30,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53382,366,0,0,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53504,366,17,0,1,0,21,0,0,0,8,0,0,0,0,0,0,0,0,0,0
53710,366,0,0,23,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55572,366,24,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
59694,366,2,0,4,0,40,7,4,0,0,0,0,0,0,0,0,0,0,0,0
59826,366,0,0,15,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63397,366,2,1,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64814,366,0,0,6,0,50,0,0,0,6,24,0,0,0,0,0,0,0,0,1
65483,366,5,0,15,0,9,0,4,0,1,0,0,0,0,0,0,0,0,0,1
66708,366,8,1,17,0,0,0,3,0,2,10,0,0,0,0,0,0,0,0,0
66816,366,1,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67701,366,0,0,18,0,49,0,0,0,0,30,0,0,2,0,0,0,0,0,0
67875,366,12,0,4,0,0,0,0,0,11,0,0,34,0,0,0,0,0,0,0
68898,366,0,0,7,0,38,1,0,0,0,0,0,0,8,0,0,0,0,0,0
52972,365,2,0,40,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
53373,365,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55340,365,6,0,13,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0
57768,365,0,0,45,0,11,0,0,0,2,0,0,0,0,44,0,0,0,0,0
60833,365,3,2,56,0,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0
61119,365,0,0,30,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0
61921,365,43,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1
62916,365,2,0,37,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,2
66118,365,6,0,37,0,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0
67227,365,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67300,365,0,0,12,0,12,0,1,0,0,56,0,0,0,0,0,0,0,0,0
68302,365,0,0,15,0,2,2,11,0,1,14,0,0,0,0,0,0,0,0,0
68720,365,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
70171,365,7,0,18,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71123,365,0,3,5,0,10,0,10,0,0,46,0,0,0,0,0,0,0,0,0
72242,365,2,3,9,0,6,0,0,0,8,37,0,0,0,0,0,0,0,0,0
57038,364,4,0,9,0,42,0,0,0,2,0,0,0,0,0,0,0,0,0,0
57935,364,0,0,29,0,53,0,3,0,7,0,0,0,0,2,0,0,0,0,0
58324,364,1,0,38,0,9,0,0,0,0,0,0,0,0,15,0,0,0,0,0
58771,364,0,0,8,0,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59224,364,4,0,20,0,40,0,0,0,3,0,0,0,0,0,0,0,0,0,0
60938,364,9,0,13,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61101,364,5,0,1,0,16,0,0,1,4,57,0,0,0,0,0,0,0,0,0
63707,364,10,0,0,0,44,0,0,0,0,18,0,0,0,0,0,0,0,0,1
67252,364,7,0,36,0,0,0,2,3,1,0,0,0,10,0,0,0,0,0,0
68567,364,14,0,9,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
71139,364,3,0,0,0,0,0,0,0,0,67,0,0,0,20,0,0,0,0,0
71180,364,8,0,48,0,0,2,0,0,44,4,2,0,0,0,0,0,0,0,5
72197,364,0,0,4,0,78,0,0,0,1,24,0,0,0,0,0,0,0,0,0
53331,363,0,0,57,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53792,363,1,0,22,0,84,0,0,0,2,0,0,0,0,7,0,0,0,0,0
53941,363,0,0,50,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54035,363,0,0,10,0,4,0,5,0,1,0,0,0,0,0,0,0,0,0,0
54414,363,0,0,282,0,17,1,0,0,0,0,0,0,0,27,0,0,0,0,0
56429,363,0,0,17,0,5,1,27,0,1,0,0,0,0,270,0,0,0,0,0
56713,363,1,0,7,0,54,0,0,0,11,0,0,0,0,2,0,0,0,2,0
59327,363,0,0,45,0,7,0,0,0,2,0,0,0,0,44,0,0,0,0,0
60913,363,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62185,363,6,0,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1
63860,363,2,0,16,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66307,363,0,0,6,58,0,0,11,0,4,4,0,8,0,0,0,0,0,0,0
67680,363,0,0,22,0,14,0,0,1,8,66,0,0,0,0,0,0,0,0,0
68318,363,0,0,7,0,0,2,0,4,14,76,0,2,1,0,0,0,0,0,0
68855,363,0,0,15,2,22,1,1,0,4,0,0,0,0,61,0,0,0,0,0
53216,362,0,0,48,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
53579,362,0,0,6,0,0,3,65,0,3,0,0,0,0,0,0,0,0,0,0
53723,362,1,0,57,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2
54134,362,4,0,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
54384,362,3,0,84,0,18,2,0,0,2,0,0,0,0,0,0,0,0,0,0
54858,362,0,0,22,0,26,0,0,0,7,0,0,0,0,0,0,0,0,0,0
56509,362,0,0,7,0,59,0,0,0,3,0,0,0,0,0,0,0,0,0,0
58083,362,0,0,59,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66941,362,4,0,9,0,0,0,2,0,0,65,0,0,0,0,0,0,0,0,0
67165,362,0,0,43,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70631,362,11,0,1,0,66,0,3,0,0,0,0,0,0,0,0,0,0,0,2
54535,361,15,0,2,0,0,10,65,0,5,0,0,0,0,0,0,0,0,0,0
54812,361,0,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54960,361,23,0,13,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59848,361,0,0,9,0,46,2,0,0,1,25,0,0,0,0,0,0,0,0,0
62673,361,26,2,3,0,16,0,0,0,0,0,0,0,0,12,0,0,0,0,2
64140,361,0,0,1,13,10,0,0,0,2,0,18,0,0,0,0,0,0,0,1
66162,361,6,0,34,0,27,0,0,0,6,0,0,0,3,0,0,0,0,0,0
66457,361,0,0,32,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66615,361,10,5,3,1,53,0,0,0,1,9,0,0,0,0,0,0,0,0,0
67355,361,0,0,4,1,0,5,0,0,37,6,0,0,16,0,0,0,0,0,0
68806,361,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
69918,361,0,1,56,0,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0
71913,361,0,0,32,0,0,3,5,0,18,0,0,0,0,0,0,6,0,0,0
72711,361,0,0,12,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53993,360,3,0,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54913,360,8,0,0,0,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0
55320,360,0,0,0,0,31,2,10,0,0,0,0,0,0,0,0,0,0,0,0
58551,360,0,0,2,0,58,0,0,0,13,0,0,0,0,0,0,0,0,0,0
61046,360,1,0,1,0,2,2,0,0,58,0,0,0,0,0,0,3,0,0,0
69646,360,0,0,144,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71191,360,0,0,39,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
53899,359,0,0,12,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56488,359,3,0,25,0,6,1,0,0,9,0,0,0,0,0,0,0,0,0,0
56973,359,4,0,12,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59196,359,0,0,122,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62624,359,45,0,8,0,79,2,2,0,3,0,0,0,0,0,5,0,0,0,4
63464,359,8,0,7,0,43,0,0,0,0,0,0,0,0,8,0,0,0,0,1
66762,359,0,0,3,0,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0
67526,359,16,0,3,0,8,1,0,0,11,0,0,0,0,0,0,0,0,0,0
55042,358,0,0,7,0,3,0,3,0,0,0,0,0,0,20,0,0,0,0,0
55268,358,0,0,6,0,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0
57069,358,9,0,34,0,9,0,0,0,1,0,0,0,0,2,0,0,0,0,0
59215,358,0,0,0,0,11,7,0,0,3,0,0,0,0,0,0,0,0,0,0
62919,358,0,0,15,0,11,0,0,0,4,53,0,4,0,0,0,0,0,0,1
62931,358,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
64170,358,31,0,12,0,24,0,5,0,2,0,4,0,0,0,0,0,0,0,1
64895,358,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64906,358,20,0,0,0,46,0,0,0,5,0,0,0,0,6,0,0,0,0,3
69426,358,0,1,27,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53140,357,46,0,6,0,67,0,2,0,1,0,0,0,0,0,0,0,0,0,0
54736,357,8,0,6,0,42,5,0,0,6,0,0,0,0,0,0,0,0,0,0
55108,357,0,0,0,0,31,0,0,0,0,0,0,0,0,18,0,0,0,0,0
55153,357,3,0,22,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59963,357,0,0,6,0,20,0,11,0,1,0,0,0,0,0,0,0,0,0,0
59967,357,7,0,6,0,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0
