"message_id","F09F918D","F09F9881","E29DA4","F09FA4AC","F09F918F","F09F918E","F09FA4A3","F09FA4A1","F09F94A5","F09FA494","F09F92AF","F09F98A2","F09F98B1","F09F998F","F09F918C","F09F9988","F09FA4AF","F09F98A1","F09FA4B7","other"
55985,170,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56577,170,0,11,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56782,170,1,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57056,170,0,2,16,0,1,0,0,6,0,0,0,0,0,2,0,0,3,0,0
57110,170,0,6,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
57269,170,0,17,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
59691,170,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
60074,170,0,0,1,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0
61357,170,1,21,0,10,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0
62536,170,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
64321,170,0,1,4,0,0,0,8,3,0,1,0,0,0,0,0,0,0,0,0
64466,170,0,4,0,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
65149,170,0,3,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0
65163,170,0,16,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66275,170,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
66953,170,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0
51406,169,20,4,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
51519,169,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,17,6
51833,169,0,1,0,21,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0
51996,169,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
53344,169,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
54543,169,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
54577,169,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
54624,169,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
54927,169,0,0,0,0,1,2,0,0,0,35,0,0,0,0,0,0,0,0,0
55580,169,0,13,0,0,0,0,0,0,0,11,0,2,0,1,0,0,0,0,0
56382,169,0,11,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
57074,169,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0
57303,169,0,4,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
57774,169,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58029,169,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59458,169,0,33,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
60055,169,0,5,0,21,0,0,0,1,4,0,1,0,0,0,0,1,0,0,0
60149,169,1,7,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0
60197,169,0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60802,169,0,11,0,43,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0
60823,169,0,16,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
60999,169,0,15,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61151,169,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61312,169,0,6,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0
62436,169,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
62593,169,3,8,0,31,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0
63328,169,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0
63755,169,0,2,2,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
63837,169,0,6,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
65078,169,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52060,168,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
52135,168,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
52665,168,0,2,0,24,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0
52909,168,0,3,4,1,0,0,0,41,0,0,0,0,0,0,0,0,0,0,7
52966,168,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,2,0
53524,168,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53985,168,0,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54055,168,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0
54140,168,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54143,168,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
55199,168,0,2,2,0,0,0,0,20,2,0,0,7,0,0,0,0,0,0,0
56465,168,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56680,168,0,0,14,0,5,0,1,13,4,0,0,0,0,0,0,0,0,0,0
56707,168,0,10,0,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
57054,168,0,5,15,0,0,0,0,27,0,0,2,0,0,3,3,0,0,0,0
57097,168,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0
58077,168,3,0,0,0,0,83,0,0,0,11,0,0,0,0,20,0,0,0,0
59354,168,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
59796,168,0,0,0,0,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0
60822,168,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0
62413,168,1,2,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0
63159,168,25,5,0,18,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
65085,168,0,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65290,168,0,5,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
65492,168,0,5,0,27,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
65712,168,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67119,168,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51379,167,0,8,0,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
51909,167,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
52034,167,0,9,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
52144,167,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52535,167,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52894,167,0,11,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
53230,167,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
53970,167,0,0,0,0,0,0,0,9,0,28,0,0,0,0,0,0,1,0,0
54216,167,0,3,0,1,0,61,0,0,0,0,0,0,0,0,0,0,0,0,2
54241,167,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54545,167,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
54561,167,2,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
55227,167,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
55258,167,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
56528,167,0,16,0,0,0,0,0,0,0,42,2,0,0,0,0,0,0,0,0
56621,167,3,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
56691,167,0,2,0,0,0,0,0,18,0,4,0,0,0,0,0,0,0,0,0
56717,167,3,16,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
57975,167,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58504,167,0,3,0,37,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
58545,167,0,53,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
59971,167,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60141,167,2,21,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
60310,167,0,4,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
60715,167,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
61006,167,0,0,0,19,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
61187,167,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,4,1
61641,167,0,8,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
61858,167,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
62064,167,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0
62293,167,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62307,167,0,16,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62896,167,0,25,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62936,167,5,1,0,2,0,0,0,2,0,34,0,0,0,0,0,0,0,0,0
63060,167,0,0,0,43,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
63225,167,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
63261,167,0,2,0,0,0,0,0,9,0,48,0,0,0,0,0,0,4,0,0
63575,167,0,1,0,27,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
63769,167,0,6,0,0,0,0,0,0,0,0,6,0,18,0,0,0,0,0,0
64574,167,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65726,167,0,21,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
67436,167,0,13,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
51610,166,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0
51995,166,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52334,166,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52822,166,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52987,166,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53915,166,0,5,0,14,0,0,0,0,0,21,0,0,0,0,0,0,0,2,0
54028,166,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
54192,166,0,4,0,13,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
54278,166,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
55778,166,0,26,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55869,166,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
55978,166,0,6,0,13,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0
56351,166,0,3,0,0,0,0,0,4,0,33,0,0,0,1,0,0,0,0,0
56615,166,0,11,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
56702,166,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57673,166,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57956,166,0,11,0,5,0,0,0,2,0,7,0,6,0,0,0,0,0,1,0
60188,166,0,8,0,1,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0
60599,166,0,2,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,1,0
61591,166,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
61878,166,0,4,0,3,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0
62034,166,0,0,0,9,0,0,0,1,2,16,1,0,0,0,0,0,19,0,0
62175,166,1,3,0,20,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0
62326,166,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
62590,166,1,0,0,21,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
62600,166,0,4,0,24,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3
63111,166,2,0,0,17,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4
67418,166,11,3,0,27,0,0,3,0,2,0,0,0,0,7,0,0,0,0,0
52317,165,0,1,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53182,165,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
53709,165,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
54123,165,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0
54807,165,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
55217,165,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55365,165,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56135,165,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
56428,165,0,19,0,0,0,0,1,0,0,0,0,0,56,0,0,0,0,0,0
56620,165,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0
56781,165,3,18,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0
56973,165,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57898,165,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
58233,165,0,1,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0
58328,165,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58768,165,0,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60041,165,1,7,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
60138,165,0,2,0,25,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
60180,165,26,5,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0
60245,165,0,6,1,0,5,0,10,0,0,0,0,0,0,0,0,1,0,0,0
61563,165,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
62453,165,0,2,0,2,0,3,5,0,0,0,0,0,0,23,0,0,0,0,0
62699,165,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62962,165,0,1,0,34,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0
63420,165,0,11,0,10,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0
63633,165,0,4,0,0,0,0,0,2,0,29,0,0,0,2,0,0,0,0,0
63667,165,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0
63941,165,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64418,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65239,165,0,0,26,0,0,0,0,3,0,16,0,1,0,3,0,0,0,0,0
66533,165,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
67430,165,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0
51365,164,2,17,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51685,164,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
51963,164,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
52388,164,3,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
52921,164,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0
53276,164,16,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
53615,164,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53793,164,31,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54029,164,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
54036,164,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54187,164,1,22,0,0,1,0,3,0,0,10,0,1,0,0,0,0,0,0,0
54366,164,0,14,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
54429,164,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
55866,164,0,19,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55871,164,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55996,164,0,28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
56165,164,0,2,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0
56566,164,0,8,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
56747,164,0,0,0,16,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
56998,164,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57103,164,0,3,0,0,0,0,0,6,0,31,0,0,0,0,0,0,0,0,0
57307,164,6,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59277,164,0,6,0,3,0,0,0,0,0,28,0,0,11,0,0,0,0,0,0
60596,164,0,11,0,6,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0
60824,164,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0
61816,164,0,0,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
61877,164,0,0,0,12,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
62250,164,0,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
62591,164,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
62836,164,85,2,0,20,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
63174,164,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
63928,164,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64475,164,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
64587,164,11,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
64850,164,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66169,164,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66502,164,0,1,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2
67111,164,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0
51310,163,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
51545,163,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51848,163,0,0,0,0,2,0,0,13,0,3,0,0,0,2,9,0,0,0,0
52330,163,1,13,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
57034,163,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58012,163,0,14,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,2
58433,163,2,1,0,4,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
59286,163,0,2,0,8,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
59359,163,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
59912,163,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60587,163,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61575,163,0,2,0,0,0,0,0,2,1,11,0,0,0,1,0,0,0,0,0
61609,163,0,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61689,163,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,0
61711,163,0,28,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
62000,163,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62054,163,5,3,0,0,0,0,0,1,2,17,0,0,0,0,0,0,0,0,1
62844,163,37,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
63555,163,0,3,0,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
63621,163,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
64558,163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64598,163,0,26,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64879,163,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0
65444,163,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65822,163,0,0,0,34,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
66612,163,0,0,0,22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
51521,162,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
51590,162,0,14,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
51946,162,3,0,0,0,0,0,0,5,3,25,0,0,0,0,0,0,0,0,19
52101,162,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
52286,162,0,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0
53450,162,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
53492,162,0,18,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
53980,162,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7
54141,162,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1
54454,162,0,45,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54735,162,1,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
54885,162,0,0,0,27,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0
56443,162,0,5,0,29,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56709,162,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
57785,162,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
58110,162,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60077,162,9,0,0,3,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0
61497,162,10,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61520,162,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61617,162,0,0,0,0,1,0,1,6,2,4,0,0,0,0,0,0,0,0,0
62201,162,0,0,0,11,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0
62380,162,0,8,0,1,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0
62757,162,0,6,0,7,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
63989,162,0,2,0,29,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0
64830,162,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,3,0,0
66068,162,0,0,0,0,0,0,0,0,0,43,0,0,0,3,0,0,0,0,0
66216,162,0,0,0,19,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0
53464,161,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
53838,161,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53891,161,11,2,0,28,2,0,0,0,0,3,0,0,0,0,17,0,0,0,3
54394,161,0,0,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,5
54547,161,0,2,0,0,0,0,1,4,0,0,0,0,0,9,0,0,0,0,0
54881,161,0,0,0,5,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0
55296,161,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
55395,161,1,8,2,0,0,2,0,6,0,0,0,0,0,0,0,0,1,1,0
55997,161,0,39,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
56533,161,0,10,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
56597,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56662,161,0,3,0,11,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0
56719,161,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57708,161,0,9,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
57961,161,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58249,161,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
58438,161,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
58690,161,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
59294,161,0,3,0,31,0,0,2,0,0,11,0,0,0,0,0,0,0,0,8
59925,161,0,2,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
60582,161,0,0,0,16,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
61330,161,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
61515,161,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61550,161,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61765,161,0,5,0,0,0,0,0,1,2,0,0,0,0,12,0,0,3,0,0
62505,161,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62736,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62764,161,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
63226,161,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63408,161,3,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
63665,161,0,8,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64157,161,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
64423,161,0,1,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
67376,161,0,1,0,1,1,0,5,0,10,0,0,0,0,0,0,0,0,0,0
52074,160,0,10,0,0,0,0,5,4,0,0,0,0,0,1,0,0,1,0,0
52737,160,0,2,0,0,0,0,0,0,5,0,0,2,7,0,0,0,0,0,0
53653,160,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
53910,160,0,13,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
54018,160,0,36,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56583,160,0,1,7,0,4,0,0,18,0,1,0,0,0,0,0,0,1,0,0
56758,160,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
56928,160,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
57049,160,21,1,0,0,0,9,66,0,0,0,0,0,0,0,0,0,3,0,0
57432,160,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57576,160,1,10,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
57688,160,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58010,160,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
58188,160,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58678,160,0,0,0,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0
59941,160,0,26,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59990,160,0,8,0,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60579,160,0,0,0,0,0,0,7,0,1,19,0,0,0,0,0,0,0,0,0
62335,160,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
62755,160,0,1,25,0,2,0,0,3,0,0,0,1,0,0,0,6,0,0,0
62976,160,15,0,0,0,0,2,3,0,11,0,0,1,0,0,0,0,0,0,0
63980,160,0,16,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
