"message_id","F09F918D","F09F9881","E29DA4","F09FA4AC","F09F918F","F09F918E","F09FA4A3","F09FA4A1","F09F94A5","F09FA494","F09F92AF","F09F98A2","F09F98B1","F09F998F","F09F918C","F09F9988","F09FA4AF","F09F98A1","F09FA4B7","other"
53026,251,11,0,0,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
53986,251,0,14,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
54579,251,3,2,0,46,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0
56327,251,0,0,0,26,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
62421,251,1,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,0
55207,250,26,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7
57050,250,0,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
60698,250,0,11,0,0,0,0,0,2,0,27,0,0,0,11,0,0,0,0,0
53022,249,0,2,0,16,0,0,0,0,0,46,0,0,0,6,0,0,0,0,0
53824,249,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53941,249,0,1,0,30,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
54954,249,2,20,0,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56683,249,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59048,249,22,0,0,3,0,36,1,0,0,10,0,0,0,0,0,0,0,0,0
60588,249,0,0,0,4,0,0,0,0,7,0,0,0,0,17,0,0,1,0,0
67107,249,0,21,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
52940,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53324,248,0,7,0,3,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0
58273,248,0,7,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
64193,248,0,6,0,5,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1
64646,248,0,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53802,247,0,0,0,14,0,6,0,25,0,6,0,0,0,0,0,0,0,0,0
54836,247,0,21,0,2,0,0,0,3,0,17,0,1,0,1,0,0,0,0,1
56661,247,0,2,0,0,0,0,0,0,0,3,0,0,82,0,0,0,0,0,0
63913,247,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
51778,246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53992,246,2,8,0,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
56055,246,0,13,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,246,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60630,246,0,15,0,29,0,0,0,6,2,13,0,0,0,0,0,2,0,0,0
60769,246,0,45,0,9,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0
66986,246,0,38,0,7,1,0,3,1,1,0,0,0,1,0,0,0,0,0,1
52311,245,5,16,0,5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
57988,245,0,19,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0
58371,245,11,0,0,67,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
65967,245,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51357,243,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
53057,243,0,0,0,0,1,0,0,0,0,45,0,0,6,2,0,0,0,0,0
54721,243,0,0,0,10,0,0,0,0,2,37,0,0,0,0,0,0,0,0,0
61703,243,0,18,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0
62296,243,61,1,0,0,0,34,0,3,0,0,0,0,0,2,0,0,0,0,0
53298,242,68,4,0,0,0,20,0,0,1,0,0,0,0,5,0,0,0,0,0
56534,242,0,15,0,9,0,0,0,0,3,0,0,0,36,2,0,0,0,0,0
57053,242,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,1
61311,242,0,10,0,27,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
52916,241,0,10,0,0,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0
53228,241,0,5,0,32,0,0,0,0,2,41,0,0,0,0,0,0,0,3,0
56470,241,2,25,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56817,241,2,0,0,4,0,0,0,4,0,0,0,0,0,20,0,0,0,0,0
58212,241,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59969,241,0,17,0,7,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0
60919,241,11,0,0,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0
51795,240,0,2,0,25,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0
53827,240,0,38,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
55243,240,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0
56723,240,0,0,0,0,0,0,0,0,0,53,0,0,0,3,0,0,0,0,0
66173,240,0,3,0,19,2,0,0,0,0,33,0,0,0,5,0,0,0,0,0
52920,239,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53023,239,0,21,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0
53654,239,0,16,0,31,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
58426,239,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62093,239,0,0,0,0,0,0,0,1,0,22,0,0,0,3,0,0,0,0,1
63937,239,0,0,0,43,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1
65238,239,0,0,0,41,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
52026,238,0,12,0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
52619,238,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56393,238,0,28,1,5,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0
58027,238,0,11,0,41,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
59836,238,0,15,0,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
60217,238,4,1,0,4,0,0,0,1,0,25,0,0,0,10,0,0,0,0,0
54786,237,24,5,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
58435,237,0,13,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,1,0
58885,237,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60179,237,3,20,0,44,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
60735,237,0,10,0,0,0,0,1,5,0,18,0,0,0,1,0,0,0,0,0
63248,237,1,8,0,21,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
64586,237,0,0,0,8,0,0,4,0,10,0,0,0,0,0,0,0,0,0,2
65750,237,0,3,29,14,0,0,0,0,5,6,0,0,0,4,0,0,0,0,0
53307,236,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57025,236,0,21,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
58856,236,0,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
60261,236,3,11,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
67308,236,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
52320,235,0,32,0,75,0,4,0,0,3,0,0,0,0,6,0,0,0,12,1
53819,235,0,28,0,18,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
56947,235,0,17,0,0,0,0,0,7,0,6,0,1,0,0,0,0,0,0,0
58853,235,0,1,0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
59250,235,0,0,0,0,0,0,0,0,0,55,0,1,0,9,0,0,0,0,5
66408,235,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,1,1,0
51558,234,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
52063,234,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
53242,234,0,9,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
53898,234,0,50,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58223,234,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
59215,234,0,11,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
61329,234,22,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0
62059,234,0,51,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63064,234,34,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65666,234,0,0,0,9,0,0,2,0,6,0,0,0,0,0,4,0,0,0,0
51780,233,0,16,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
54515,233,1,0,0,28,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
56061,233,0,23,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0
56601,233,0,1,0,25,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1
59624,233,0,10,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
51166,232,0,2,0,13,0,65,0,0,0,0,0,0,0,10,0,0,0,0,0
51987,232,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0
52107,232,5,22,0,0,2,1,8,0,0,0,0,0,0,0,1,0,0,0,0
55984,232,0,69,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0
57366,232,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
59660,232,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
59662,232,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
60435,232,0,0,0,7,0,0,0,1,0,46,0,0,0,0,0,0,0,0,2
52100,231,0,32,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
57549,231,5,4,0,5,0,0,0,0,3,20,0,0,0,24,0,0,0,0,0
58346,231,0,0,0,77,0,0,0,0,0,0,0,1,22,0,0,0,0,3,6
58513,231,0,1,0,29,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0
58647,231,5,22,0,7,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0
60728,231,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61635,231,0,15,0,16,0,0,0,2,0,34,0,0,0,3,0,0,0,0,0
61801,231,0,12,0,0,0,0,3,2,10,0,0,0,0,5,0,0,0,0,0
62156,231,0,3,0,19,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
65300,231,0,18,0,47,0,0,0,0,0,9,0,0,0,1,0,0,0,2,0
52386,230,0,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53651,230,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0
56291,230,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0
57804,230,0,18,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
61160,230,0,32,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
62535,230,1,12,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62782,230,3,8,0,7,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
51234,229,0,0,0,14,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0
56298,229,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0
58073,229,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
58442,229,0,3,0,0,2,0,0,3,0,56,0,0,0,0,0,0,0,0,0
64920,229,0,1,0,32,0,0,0,0,0,4,0,0,0,10,0,0,0,1,0
56682,228,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57669,228,0,8,0,0,0,0,0,1,0,33,0,0,0,2,0,0,0,0,0
60762,228,4,14,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
57021,227,0,11,0,7,0,93,0,1,0,0,0,0,0,17,0,0,0,0,0
57548,227,0,34,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
58461,227,0,15,0,3,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
59326,227,0,2,0,33,0,0,0,6,0,0,0,0,0,3,0,0,4,0,0
61128,227,0,10,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
62655,227,0,63,0,0,0,2,5,0,0,4,0,0,0,0,0,0,0,0,0
53301,226,0,21,0,11,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
53403,226,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54418,226,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59461,226,0,0,0,0,0,0,0,6,0,7,0,1,0,10,0,0,0,0,0
64304,226,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0
51767,225,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51774,225,0,14,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4
52246,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52961,225,0,3,0,0,0,0,0,4,0,47,0,1,0,0,0,0,0,0,0
53590,225,1,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0
53825,225,1,2,0,32,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
54183,225,57,4,0,19,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0
58169,225,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59301,225,0,6,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0
59420,225,0,55,0,30,1,0,0,0,0,4,0,0,0,4,0,0,0,1,2
