"","channel_id","message_id","emo","censor_point","hourly_end"
"1",1535416724,75599,"F09F918D",2.08840277777778,0
"2",1535416724,75599,"F09F918D",2.08840277777778,0.0416666666666667
"3",1535416724,75599,"F09F918D",2.08840277777778,0.0833333333333333
"4",1535416724,75599,"F09F918D",2.08840277777778,0.125
"5",1535416724,75599,"F09F918D",2.08840277777778,0.166666666666667
"6",1535416724,75599,"F09F918D",2.08840277777778,0.208333333333333
"7",1535416724,75599,"F09F918D",2.08840277777778,0.25
"8",1535416724,75599,"F09F918D",2.08840277777778,0.291666666666667
"9",1535416724,75599,"F09F918D",2.08840277777778,0.333333333333333
"10",1535416724,75599,"F09F918D",2.08840277777778,0.375
"11",1535416724,75599,"F09F918D",2.08840277777778,0.416666666666667
"12",1535416724,75599,"F09F918D",2.08840277777778,0.458333333333333
"13",1535416724,75599,"F09F918D",2.08840277777778,0.5
"14",1535416724,75599,"F09F918D",2.08840277777778,0.541666666666667
"15",1535416724,75599,"F09F918D",2.08840277777778,0.583333333333333
"16",1535416724,75599,"F09F918D",2.08840277777778,0.625
"17",1535416724,75599,"F09F918D",2.08840277777778,0.666666666666667
"18",1535416724,75599,"F09F918D",2.08840277777778,0.708333333333333
"19",1535416724,75599,"F09F918D",2.08840277777778,0.75
"20",1535416724,75599,"F09F918D",2.08840277777778,0.791666666666667
"21",1535416724,75599,"F09F918D",2.08840277777778,0.833333333333333
"22",1535416724,75599,"F09F918D",2.08840277777778,0.875
"23",1535416724,75599,"F09F918D",2.08840277777778,0.916666666666667
"24",1535416724,75599,"F09F918D",2.08840277777778,0.958333333333333
"25",1535416724,75599,"F09F918D",2.08840277777778,1
"26",1535416724,75599,"F09F918D",2.08840277777778,1.04166666666667
"27",1535416724,75599,"F09F918D",2.08840277777778,1.08333333333333
"28",1535416724,75599,"F09F918D",2.08840277777778,1.125
"29",1535416724,75599,"F09F918D",2.08840277777778,1.16666666666667
"30",1535416724,75599,"F09F918D",2.08840277777778,1.20833333333333
"31",1535416724,75599,"F09F918D",2.08840277777778,1.25
"32",1535416724,75599,"F09F918D",2.08840277777778,1.29166666666667
"33",1535416724,75599,"F09F918D",2.08840277777778,1.33333333333333
"34",1535416724,75599,"F09F918D",2.08840277777778,1.375
"35",1535416724,75599,"F09F918D",2.08840277777778,1.41666666666667
"36",1535416724,75599,"F09F918D",2.08840277777778,1.45833333333333
"37",1535416724,75599,"F09F918D",2.08840277777778,1.5
"38",1535416724,75599,"F09F918D",2.08840277777778,1.54166666666667
"39",1535416724,75599,"F09F918D",2.08840277777778,1.58333333333333
"40",1535416724,75599,"F09F918D",2.08840277777778,1.625
"41",1535416724,75599,"F09F918D",2.08840277777778,1.66666666666667
"42",1535416724,75599,"F09F918D",2.08840277777778,1.70833333333333
"43",1535416724,75599,"F09F918D",2.08840277777778,1.75
"44",1535416724,75599,"F09F918D",2.08840277777778,1.79166666666667
"45",1535416724,75599,"F09F918D",2.08840277777778,1.83333333333333
"46",1535416724,75599,"F09F918D",2.08840277777778,1.875
"47",1535416724,75599,"F09F918D",2.08840277777778,1.91666666666667
"48",1535416724,75599,"F09F918D",2.08840277777778,1.95833333333333
"49",1535416724,75599,"F09F918D",2.08840277777778,2
"50",1535416724,75599,"F09F918E",2.08840277777778,0
